Dep_Airport_ID,ARP_Latitude,ARP_Longitude,Schedule,"Runway ID",Length,Width,"Surface Type Condition","Edge Light Intensity","WBC Single","WBC Dual","WBC Two Dual","WBC Tandem Two Dual","Base Marking Condition"
CNO,033-58-29.2100N,117-38-11.3400W,ALL/ALL/ALL,08R/26L,7000,150,ASPH-G,MED,75,150,215,,G
CNO,033-58-29.2100N,117-38-11.3400W,ALL/ALL/ALL,08L/26R,4858,150,ASPH-G,HIGH,12,,,,G
O22,038-01-49.5000N,120-24-52.4000W,ALL/ALL/0800-1700,17/35,4673,75,ASPH-G,MED,30,,,,F
O22,038-01-49.5000N,120-24-52.4000W,ALL/ALL/0800-1700,11/29,2607,50,TURF-G,,,,,,
FAT,036-46-35.6000N,119-43-07.8000W,ALL/ALL/ALL,11R/29L,8008,150,ASPH-G,MED,70,170,250,,G
FAT,036-46-35.6000N,119-43-07.8000W,ALL/ALL/ALL,11L/29R,9539,150,ASPH-G,HIGH,70,170,250,,G
FUL,033-52-19.2500N,117-58-47.2200W,ALL/ALL/0700-2100,H1,37,37,CONC,,,,,,
FUL,033-52-19.2500N,117-58-47.2200W,ALL/ALL/0700-2100,06/24,3121,75,ASPH-G,MED,12,,,,G
WJF,034-44-27.8000N,118-13-07.1000W,ALL/ALL/ALL,06/24,7201,150,ASPH-G,MED,50,68,117,,G
HAF,037-30-48.4000N,122-30-04.2000W,ALL/ALL/0830-1630,12/30,5000,150,ASPH-CONC-F,MED,30,200,360,,G
HMT,033-44-02.5000N,117-01-20.3000W,ALL/ALL/DALGT,05/23,4315,100,ASPH-G,MED,80,130,,,G
HMT,033-44-02.5000N,117-01-20.3000W,ALL/ALL/DALGT,04/22,2014,25,ASPH-F,,,,,,F
CEC,041-46-48.6000N,124-14-11.5000W,ALL/ALL/0800-1800,18/36,5000,150,ASPH-F,MED,30,43,,,F
CEC,041-46-48.6000N,124-14-11.5000W,ALL/ALL/0800-1800,12/30,5002,150,ASPH-F,HIGH,30,43,,,F
TRM,033-37-36.0100N,116-09-34.7600W,ALL/ALL/0700-1800,12/30,4995,100,ASPH-G,MED,20,60,,,G
TRM,033-37-36.0100N,116-09-34.7600W,ALL/ALL/0700-1800,17/35,8500,150,ASPH-G,MED,75,200,325,850,F
SNA,033-40-32.3800N,117-52-05.6400W,ALL/ALL/ALL,20X,0,0,,,,,,,
SNA,033-40-32.3800N,117-52-05.6400W,ALL/ALL/ALL,02R/20L,2886,75,ASPH-G,MED,25,60,,,G
SNA,033-40-32.3800N,117-52-05.6400W,ALL/ALL/ALL,02L/20R,5700,150,ASPH-G,HIGH,70,200,300,,G
TVL,038-53-38.0000N,119-59-43.2000W,"ALL/ /0700-1600",18/36,8541,100,ASPH-E,MED,70,125,210,,G
NLC,036-19-59.2600N,119-57-07.7800W,ALL/SAT-SUN/1800-0200Z++,14R/32L,13501,200,CONC,HIGH,,,,,
NLC,036-19-59.2600N,119-57-07.7800W,ALL/MON-FRI/1600-0800Z++,14R/32L,13501,200,CONC,HIGH,,,,,
NLC,036-19-59.2600N,119-57-07.7800W,ALL/SAT-SUN/1800-0200Z++,14L/32R,13502,200,CONC,HIGH,,,,,
NLC,036-19-59.2600N,119-57-07.7800W,ALL/MON-FRI/1600-0800Z++,14L/32R,13502,200,CONC,HIGH,,,,,
LHM,038-54-33.0000N,121-21-04.8000W,"ALL/MON-FRI/0630 - 1500",H1,60,60,CONC,PERI,,,,,
LHM,038-54-33.0000N,121-21-04.8000W,"ALL/MON-FRI/0630 - 1500",15/33,6001,100,ASPH-G,MED,30,60,,,G
LVK,037-41-36.2000N,121-49-13.3000W,ALL/SAT-SUN/0700-1100,H1,24,22,ASPH-G,,,,,,
LVK,037-41-36.2000N,121-49-13.3000W,ALL/MON-FRI/0730-1700,H1,24,22,ASPH-G,,,,,,
LVK,037-41-36.2000N,121-49-13.3000W,ALL/SAT-SUN/0700-1100,07R/25L,2699,75,ASPH-E,MED,12,,,,G
LVK,037-41-36.2000N,121-49-13.3000W,ALL/MON-FRI/0730-1700,07R/25L,2699,75,ASPH-E,MED,12,,,,G
LVK,037-41-36.2000N,121-49-13.3000W,ALL/SAT-SUN/0700-1100,07L/25R,5253,100,ASPH-E,HIGH,45,90,,,G
LVK,037-41-36.2000N,121-49-13.3000W,ALL/MON-FRI/0730-1700,07L/25R,5253,100,ASPH-E,HIGH,45,90,,,G
LGB,033-49-04.5500N,118-09-06.8100W,ALL/ALL/ALL,08L/26R,6192,150,ASPH-E,MED,30,70,110,,G
LGB,033-49-04.5500N,118-09-06.8100W,ALL/ALL/ALL,08R/26L,3918,100,ASPH-G,HIGH,30,75,,,G
LGB,033-49-04.5500N,118-09-06.8100W,ALL/ALL/ALL,12/30,10000,200,ASPH-G,HIGH,30,200,300,,G
LGB,033-49-04.5500N,118-09-06.8100W,ALL/ALL/ALL,H2,20,20,ASPH-G,,,,,,G
LGB,033-49-04.5500N,118-09-06.8100W,ALL/ALL/ALL,H3,300,35,ASPH-G,,,,,,G
LGB,033-49-04.5500N,118-09-06.8100W,ALL/ALL/ALL,H4,20,20,ASPH-G,,,,,,G
LGB,033-49-04.5500N,118-09-06.8100W,ALL/ALL/ALL,H5,20,20,ASPH-G,,,,,,G
SLI,033-47-24.1100N,118-03-05.1100W,ALL/FRI-MON/1400-2300Z++,04R/22L,7999,200,ASPH-CONC,HIGH,,,,,
SLI,033-47-24.1100N,118-03-05.1100W,ALL/TUE-THU/1400-0600Z++,04R/22L,7999,200,ASPH-CONC,HIGH,,,,,
SLI,033-47-24.1100N,118-03-05.1100W,ALL/FRI-MON/1400-2300Z++,04L/22R,5901,150,PEM,MED,,,,,
SLI,033-47-24.1100N,118-03-05.1100W,ALL/TUE-THU/1400-0600Z++,04L/22R,5901,150,PEM,MED,,,,,
LAX,033-56-32.9900N,118-24-28.9700W,ALL/ALL/ALL,07R/25L,11095,200,ASPH-CONC-G,HIGH,175,225,400,900,G
LAX,033-56-32.9900N,118-24-28.9700W,ALL/ALL/ALL,06L/24R,8926,150,ASPH-CONC-G,HIGH,175,225,400,900,G
LAX,033-56-32.9900N,118-24-28.9700W,ALL/ALL/ALL,06R/24L,10885,150,CONC-G,HIGH,175,225,400,900,G
LAX,033-56-32.9900N,118-24-28.9700W,ALL/ALL/ALL,07L/25R,12923,150,CONC-G,HIGH,175,225,400,900,G
RIV,033-52-55.0000N,117-15-32.4600W,ALL/ALL/0700-2300,14/32,13302,200,CONC-G,HIGH,,,,,G
RIV,033-52-55.0000N,117-15-32.4600W,ALL/ALL/0700-2300,12/30,3061,100,ASPH-P,,,,,,
MCC,038-40-03.5000N,121-24-02.2000W,ALL/ALL/ALL,H4,57,57,CONC,,,,,,
MCC,038-40-03.5000N,121-24-02.2000W,ALL/ALL/ALL,H3,57,57,ASPH,,,,,,
MCC,038-40-03.5000N,121-24-02.2000W,ALL/ALL/ALL,H2,57,57,CONC,,,,,,
MCC,038-40-03.5000N,121-24-02.2000W,ALL/ALL/ALL,H1,57,57,CONC,,,,,,
MCC,038-40-03.5000N,121-24-02.2000W,ALL/ALL/ALL,16/34,10599,150,CONC-G,HIGH,155,300,500,,G
CRQ,033-07-41.7000N,117-16-48.3000W,ALL/ALL/0700-2200,06/24,4897,150,ASPH-G,HIGH,60,80,110,,G
CRQ,033-07-41.7000N,117-16-48.3000W,ALL/ALL/0700-2200,H1,40,50,CONC-G,HIGH,,,,,G
BFL,035-26-01.9000N,119-03-27.6000W,ALL/ALL/ALL,12L/30R,10849,150,ASPH-G,HIGH,96,155,260,654,G
BFL,035-26-01.9000N,119-03-27.6000W,ALL/ALL/ALL,12R/30L,7700,100,ASPH-E,MED,18,,,,G
MCE,037-17-05.1000N,120-30-50.1000W,ALL/ALL/0600-1800,12/30,5914,150,ASPH-G,HIGH,30,100,155,,G
OAK,037-43-16.5400N,122-13-16.1400W,ALL/ALL/ALL,10L/28R,5457,150,ASPH-G,HIGH,75,210,500,900,G
OAK,037-43-16.5400N,122-13-16.1400W,ALL/ALL/ALL,15/33,3376,75,ASPH-G,MED,12,65,100,,G
OAK,037-43-16.5400N,122-13-16.1400W,ALL/ALL/ALL,12/30,10520,150,ASPH-G,HIGH,75,210,500,900,G
OAK,037-43-16.5400N,122-13-16.1400W,ALL/ALL/ALL,10R/28L,6213,150,ASPH-G,HIGH,75,210,500,900,G
MOD,037-37-32.9700N,120-57-15.9500W,"ALL/MON-FRI/0800 -1630",10R/28L,3464,100,ASPH-G,MED,30,,,,G
MOD,037-37-32.9700N,120-57-15.9500W,"ALL/MON-FRI/0800 -1630",10L/28R,5904,150,ASPH-G,HIGH,60,200,400,,G
NUQ,037-24-58.1200N,122-02-56.8700W,ALL/ALL/ALL,14R/32L,8121,200,ASPH,HIGH,,,,,G
NUQ,037-24-58.1200N,122-02-56.8700W,ALL/ALL/ALL,14L/32R,9197,200,CONC,HIGH,,,,,G
MRY,036-35-13.0300N,121-50-34.0200W,ALL/ALL/ALL,10R/28L,7175,150,ASPH-G,HIGH,100,160,300,,G
MRY,036-35-13.0300N,121-50-34.0200W,ALL/ALL/ALL,10L/28R,3503,60,ASPH-F,MED,12,,,,G
APC,038-12-47.4800N,122-16-50.4700W,ALL/ALL/0700-2000,06/24,5008,150,CONC-F,MED,60,76,120,,G
APC,038-12-47.4800N,122-16-50.4700W,ALL/ALL/0700-2000,01L/19R,5930,150,ASPH-G,MED,102,134,120,,G
APC,038-12-47.4800N,122-16-50.4700W,ALL/ALL/0700-2000,01R/19L,2510,75,ASPH-G,,13,,,,G
EED,034-45-58.8500N,114-37-23.8100W,UNATNDD,02/20,4235,100,ASPH-F,MED,16,32,,,F
EED,034-45-58.8500N,114-37-23.8100W,UNATNDD,11/29,5005,100,ASPH-P,MED,16,32,,,F
SJC,037-21-46.7800N,121-55-43.0300W,ALL/ALL/ALL,12R/30L,11000,150,CONC-G,HIGH,220,250,605,875,G
SJC,037-21-46.7800N,121-55-43.0300W,ALL/ALL/ALL,12L/30R,11000,150,CONC-G,HIGH,220,250,605,,G
ONT,034-03-21.6500N,117-36-04.2800W,ALL/ALL/ALL,08L/26R,12197,150,CONC-G,HIGH,30,200,560,850,G
ONT,034-03-21.6500N,117-36-04.2800W,ALL/ALL/ALL,08R/26L,10200,150,CONC-G,HIGH,30,200,560,850,G
OXR,034-12-02.9000N,119-12-26.0200W,ALL/ALL/0500-0030,07/25,5953,100,ASPH-F,MED,91,126,174,117,F
PMD,034-37-45.8000N,118-05-04.3900W,ALL/ALL/1330-0600Z++,072/252,6000,75,CONC-E,,,,,,
PMD,034-37-45.8000N,118-05-04.3900W,ALL/ALL/1330-0600Z++,07/25,12002,200,CONC-G,HIGH,,,,,G
PMD,034-37-45.8000N,118-05-04.3900W,ALL/ALL/1330-0600Z++,04/22,12001,150,CONC-G,HIGH,,,,,G
PSP,033-49-46.8000N,116-30-24.1000W,ALL/ALL/ALL,13R/31L,10000,150,ASPH-G,HIGH,105,200,330,800,G
PSP,033-49-46.8000N,116-30-24.1000W,ALL/ALL/ALL,13L/31R,4952,75,ASPH-G,MED,12,60,,,G
PRB,035-40-22.4000N,120-37-37.5000W,ALL/ALL/0700-1800,13/31,4701,100,ASPH-G,MED,30,50,90,,G
PRB,035-40-22.4000N,120-37-37.5000W,ALL/ALL/0700-1800,01/19,6008,150,ASPH-G,HIGH,60,106,150,,G
PRB,035-40-22.4000N,120-37-37.5000W,ALL/ALL/0700-1800,H1,100,100,ASPH-E,PERI,,,,,G
PVF,038-43-27.2200N,120-45-11.9100W,ALL/ALL/0800-1700,H1,50,50,CONC,,,,,,G
PVF,038-43-27.2200N,120-45-11.9100W,ALL/ALL/0800-1700,05/23,3914,76,ASPH-G,MED,26,,,,F
PTV,036-01-46.5000N,119-03-45.8000W,MAY-OCT/ALL/0700-1900,12/30,5960,150,ASPH-G,HIGH,30,70,110,,F
PTV,036-01-46.5000N,119-03-45.8000W,NOV-APR/ALL/0800-1700,12/30,5960,150,ASPH-G,HIGH,30,70,110,,F
RBL,040-09-01.1000N,122-15-07.9000W,ALL/ALL/0700-DUSK,15/33,5431,100,ASPH-E,MED,30,65,,,G
RDD,040-30-32.3000N,122-17-36.2000W,ALL/ALL/ALL,12/30,5067,150,ASPH-G,MED,60,72,110,,G
RDD,040-30-32.3000N,122-17-36.2000W,ALL/ALL/ALL,16/34,7003,150,ASPH-G,HIGH,98,128,195,,G
O32,036-40-15.6000N,119-27-03.7000W,ALL/MON-FRI/0800-1530,16/34,3300,60,ASPH-E,MED,12,,,,G
FOT,040-33-14.1900N,124-07-57.5600W,UNATNDD,11/29,4004,100,ASPH-G,MED,30,,,,F
SAC,038-30-46.3000N,121-29-35.8800W,ALL/ALL/0800-1600,02/20,5503,150,ASPH-G,MED,60,130,210,,G
SAC,038-30-46.3000N,121-29-35.8800W,ALL/ALL/0800-1600,H1,60,60,ASPH-G,PERI,,,,,
SAC,038-30-46.3000N,121-29-35.8800W,ALL/ALL/0800-1600,12/30,3837,100,ASPH-G,MED,30,43,67,,G
SMF,038-41-43.6000N,121-35-26.8000W,ALL/ALL/ALL,17R/35L,8598,150,CONC-G,HIGH,120,239,439,961,G
SMF,038-41-43.6000N,121-35-26.8000W,ALL/ALL/ALL,17L/35R,8605,150,CONC-G,HIGH,120,239,439,961,G
MHR,038-33-19.1200N,121-17-49.9600W,ALL/TUE-FRI/0300-2330,04R/22L,11301,150,ASPH-CONC-G,HIGH,160,280,500,,G
MHR,038-33-19.1200N,121-17-49.9600W,ALL/SAT/0300-2100,04R/22L,11301,150,ASPH-CONC-G,HIGH,160,280,500,,G
MHR,038-33-19.1200N,121-17-49.9600W,ALL/SUN/0500-2100,04R/22L,11301,150,ASPH-CONC-G,HIGH,160,280,500,,G
MHR,038-33-19.1200N,121-17-49.9600W,ALL/MON/0500-2330,04R/22L,11301,150,ASPH-CONC-G,HIGH,160,280,500,,G
MHR,038-33-19.1200N,121-17-49.9600W,ALL/TUE-FRI/0300-2330,04L/22R,6081,150,ASPH-G,MED,90,105,190,,G
MHR,038-33-19.1200N,121-17-49.9600W,ALL/SAT/0300-2100,04L/22R,6081,150,ASPH-G,MED,90,105,190,,G
MHR,038-33-19.1200N,121-17-49.9600W,ALL/SUN/0500-2100,04L/22R,6081,150,ASPH-G,MED,90,105,190,,G
MHR,038-33-19.1200N,121-17-49.9600W,ALL/MON/0500-2330,04L/22R,6081,150,ASPH-G,MED,90,105,190,,G
MHR,038-33-19.1200N,121-17-49.9600W,ALL/TUE-FRI/0300-2330,H2,100,100,ASPH-F,,,,,,
MHR,038-33-19.1200N,121-17-49.9600W,ALL/SAT/0300-2100,H2,100,100,ASPH-F,,,,,,
MHR,038-33-19.1200N,121-17-49.9600W,ALL/SUN/0500-2100,H2,100,100,ASPH-F,,,,,,
MHR,038-33-19.1200N,121-17-49.9600W,ALL/MON/0500-2330,H2,100,100,ASPH-F,,,,,,
MHR,038-33-19.1200N,121-17-49.9600W,ALL/TUE-FRI/0300-2330,H1,30,30,ASPH-F,,,,,,
MHR,038-33-19.1200N,121-17-49.9600W,ALL/SAT/0300-2100,H1,30,30,ASPH-F,,,,,,
MHR,038-33-19.1200N,121-17-49.9600W,ALL/SUN/0500-2100,H1,30,30,ASPH-F,,,,,,
MHR,038-33-19.1200N,121-17-49.9600W,ALL/MON/0500-2330,H1,30,30,ASPH-F,,,,,,
SNS,036-39-46.0300N,121-36-22.9200W,ALL/ALL/ALL,13/31,4825,150,ASPH-G,HIGH,65,100,170,,G
SNS,036-39-46.0300N,121-36-22.9200W,ALL/ALL/ALL,H1,90,90,ASPH-CONC,FLD,,,,,
SNS,036-39-46.0300N,121-36-22.9200W,ALL/ALL/ALL,08/26,6004,150,ASPH-G,MED,25,32,62,,G
SBD,034-05-43.3000N,117-14-05.6000W,ALL/MON-SUN/0700-2100,06/24,10000,200,CONC-E,HIGH,97,265,890,960,G
SAN,032-44-00.8300N,117-11-22.7900W,ALL/ALL/ALL,09/27,9401,200,ASPH-CONC-E,HIGH,100,150,250,720,G
SFO,037-37-07.7000N,122-22-31.5000W,ALL/ALL/ALL,10L/28R,11870,200,ASPH-G,HIGH,75,200,400,877,G
SFO,037-37-07.7000N,122-22-31.5000W,ALL/ALL/ALL,01R/19L,8650,200,ASPH-G,HIGH,75,200,400,877,G
SFO,037-37-07.7000N,122-22-31.5000W,ALL/ALL/ALL,01L/19R,7650,200,ASPH-G,HIGH,75,200,400,877,G
SFO,037-37-07.7000N,122-22-31.5000W,ALL/ALL/ALL,10R/28L,11381,200,ASPH-G,HIGH,75,200,400,877,G
EMT,034-05-09.6300N,118-02-05.4400W,ALL/ALL/ALL,01/19,3995,75,ASPH-G,MED,12,,,,G
SBP,035-14-14.2000N,120-38-33.4000W,ALL/ALL/0600-1700,11/29,6101,150,ASPH-G,HIGH,112,147,,,G
SBP,035-14-14.2000N,120-38-33.4000W,ALL/ALL/0600-1700,07/25,2500,100,ASPH-G,,12,12,,,G
SBA,034-25-34.2900N,119-50-29.3700W,ALL/ALL/0600-2300,15L/33R,4180,75,ASPH-G,,35,41,63,,G
SBA,034-25-34.2900N,119-50-29.3700W,ALL/ALL/0600-2300,07/25,6052,150,ASPH-G,HIGH,110,160,245,,G
SBA,034-25-34.2900N,119-50-29.3700W,ALL/ALL/0600-2300,15R/33L,4184,100,ASPH-G,MED,48,63,100,,G
SMX,034-53-59.8000N,120-27-29.1000W,ALL/ALL/0600-2200,02/20,5199,75,ASPH-G,,70,90,150,,G
SMX,034-53-59.8000N,120-27-29.1000W,ALL/ALL/0600-2200,12/30,8004,150,ASPH-G,HIGH,75,181,400,,G
MIT,035-30-26.9200N,119-11-31.6700W,ALL/MON-FRI/0800-1700,17/35,2972,100,CONC-G,,25,30,,,G
MIT,035-30-26.9200N,119-11-31.6700W,ALL/MON-FRI/0800-1700,12/30,4501,100,ASPH-G,MED,22,,,,G
MIT,035-30-26.9200N,119-11-31.6700W,ALL/MON-FRI/0800-1700,08/26,3680,60,ASPH-G,,125,,,,G
SIY,041-46-53.2000N,122-28-05.2000W,ALL/ALL/0800-1700,17/35,7490,150,ASPH-G,MED,60,180,270,,G
SCK,037-53-39.8800N,121-14-19.4600W,ALL/ALL/ALL,H1,70,70,CONC-G,,45,55,,,
SCK,037-53-39.8800N,121-14-19.4600W,ALL/ALL/ALL,11R/29L,4448,75,ASPH-G,,12,,,,G
SCK,037-53-39.8800N,121-14-19.4600W,ALL/ALL/ALL,11L/29R,10249,150,ASPH-G,HIGH,40,150,360,650,G
TRK,039-19-12.2000N,120-08-22.5000W,ALL/ALL/0700-2130,11/29,7001,100,ASPH-G,MED,50,80,,,G
TRK,039-19-12.2000N,120-08-22.5000W,ALL/ALL/0700-2130,02/20,4654,75,ASPH-G,MED,35,50,,,G
UKI,039-07-33.4000N,123-12-03.1000W,MAY/SAT-SUN/0930-1930,15/33,4423,150,ASPH-E,MED,28,,,,G
UKI,039-07-33.4000N,123-12-03.1000W,MAY/MON-FRI/0800-1930,15/33,4423,150,ASPH-E,MED,28,,,,G
UKI,039-07-33.4000N,123-12-03.1000W,DEC-APR/ALL/0800-1730,15/33,4423,150,ASPH-E,MED,28,,,,G
UKI,039-07-33.4000N,123-12-03.1000W,NOV/ALL/0800-1800,15/33,4423,150,ASPH-E,MED,28,,,,G
UKI,039-07-33.4000N,123-12-03.1000W,OCT/ALL/0800-1930,15/33,4423,150,ASPH-E,MED,28,,,,G
UKI,039-07-33.4000N,123-12-03.1000W,SEP/SAT-SUN/0930-2000,15/33,4423,150,ASPH-E,MED,28,,,,G
UKI,039-07-33.4000N,123-12-03.1000W,SEP/MON-FRI/0800-2000,15/33,4423,150,ASPH-E,MED,28,,,,G
UKI,039-07-33.4000N,123-12-03.1000W,JUL-AUG/SAT-SUN/1000-2030,15/33,4423,150,ASPH-E,MED,28,,,,G
UKI,039-07-33.4000N,123-12-03.1000W,JUL-AUG/MON-FRI/0800-2030,15/33,4423,150,ASPH-E,MED,28,,,,G
UKI,039-07-33.4000N,123-12-03.1000W,JUN/SAT-SUN/0930-2000,15/33,4423,150,ASPH-E,MED,28,,,,G
UKI,039-07-33.4000N,123-12-03.1000W,JUN/MON-FRI/0800-2000,15/33,4423,150,ASPH-E,MED,28,,,,G
VNY,034-12-35.3000N,118-29-23.9000W,ALL/ALL/ALL,16L/34R,4013,75,ASPH-G,MED,14,,,,F
VNY,034-12-35.3000N,118-29-23.9000W,ALL/ALL/ALL,16R/34L,8001,150,ASPH-G,HIGH,90,120,210,,G
WVI,036-56-08.6400N,121-47-22.7000W,ALL/ALL/0900-1700,02/20,4502,149,ASPH-E,MED,81,96,167,,G
WVI,036-56-08.6400N,121-47-22.7000W,ALL/ALL/0900-1700,09/27,3998,98,ASPH-F,,45,65,,,F
WHP,034-15-33.5700N,118-24-48.3600W,ALL/ALL/ALL,12/30,4120,75,ASPH-G,MED,12,,,,G
TOA,033-48-12.1800N,118-20-22.5900W,ALL/ALL/0600-2200,H1,110,110,ASPH-G,PERI,,,,,
TOA,033-48-12.1800N,118-20-22.5900W,ALL/ALL/0600-2200,11R/29L,3000,75,ASPH-CONC-F,MED,28,,,,F
TOA,033-48-12.1800N,118-20-22.5900W,ALL/ALL/0600-2200,11L/29R,5001,150,ASPH-CONC-F,MED,30,50,90,,F
ASE,039-13-18.8000N,106-52-05.6000W,ALL/ALL/0700-2300,15/33,8006,100,ASPH-G,MED,80,100,160,,G
ASE,039-13-18.8000N,106-52-05.6000W,ALL/ALL/0700-2300,00X,0,0,,,,,,,
APA,039-34-12.4300N,104-50-57.4600W,ALL/ALL/ALL,17L/35R,10001,100,ASPH-G,MED,56,75,,,G
APA,039-34-12.4300N,104-50-57.4600W,ALL/ALL/ALL,10/28,4800,75,ASPH-G,MED,12,,,,G
APA,039-34-12.4300N,104-50-57.4600W,ALL/ALL/ALL,H1,50,50,CONC-G,PERI,,,,,
APA,039-34-12.4300N,104-50-57.4600W,ALL/ALL/ALL,17R/35L,7001,75,ASPH-G,MED,30,,,,G
COS,038-48-20.9400N,104-42-02.8000W,ALL/ALL/ALL,17R/35L,11022,150,ASPH-G,HIGH,120,250,550,1120,G
COS,038-48-20.9400N,104-42-02.8000W,ALL/ALL/ALL,17L/35R,13500,150,CONC-G,HIGH,120,250,550,1120,G
COS,038-48-20.9400N,104-42-02.8000W,ALL/ALL/ALL,13/31,8270,150,ASPH-G,MED,120,171,279,691,G
CEZ,037-18-10.8100N,108-37-40.9600W,ALL/ALL/DAWN-DUSK,03/21,7205,100,ASPH-G,MED,40,56,,,G
DRO,037-09-05.5000N,107-45-13.6000W,ALL/ALL/0400-2400,03/21,9201,150,ASPH-G,HIGH,95,150,210,,G
EGE,039-38-33.9000N,106-54-57.4000W,DEC-MAR/ALL/0700-2300,25X,0,0,,,,,,,
EGE,039-38-33.9000N,106-54-57.4000W,APR-NOV/ALL/0700-1900,25X,0,0,,,,,,,
EGE,039-38-33.9000N,106-54-57.4000W,DEC-MAR/ALL/0700-2300,07/25,9000,150,ASPH-E,HIGH,75,140,255,,G
EGE,039-38-33.9000N,106-54-57.4000W,APR-NOV/ALL/0700-1900,07/25,9000,150,ASPH-E,HIGH,75,140,255,,G
FMM,040-20-07.6000N,103-48-15.0000W,ALL/MON-SAT/0800-1700,17/35,5216,80,TURF-DIRT-F,,,,,,
FMM,040-20-07.6000N,103-48-15.0000W,ALL/MON-SAT/0800-1700,08/26,2468,100,TURF-F,,,,,,
FMM,040-20-07.6000N,103-48-15.0000W,ALL/MON-SAT/0800-1700,14/32,5731,75,ASPH-G,MED,30,,,,G
1V6,038-25-42.8200N,105-06-24.6800W,ALL/ALL/0800-1700,11/29,5399,75,ASPH-G,MED,26,26,,,F
1V6,038-25-42.8200N,105-06-24.6800W,ALL/ALL/0800-1700,17/35,1800,35,TURF-GRVL-P,,,,,,
GNB,040-05-24.2000N,105-54-59.9000W,UNATNDD,09/27,5001,75,ASPH-F,LOW,15,15,,,P
GJT,039-07-20.7000N,108-31-36.3000W,ALL/ALL/0530-0000L,04/22,5501,75,ASPH-G,MED,26,26,,,F
GJT,039-07-20.7000N,108-31-36.3000W,ALL/ALL/0530-0000L,11/29,10503,150,ASPH-E,HIGH,110,180,260,,F
MVI,037-31-43.4100N,106-02-45.2300W,ALL/SAT-SUN/ON-CALL,02/20,5902,60,ASPH-F,MED,12,,,,F
MVI,037-31-43.4100N,106-02-45.2300W,ALL/MON-FRI/0800-1700,02/20,5902,60,ASPH-F,MED,12,,,,F
MVI,037-31-43.4100N,106-02-45.2300W,ALL/SAT-SUN/ON-CALL,10/28,2100,50,DIRT-P,,,,,,P
MVI,037-31-43.4100N,106-02-45.2300W,ALL/MON-FRI/0800-1700,10/28,2100,50,DIRT-P,,,,,,P
MVI,037-31-43.4100N,106-02-45.2300W,ALL/SAT-SUN/ON-CALL,16/34,2300,30,DIRT-F,,,,,,P
MVI,037-31-43.4100N,106-02-45.2300W,ALL/MON-FRI/0800-1700,16/34,2300,30,DIRT-F,,,,,,P
MTJ,038-30-35.3000N,107-53-39.3000W,DEC16-MAR31/ALL/0500-2100,13/31,7510,100,ASPH-G,HIGH,65,90,150,,G
MTJ,038-30-35.3000N,107-53-39.3000W,APR1-DEC15/ALL/0530-2100,13/31,7510,100,ASPH-G,HIGH,65,90,150,,G
MTJ,038-30-35.3000N,107-53-39.3000W,DEC16-MAR31/ALL/0500-2100,17/35,10000,150,ASPH-G,HIGH,75,190,265,,G
MTJ,038-30-35.3000N,107-53-39.3000W,APR1-DEC15/ALL/0530-2100,17/35,10000,150,ASPH-G,HIGH,75,190,265,,G
FNL,040-27-06.5400N,105-00-40.7700W,ALL/ALL/ALL,06/24,2189,40,ASPH-G,,,,,,G
FNL,040-27-06.5400N,105-00-40.7700W,ALL/ALL/ALL,15/33,8500,100,ASPH-G,HIGH,50,65,130,,G
PUB,038-17-23.8100N,104-29-52.9000W,ALL/ALL/0500-2200,08R/26L,10498,150,ASPH-G,HIGH,75,170,250,,G
PUB,038-17-23.8100N,104-29-52.9000W,ALL/ALL/0500-2200,17/35,8310,150,ASPH-G,MED,93,110,170,,G
PUB,038-17-23.8100N,104-29-52.9000W,ALL/ALL/0500-2200,08L/26R,4690,75,ASPH-G,MED,20,,,,G
RIL,039-31-35.7800N,107-43-40.7500W,ALL/ALL/ALL,08/26,7000,100,ASPH-G,HIGH,90,200,250,,G
BJC,039-54-31.7000N,105-07-01.9000W,ALL/ALL/ALL,03/21,3600,75,ASPH-F,MED,40,45,65,,F
BJC,039-54-31.7000N,105-07-01.9000W,ALL/ALL/ALL,12L/30R,9000,100,ASPH-G,HIGH,65,105,150,,F
BJC,039-54-31.7000N,105-07-01.9000W,ALL/ALL/ALL,12R/30L,7002,75,ASPH-G,MED,47,61,,,F
ALS,037-26-06.4500N,105-52-04.3500W,ALL/ALL/0800-1930,02/20,8521,100,ASPH-G,HIGH,52,70,,,F
SBS,040-30-58.5400N,106-51-58.6900W,NOV-APR/ALL/0700-1700,14/32,4452,100,ASPH-G,HIGH,50,60,,,F
SBS,040-30-58.5400N,106-51-58.6900W,MAY-OCT/ALL/0700-1700,14/32,4452,100,ASPH-G,HIGH,50,60,,,F
HDN,040-28-52.3000N,107-13-03.6000W,ALL/ALL/0600-2000,10/28,10000,150,ASPH-G,HIGH,75,170,260,,G
BDL,041-56-20.5200N,072-41-03.5400W,ALL/ALL/ALL,06/24,9510,200,ASPH-E,HIGH,200,200,350,710,G
BDL,041-56-20.5200N,072-41-03.5400W,ALL/ALL/ALL,15/33,6847,150,ASPH-E,HIGH,200,200,350,,G
BDR,041-09-48.5300N,073-07-34.2300W,ALL/ALL/0600-2400,06/24,4677,100,ASPH-E,HIGH,57,80,,,G
