Dep_Airport_ID,Schedules,Facility_Type,Wind_Indicator,Runway_ID,Length,Width,Surface_Type_Condition,Edge_Light_Intensity,WBC_Single,WBC_Dual,WBC_Two_Dual,WBC_Tandem_Two_Dual,Base_Marking_Condition
AVL,ALL/ALL/ALL,AIRPORT,Y-L,17/35,8002,150,ASPH-E,HIGH,120,219,404,837,G
GSO,ALL/ALL/ALL,AIRPORT,Y-L,14/32,6380,150,ASPH-F,HIGH,120,218,352,,G
GSO,ALL/ALL/ALL,AIRPORT,Y-L,05L/23R,9000,150,ASPH-F,HIGH,120,250,550,1120,G
GSO,ALL/ALL/ALL,AIRPORT,Y-L,05R/23L,10001,150,ASPH-G,HIGH,120,250,550,1051,G
MQI,ALL/ALL/0800-1900,AIRPORT,Y-L,17/35,3303,75,ASPH-G,MED,20,,,,G
MQI,ALL/ALL/0800-1900,AIRPORT,Y-L,05/23,4306,100,ASPH-E,MED,48,,,,G
EQY,ALL/ALL/0700-1900,AIRPORT,Y-L,05/23,7001,100,ASPH-E,HIGH,35,68,,,G
14A,"ALL/MON - FRI/0800-1700",AIRPORT,Y,14/32,3147,40,ASPH-G,MED,8,,,,G
14A,"ALL/SAT - SUN/1000-1600",AIRPORT,Y,14/32,3147,40,ASPH-G,MED,8,,,,G
SOP,ALL/ALL/0800-2000,AIRPORT,Y-L,05/23,6503,150,ASPH-G,HIGH,100,162,,,G
SVH,ALL/MON-FRI/0600-2100,AIRPORT,Y-L,10/28,7003,100,ASPH-E,HIGH,30,100,,,G
SVH,ALL/SAT-SUN/0800-2100,AIRPORT,Y-L,10/28,7003,100,ASPH-E,HIGH,30,100,,,G
BIS,ALL/ALL/ALL,AIRPORT,Y-L,03/21,6600,100,ASPH-G,HIGH,130,180,340,,G
BIS,ALL/ALL/ALL,AIRPORT,Y-L,13/31,8794,150,ASPH-CONC-G,HIGH,130,180,340,,G
DIK,ALL/ALL/0700-1600,AIRPORT,Y-L,07/25,4700,75,ASPH-G,MED,16,20,,,F
DIK,ALL/ALL/0700-1600,AIRPORT,Y-L,14/32,7301,150,CONC-E,HIGH,60,90,90,,G
FAR,ALL/ALL/ALL,AIRPORT,Y-L,18/36,9001,150,CONC-G,HIGH,100,200,400,,G
FAR,ALL/ALL/ALL,AIRPORT,Y-L,13/31,3801,75,CONC-G,MED,26,35,,,G
FAR,ALL/ALL/ALL,AIRPORT,Y-L,09/27,6302,100,CONC-G,MED,60,100,,,G
JMS,ALL/MON-FRI/0800-1700,AIRPORT,Y-L,04/22,5750,75,ASPH-F,MED,85,103,162,,G
JMS,ALL/MON-FRI/0800-1700,AIRPORT,Y-L,13/31,6502,100,ASPH-G,HIGH,130,160,250,,G
S25,ALL/MON-FRI/0800-1700,AIRPORT,Y-L,12/30,6550,75,CONC-E,MED,78,98,186,,G
XWA,ALL/ALL/0700-1900,AIRPORT,Y-L,04/22,4502,75,CONC-E,MED,12,,,,G
XWA,ALL/ALL/0700-1900,AIRPORT,Y-L,14/32,7503,150,CONC-E,HIGH,120,195,339,,G
UNI,ALL/ALL/ALL,AIRPORT,Y-L,07/25,5600,100,ASPH-G,MED,56,82,,,F
LUK,ALL/ALL/ALL,AIRPORT,Y-L,03L/21R,3801,100,ASPH-F,MED,11,,,,F
LUK,ALL/ALL/ALL,AIRPORT,Y-L,03R/21L,6101,150,ASPH-E,HIGH,60,70,140,,G
LUK,ALL/ALL/ALL,AIRPORT,Y-L,07/25,5127,100,ASPH-F,MED,11,20,55,,F
TOL,ALL/ALL/ALL,AIRPORT,Y-L,16/34,5599,150,ASPH-G,MED,100,174,300,,G
TOL,ALL/ALL/ALL,AIRPORT,Y-L,07/25,10600,150,ASPH-G,HIGH,100,174,300,550,G
ADH,ALL/SUN/1200-1700,AIRPORT,Y-L,13/31,2717,50,ASPH-CONC-P,,50,171,280,,F
ADH,ALL/MON-SAT/0800-1700,AIRPORT,Y-L,13/31,2717,50,ASPH-CONC-P,,50,171,280,,F
ADH,ALL/SUN/1200-1700,AIRPORT,Y-L,18/36,6203,100,ASPH-G,MED,50,140,224,,G
ADH,ALL/MON-SAT/0800-1700,AIRPORT,Y-L,18/36,6203,100,ASPH-G,MED,50,140,224,,G
ADM,ALL/SAT-SUN/0700-1700,AIRPORT,Y,17/35,5404,100,ASPH-G,MED,36,,,,G
ADM,ALL/MON-FRI/0700-2300,AIRPORT,Y,17/35,5404,100,ASPH-G,MED,36,,,,G
BVO,ALL/FRI-SUN/0700-1800,AIRPORT,Y-L,17/35,6850,100,CONC-G,MED,50,100,170,,G
BVO,ALL/MON-THU/0700-1900,AIRPORT,Y-L,17/35,6850,100,CONC-G,MED,50,100,170,,G
6K4,ALL/MON-SAT/DALGT,AIRPORT,Y-L,17/35,4400,75,ASPH-CONC-G,MED,30,,,,G
OKC,ALL/ALL/ALL,AIRPORT,Y-L,13/31,7800,150,ASPH-CONC-F,MED,120,250,489,,G
OKC,ALL/ALL/ALL,AIRPORT,Y-L,17L/35R,9803,150,CONC-G,HIGH,120,250,550,,G
OKC,ALL/ALL/ALL,AIRPORT,Y-L,17R/35L,9801,150,CONC-G,HIGH,120,250,550,,G
OKC,ALL/ALL/ALL,AIRPORT,Y-L,18/36,3078,75,ASPH-G,,116,164,269,,G
RCE,ALL/MON-SAT/0730-1730,AIRPORT,Y-L,17R/35L,6014,100,CONC-G,HIGH,40,60,,,G
RCE,ALL/MON-SAT/0730-1730,AIRPORT,Y-L,17L/35R,3502,75,CONC-G,MED,17,,,,G
PNC,ALL/ALL/0700-1900,AIRPORT,Y-L,17/35,7201,100,CONC-G,HIGH,51,65,122,,G
TUL,ALL/ALL/ALL,AIRPORT,Y-L,08/26,7376,150,CONC-G,HIGH,75,200,350,,G
TUL,ALL/ALL/ALL,AIRPORT,Y-L,18L/36R,10000,150,CONC-E,HIGH,75,200,400,,G
TUL,ALL/ALL/ALL,AIRPORT,Y-L,18R/36L,6101,100,ASPH-G,HIGH,100,140,,,G
AST,ALL/ALL/0800-1700,AIRPORT,Y-L,08/26,5794,100,ASPH,MED,60,76,119,,G
AST,ALL/ALL/0800-1700,AIRPORT,Y-L,14/32,4467,100,ASPH-E,MED,60,76,119,,G
UAO,ALL/ALL/0700-2000,AIRPORT,Y-L,17/35,5003,100,ASPH-G,MED,30,45,,,G
BKE,MAY-SEPT/ALL/0800-1700,AIRPORT,Y-L,08/26,3670,140,ASPH-F,,30,,,,F
BKE,OCT-APR/ALL/0700-1600,AIRPORT,Y-L,08/26,3670,140,ASPH-F,,30,,,,F
BKE,MAY-SEPT/ALL/0800-1700,AIRPORT,Y-L,13/31,5085,100,ASPH-G,MED,50,65,,,G
BKE,OCT-APR/ALL/0700-1600,AIRPORT,Y-L,13/31,5085,100,ASPH-G,MED,50,65,,,G
BKE,MAY-SEPT/ALL/0800-1700,AIRPORT,Y-L,17/35,4359,75,ASPH-G,,30,,,,G
BKE,OCT-APR/ALL/0700-1600,AIRPORT,Y-L,17/35,4359,75,ASPH-G,,30,,,,G
BDN,ALL/MON-FRI/0730-1800,AIRPORT,Y-L,16/34,5201,75,ASPH-G,MED,30,,,,G
BDN,ALL/SAT-SUN/0800-1700,AIRPORT,Y-L,16/34,5201,75,ASPH-G,MED,30,,,,G
BNO,"ALL/MON -SAT/0800-1800",AIRPORT,Y-L,03/21,4600,60,CONC-G,MED,30,,,,G
BNO,"ALL/MON -SAT/0800-1800",AIRPORT,Y-L,12/30,5101,75,CONC-G,MED,30,50,90,,G
CVO,ALL/ALL/0800-DUSK,AIRPORT,Y-L,10/28,3100,75,ASPH-F,MED,51,65,100,,G
CVO,ALL/ALL/0800-DUSK,AIRPORT,Y-L,17/35,5900,150,ASPH-G,MED,35,73,100,,F
77S,ALL/MON-FRI/0900-1800,AIRPORT,Y-L,16/34,3102,60,ASPH-F,MED,12,,,,G
77S,ALL/SAT-SUN/1100-1600,AIRPORT,Y-L,16/34,3102,60,ASPH-F,MED,12,,,,G
EUG,ALL/ALL/ALL,AIRPORT,Y-L,16R/34L,8009,150,ASPH-G,HIGH,120,250,550,,G
EUG,ALL/ALL/ALL,AIRPORT,Y-L,16L/34R,6000,150,ASPH-G,HIGH,120,211,342,,G
4S2,MAY-OCT/ALL/0800-1800,AIRPORT,Y,07/25,3040,75,ASPH-E,MED,23,,,,G
4S2,NOV-APR/ALL/0800-1700,AIRPORT,Y,07/25,3040,75,ASPH-E,MED,23,,,,G
GCD,OCT-MAY/MON-SAT/0800-1600,AIRPORT,Y-L,17/35,5224,60,ASPH-G,MED,12,,,,F
GCD,JUN-SEP/ALL/0700-1900,AIRPORT,Y-L,17/35,5224,60,ASPH-G,MED,12,,,,F
GCD,OCT-MAY/MON-SAT/0800-1600,AIRPORT,Y-L,09/27,4100,60,ASPH-G,MED,12,,,,G
GCD,JUN-SEP/ALL/0700-1900,AIRPORT,Y-L,09/27,4100,60,ASPH-G,MED,12,,,,G
LMT,ALL/MON-FRI/0630-1700,AIRPORT,Y-L,07/25,5258,100,ASPH-G,MED,53,77,,,G
LMT,ALL/SAT-SUN/UNATNDD,AIRPORT,Y-L,07/25,5258,100,ASPH-G,MED,53,77,,,G
LMT,ALL/MON-FRI/0630-1700,AIRPORT,Y-L,14/32,10302,150,ASPH-CONC-G,HIGH,107,175,315,,G
LMT,ALL/SAT-SUN/UNATNDD,AIRPORT,Y-L,14/32,10302,150,ASPH-CONC-G,HIGH,107,175,315,,G
LGD,ALL/ALL/0800-1700,AIRPORT,Y-L,17/35,3400,75,ASPH-G,MED,45,60,100,,G
LGD,ALL/ALL/0800-1700,AIRPORT,Y-L,12/30,6261,100,ASPH-G,MED,65,90,130,,G
LKV,OCT-MAR/ALL/0700-1700,AIRPORT,Y-L,17/35,5318,100,ASPH-G,MED,74,86,,,G
LKV,APR-SEP/ALL/0900-1600,AIRPORT,Y-L,17/35,5318,100,ASPH-G,MED,74,86,,,G
MMV,ALL/ALL/1600-0100Z,AIRPORT,Y-L,17/35,4340,75,ASPH-E,,30,,,,P
MMV,ALL/ALL/1600-0100Z,AIRPORT,Y-L,04/22,5420,100,ASPH-E,HIGH,40,50,80,,G
S33,NOV-APR/ALL/0800-1700,AIRPORT,Y-L,04/22,2701,50,ASPH-F,,16,,,,F
S33,MAY-OCT/ALL/0800-1800,AIRPORT,Y-L,04/22,2701,50,ASPH-F,,16,,,,F
S33,NOV-APR/ALL/0800-1700,AIRPORT,Y-L,16/34,5091,75,ASPH-G,MED,75,120,180,,G
S33,MAY-OCT/ALL/0800-1800,AIRPORT,Y-L,16/34,5091,75,ASPH-G,MED,75,120,180,,G
MFR,ALL/ALL/0500-2400,AIRPORT,Y-L,14/32,8800,150,ASPH-G,HIGH,75,200,400,,G
ONP,ALL/ALL/0800-1700,AIRPORT,Y-L,02/20,3001,75,ASPH-G,MED,33,50,84,,G
ONP,ALL/ALL/0800-1700,AIRPORT,Y-L,16/34,5398,100,ASPH-G,HIGH,75,120,170,,G
OTH,ALL/ALL/0500-2100,AIRPORT,Y-L,05/23,5980,150,ASPH-G,HIGH,120,215,340,800,F
OTH,ALL/ALL/0500-2100,AIRPORT,Y-L,13/31,4470,150,ASPH-G,MED,120,190,305,735,G
ONO,ALL/ALL/0800-1700,AIRPORT,Y-L,15/33,5006,100,ASPH-F,MED,30,60,,,G
PDT,ALL/ALL/0600-2000,AIRPORT,Y-L,08/26,6301,150,ASPH-F,HIGH,115,132,210,,G
PDT,ALL/ALL/0600-2000,AIRPORT,Y-L,11/29,4809,100,ASPH-G,MED,70,120,122,,G
HIO,ALL/ALL/0600-2200,AIRPORT,Y-L,13R/31L,6600,150,ASPH-G,HIGH,50,70,110,,G
HIO,ALL/ALL/0600-2200,AIRPORT,Y-L,02/20,3820,75,ASPH-G,MED,54,74,139,,F
HIO,ALL/ALL/0600-2200,AIRPORT,Y-L,13L/31R,3600,60,ASPH-E,MED,28,,,,G
PDX,ALL/ALL/ALL,AIRPORT,Y-L,10R/28L,11000,150,CONC-G,HIGH,200,200,360,,G
PDX,ALL/ALL/ALL,AIRPORT,Y-L,03/21,6000,150,ASPH-E,MED,120,250,380,,G
PDX,ALL/ALL/ALL,AIRPORT,Y-L,10L/28R,9825,150,ASPH-E,HIGH,200,200,400,,G
S39,ALL/SAT-SUN/0900-1400,AIRPORT,Y-L,15/33,4053,40,ASPH-P,LOW,5,,,,G
S39,ALL/MON-FRI/0800-16:30,AIRPORT,Y-L,15/33,4053,40,ASPH-P,LOW,5,,,,G
S39,ALL/SAT-SUN/0900-1400,AIRPORT,Y-L,11/29,5405,75,ASPH-G,MED,30,,,,G
S39,ALL/MON-FRI/0800-16:30,AIRPORT,Y-L,11/29,5405,75,ASPH-G,MED,30,,,,G
RDM,ALL/ALL/0400-2000,AIRPORT,Y,05/23,7038,150,ASPH-G,HIGH,120,216,399,,G
RDM,ALL/ALL/0400-2000,AIRPORT,Y,11/29,7006,100,ASPH-G,MED,109,178,,,G
RBG,ALL/ALL/0800-1700,AIRPORT,Y,16/34,5003,100,ASPH-G,MED,42,54,88,,F
SLE,ALL/ALL/0730-DUSK,AIRPORT,Y-L,16/34,5146,100,ASPH-G,MED,39,52,,,G
SLE,ALL/ALL/0730-DUSK,AIRPORT,Y-L,13/31,5811,150,ASPH-G,HIGH,105,147,,,G
SPB,ALL/ALL/0800-DUSK,AIRPORT,Y-L,15/33,5100,100,ASPH-F,MED,30,50,90,,F
S21,"15 OCT - 14 MAY/ALL/0800-1800",AIRPORT,Y-L,18/36,5460,75,ASPH-F,MED,30,,,,G
S21,"MAY 15 - 14 OCT/ALL/0700-1900",AIRPORT,Y-L,18/36,5460,75,ASPH-F,MED,30,,,,G
DLS,ALL/ALL/0800-1700,AIRPORT,Y-L,13/31,5097,100,ASPH-G,MED,30,30,,,G
DLS,ALL/ALL/0800-1700,AIRPORT,Y-L,07/25,4647,100,ASPH-G,MED,30,30,,,F
TMK,ALL/ALL/0900-1700,AIRPORT,Y-L,01/19,2911,75,ASPH-G,MED,40,46,67,,G
TMK,ALL/ALL/0900-1700,AIRPORT,Y-L,13/31,5001,75,ASPH-G,MED,60,75,125,,G
CXY,ALL/ALL/0600-2300,AIRPORT,Y-L,08/26,5000,150,ASPH-G,HIGH,65,105,185,,G
CXY,ALL/ALL/0600-2300,AIRPORT,Y-L,12/30,3778,100,ASPH-G,MED,40,65,115,,G
PHL,ALL/ALL/ALL,AIRPORT,Y-L,09L/27R,9500,150,ASPH-G,HIGH,100,210,350,,G
PHL,ALL/ALL/ALL,AIRPORT,Y-L,09R/27L,12000,200,ASPH-G,HIGH,200,210,350,,G
PHL,ALL/ALL/ALL,AIRPORT,Y-L,17/35,6500,150,ASPH-G,HIGH,100,170,300,,G
PNE,ALL/MON-FRI/0500-0030,AIRPORT,Y-L,15/33,5000,150,ASPH-G,MED,40,55,,,G
PNE,ALL/SAT-SUN/0600-2230,AIRPORT,Y-L,15/33,5000,150,ASPH-G,MED,40,55,,,G
PNE,ALL/MON-FRI/0500-0030,AIRPORT,Y-L,06/24,7000,100,ASPH-G,HIGH,120,250,550,,G
PNE,ALL/SAT-SUN/0600-2230,AIRPORT,Y-L,06/24,7000,100,ASPH-G,HIGH,120,250,550,,G
AGC,ALL/ALL/ALL,AIRPORT,Y-L,13/31,3825,100,CONC-G,HIGH,20,22,,,G
AGC,ALL/ALL/ALL,AIRPORT,Y-L,10/28,6501,150,CONC-G,HIGH,90,120,210,,G
UNV,ALL/ALL/ALL,AIRPORT,Y-L,06/24,6701,150,ASPH-G,HIGH,50,110,,,G
AIK,ALL/ALL/0600-1800,AIRPORT,Y,07/25,5500,100,ASPH-G,MED,55,75,140,,G
AIK,ALL/ALL/0600-1800,AIRPORT,Y,01/19,3800,75,ASPH-F,,54,75,139,,G
JZI,ALL/ALL/0600-2200,AIRPORT,Y-L,04/22,4313,150,CONC-G,MED,45,56,,,G
JZI,ALL/ALL/0600-2200,AIRPORT,Y-L,09/27,5350,100,CONC-E,HIGH,60,100,,,G
CUB,ALL/ALL/0600-2200,AIRPORT,Y-L,13/31,5011,75,ASPH-F,MED,44,66,,,G
GMU,ALL/SAT-SUN/0700-2000,AIRPORT,Y-L,H2,50,50,CONC-G,PERI,20,,,,
GMU,ALL/MON-FRI/0600-2100,AIRPORT,Y-L,H2,50,50,CONC-G,PERI,20,,,,
GMU,ALL/SAT-SUN/0700-2000,AIRPORT,Y-L,H1,50,50,CONC-G,PERI,20,,,,
GMU,ALL/MON-FRI/0600-2100,AIRPORT,Y-L,H1,50,50,CONC-G,PERI,20,,,,
GMU,ALL/SAT-SUN/0700-2000,AIRPORT,Y-L,10/28,4000,80,ASPH-G,MED,43,62,,,G
GMU,ALL/MON-FRI/0600-2100,AIRPORT,Y-L,10/28,4000,80,ASPH-G,MED,43,62,,,G
GMU,ALL/SAT-SUN/0700-2000,AIRPORT,Y-L,01/19,5393,100,ASPH-E,HIGH,61,81,151,,G
GMU,ALL/MON-FRI/0600-2100,AIRPORT,Y-L,01/19,5393,100,ASPH-E,HIGH,61,81,151,,G
GYH,ALL/ALL/0600-1900,AIRPORT,Y-L,05/23,8000,150,CONC-G,HIGH,94,121,199,,G
HXD,ALL/ALL/0600-2200,AIRPORT,Y-L,03/21,5000,100,ASPH-G,MED,55,75,,,G
ABR,ALL/MON-FRI/0330-2400L,AIRPORT,Y-L,17/35,5500,100,ASPH-E,MED,63,82,139,,G
ABR,ALL/MON-FRI/0330-2400L,AIRPORT,Y-L,13/31,6901,100,CONC-G,HIGH,120,195,339,,G
HON,ALL/ALL/0700-SS,AIRPORT,Y-L,18/36,5000,75,CONC-G,MED,40,55,,,G
HON,ALL/ALL/0700-SS,AIRPORT,Y-L,12/30,7201,100,CONC-G,HIGH,75,150,280,395,G
PIR,ALL/SAT-SUN/0500-2200,AIRPORT,Y-L,13/31,6900,100,ASPH-G,HIGH,91,108,168,,G
PIR,ALL/MON-FRI/0500-2400,AIRPORT,Y-L,13/31,6900,100,ASPH-G,HIGH,91,108,168,,G
PIR,ALL/SAT-SUN/0500-2200,AIRPORT,Y-L,07/25,6880,150,ASPH-G,HIGH,91,114,180,,G
PIR,ALL/MON-FRI/0500-2400,AIRPORT,Y-L,07/25,6880,150,ASPH-G,HIGH,91,114,180,,G
RAP,ALL/ALL/ALL,AIRPORT,Y-L,14/32,8701,150,CONC-G,HIGH,140,190,300,,G
RAP,ALL/ALL/ALL,AIRPORT,Y-L,05/23,3601,75,ASPH-G,MED,12,,,,F
FSD,ALL/ALL/ALL,AIRPORT,Y-L,15/33,8000,150,CONC-G,HIGH,100,180,400,,G
FSD,ALL/ALL/ALL,AIRPORT,Y-L,03/21,9000,150,CONC-G,HIGH,200,200,444,,G
FSD,ALL/ALL/ALL,AIRPORT,Y-L,09/27,3151,75,CONC-F,MED,30,,,,G
SPF,ALL/ALL/0730-DUSK,AIRPORT,Y-L,13/31,6401,75,ASPH-G,MED,33,45,,,G
YKN,ALL/MON-FRI/0800-1700,AIRPORT,Y-L,02/20,3380,60,ASPH-E,MED,12,,,,G
YKN,ALL/MON-FRI/0800-1700,AIRPORT,Y-L,13/31,6094,100,CONC-E,HIGH,30,50,90,,G
TRI,ALL/ALL/ALL,AIRPORT,Y-L,09/27,4442,150,ASPH-F,MED,21,,,,G
TRI,ALL/ALL/ALL,AIRPORT,Y-L,05/23,8000,150,ASPH-G,HIGH,112,185,336,,G
CHA,ALL/ALL/ALL,AIRPORT,Y-L,02/20,7400,150,ASPH-G,HIGH,120,164,265,,G
CHA,ALL/ALL/ALL,AIRPORT,Y-L,15/33,5575,150,ASPH-G,MED,120,164,265,,G
RZR,ALL/ALL/0700-1800,AIRPORT,Y-L,03/21,6200,100,CONC-G,MED,20,50,65,115,G
M29,UNATNDD,AIRPORT,Y,03/21,4200,75,ASPH-G,,30,,,,G
M02,ALL/ALL/0800-1800,AIRPORT,Y-L,17/35,5001,75,ASPH-G,MED,16,26,,,G
HZD,ALL/SUN/1300-1700,AIRPORT,Y-L,01/19,5507,100,ASPH-G,MED,48,66,,,G
HZD,ALL/MON-SAT/0800-1700,AIRPORT,Y-L,01/19,5507,100,ASPH-G,MED,48,66,,,G
MKL,ALL/SAT-SUN/0700-1930,AIRPORT,Y-L,11/29,3539,100,ASPH-F,MED,27,,,,F
MKL,ALL/MON-FRI/0600-2030,AIRPORT,Y-L,11/29,3539,100,ASPH-F,MED,27,,,,F
MKL,ALL/SAT-SUN/0700-1930,AIRPORT,Y-L,02/20,6005,150,ASPH-F,HIGH,55,80,125,,F
MKL,ALL/MON-FRI/0600-2030,AIRPORT,Y-L,02/20,6005,150,ASPH-F,HIGH,55,80,125,,F
DKX,ALL/ALL/0700-2200,AIRPORT,Y-L,08/26,3499,75,ASPH-G,MED,22,,,,G
TYS,ALL/ALL/ALL,AIRPORT,Y-L,05L/23R,10000,150,CONC-G,HIGH,120,239,439,961,G
TYS,ALL/ALL/ALL,AIRPORT,Y-L,05R/23L,9000,150,ASPH-G,HIGH,75,200,270,,G
M54,"MAR - SEP/ALL/0700-1900",AIRPORT,Y-L,01/19,5000,100,ASPH-G,MED,24,37,,,G
M54,"OCT - FEB/ALL/0700-1700",AIRPORT,Y-L,01/19,5000,100,ASPH-G,MED,24,37,,,G
MNV,ALL/ALL/0900-1700,AIRPORT,Y-L,05/23,3643,75,ASPH-G,MED,22,35,,,G
BNA,ALL/ALL/ALL,AIRPORT,Y-L,02C/20C,8001,150,CONC-G,HIGH,75,209,350,,G
BNA,ALL/ALL/ALL,AIRPORT,Y-L,02L/20R,7704,150,CONC-G,HIGH,100,200,390,850,G
BNA,ALL/ALL/ALL,AIRPORT,Y-L,02R/20L,8001,150,CONC-G,HIGH,75,209,350,,G
BNA,ALL/ALL/ALL,AIRPORT,Y-L,13/31,11030,150,CONC-G,HIGH,75,175,250,875,G
JWN,ALL/ALL/ALL,AIRPORT,Y-L,02/20,6001,100,ASPH-G,MED,35,97,,,G
PHT,ALL/MON-SAT/0800-1630,AIRPORT,Y-L,02/20,5001,100,ASPH-G,MED,17,,,,G
ABI,ALL/ALL/ALL,AIRPORT,Y-L,17R/35L,7208,150,ASPH-G,HIGH,85,160,160,,G
ABI,ALL/ALL/ALL,AIRPORT,Y-L,17L/35R,7198,150,ASPH-G,HIGH,85,160,160,,G
AMA,ALL/ALL/ALL,AIRPORT,Y-L,04/22,13502,200,CONC-G,HIGH,100,200,400,,G
AMA,ALL/ALL/ALL,AIRPORT,Y-L,13/31,7901,150,CONC-G,HIGH,100,200,400,,G
AUS,ALL/ALL/ALL,AIRPORT,Y-L,18R/36L,12250,150,CONC-G,HIGH,75,210,618,913,G
AUS,ALL/ALL/ALL,AIRPORT,Y-L,18L/36R,9000,150,CONC-G,HIGH,75,210,618,913,G
BMT,ALL/ALL/0700-1900,AIRPORT,Y-L,13/31,4001,75,ASPH-E,MED,17,,,,G
BEA,UNATNDD,AIRPORT,Y-L,12/30,4553,75,ASPH-G,MED,25,,,,P
BPG,ALL/MON-FRI/0800-1700,AIRPORT,Y-L,17/35,8802,100,CONC-G,MED,60,150,200,,G
XBP,ALL/MON-FRI/0700-1600,AIRPORT,Y-L,18/36,5005,75,ASPH-G,MED,30,,,,F
CDS,ALL/ALL/0900-1700,AIRPORT,Y-L,18/36,5949,75,ASPH-G,MED,21,,,,F
CDS,ALL/ALL/0900-1700,AIRPORT,Y-L,04/22,4425,60,ASPH-P,,21,,,,P
CLL,ALL/ALL/0600-2200,AIRPORT,Y-L,11/29,5158,150,ASPH-E,MED,37,49,,,G
CLL,ALL/ALL/0600-2200,AIRPORT,Y-L,17/35,7000,146,ASPH-CONC-E,HIGH,78,94,156,,G
CRP,ALL/ALL/ALL,AIRPORT,Y-L,13/31,7510,150,ASPH-G,HIGH,150,170,245,,G
CRP,ALL/ALL/ALL,AIRPORT,Y-L,18/36,6080,150,ASPH-G,HIGH,150,170,245,,G
ADS,ALL/ALL/0600-2200,AIRPORT,Y-L,16/34,7203,100,ASPH-G,HIGH,60,120,,,G
DAL,ALL/ALL/ALL,AIRPORT,Y-L,13L/31R,7752,150,CONC-G,HIGH,100,200,350,,G
DAL,ALL/ALL/ALL,AIRPORT,Y-L,13R/31L,8800,150,CONC-G,HIGH,120,250,388,875,G
LUD,ALL/ALL/0800-1700,AIRPORT,Y-L,17/35,4200,60,ASPH-G,MED,12,17,,,F
DTO,ALL/ALL/0600-2200,AIRPORT,Y-L,18R/36L,5003,75,ASPH-E,MED,30,,,,G
DTO,ALL/ALL/0600-2200,AIRPORT,Y-L,18L/36R,7002,150,ASPH-F,MED,70,100,,,G
ELP,ALL/ALL/ALL,AIRPORT,Y-L,08L/26R,5499,75,CONC-G,MED,60,180,,,G
ELP,ALL/ALL/ALL,AIRPORT,Y-L,04/22,12020,150,ASPH-CONC-F,HIGH,100,180,350,,G
ELP,ALL/ALL/ALL,AIRPORT,Y-L,08R/26L,9025,150,ASPH-CONC-F,HIGH,100,180,350,,G
BKS,MAR-OCT/MON-FRI/0900-1600,AIRPORT,Y-L,14/32,3018,60,ASPH-E,,4,,,,G
BKS,NOV-FEB/ALL/0900-1700,AIRPORT,Y-L,14/32,3018,60,ASPH-E,,4,,,,G
BKS,MAR-OCT/MON-FRI/0900-1600,AIRPORT,Y-L,17/35,6006,75,ASPH-G,MED,52,80,,,G
BKS,NOV-FEB/ALL/0900-1700,AIRPORT,Y-L,17/35,6006,75,ASPH-G,MED,52,80,,,G
FTW,ALL/ALL/ALL,AIRPORT,Y-L,17/35,4005,75,ASPH-E,MED,12,50,,,G
FTW,ALL/ALL/ALL,AIRPORT,Y-L,16/34,7502,150,CONC-G,HIGH,80,100,190,350,G
T82,ALL/MON-FRI/0800-1700,AIRPORT,Y-L,14/32,5001,75,ASPH-G,MED,30,,,,G
GTU,ALL/ALL/0700-1900,AIRPORT,Y-L,18/36,5004,100,ASPH-G,MED,30,60,,,G
GTU,ALL/ALL/0700-1900,AIRPORT,Y-L,11/29,4099,75,ASPH-F,MED,12,,,,G
GVT,ALL/FRI-SAT/0730-1800,AIRPORT,Y-L,17/35,8030,150,ASPH-G,MED,26,,,,G
GVT,ALL/SUN-THU/0730-1700,AIRPORT,Y-L,17/35,8030,150,ASPH-G,MED,26,,,,G
EFD,ALL/ALL/ALL,AIRPORT,Y-L,17R/35L,9001,150,CONC-G,HIGH,100,190,590,800,G
EFD,ALL/ALL/ALL,AIRPORT,Y-L,17L/35R,4609,75,CONC-F,,24,63,145,300,G
EFD,ALL/ALL/ALL,AIRPORT,Y-L,04/22,8001,150,CONC-G,HIGH,100,164,300,668,G
IAH,ALL/ALL/ALL,AIRPORT,Y-L,15L/33R,12001,150,CONC-G,HIGH,100,200,400,800,G
IAH,ALL/ALL/ALL,AIRPORT,Y-L,08L/26R,9000,150,CONC-E,HIGH,75,210,409,873,G
IAH,ALL/ALL/ALL,AIRPORT,Y-L,08R/26L,9402,150,CONC-G,HIGH,75,210,498,873,G
IAH,ALL/ALL/ALL,AIRPORT,Y-L,15R/33L,10000,150,CONC-G,HIGH,75,200,400,873,G
HOU,ALL/ALL/ALL,AIRPORT,Y,13R/31L,7602,150,ASPH-G,HIGH,75,195,220,,G
HOU,ALL/ALL/ALL,AIRPORT,Y,13L/31R,5148,100,CONC-F,MED,30,45,80,,G
HOU,ALL/ALL/ALL,AIRPORT,Y,04/22,7602,150,CONC-G,HIGH,75,200,400,,G
CXO,ALL/SAT-SUN/0800-1600,AIRPORT,Y-L,01/19,5000,100,CONC-G,MED,30,75,,,G
CXO,ALL/MON-FRI/0800-1700,AIRPORT,Y-L,01/19,5000,100,CONC-G,MED,30,75,,,G
CXO,ALL/SAT-SUN/0800-1600,AIRPORT,Y-L,14/32,7501,150,CONC-G,HIGH,60,100,,,G
