,Loc Id,Facility Type,Wind Indicator,ARP Latitude DD,ARP Longitude DD,Runway Id,Surface Type Condition,Edge Light Intensity,WBC Single,WBC Dual,WBC Two Dual,WBC Tandem Two Dual,Base Marking Condition,ICAO Id,Runway Id_y
19511,77TE,AIRPORT,Y,33.0366777777778,-95.2931833333333,18/36,TURF-F,,,,,,,,1
19512,T93,AIRPORT,N,36.4408055555555,-100.123805555556,17/35,ASPH-P,,18.0,,,,,,1
19513,4TX3,AIRPORT,Y,33.6612138888889,-95.8335775,18/36,TURF,,,,,,,,1
19514,TS51,HELIPORT,Y,28.6908333333333,-96.5516333333333,H1,CONC,PERI,,,,,,,1
19515,74TX,AIRPORT,Y,29.2866241666667,-100.433689444444,15/33,TURF,,,,,,,,2
19516,74TX,AIRPORT,Y,29.2866241666667,-100.433689444444,17/35,TURF,,,,,,,,2
19517,0XA2,HELIPORT,Y-L,28.7138888888889,-100.454722222222,H1,CONC,PERI,,,,,,,1
19518,01TS,AIRPORT,,31.56525,-96.5460972222222,17/35,TURF,,,,,,,,1
19519,FST,AIRPORT,Y-L,30.91525,-102.912777777778,03/21,ASPH-F,MED,,,,,F,KFST,5
19520,FST,AIRPORT,Y-L,30.91525,-102.912777777778,07/25,TURF-P,,,,,,F,KFST,5
19521,FST,AIRPORT,Y-L,30.91525,-102.912777777778,11/29,TURF-P,,,,,,P,KFST,5
19522,FST,AIRPORT,Y-L,30.91525,-102.912777777778,12/30,ASPH-G,MED,24.0,,,,G,KFST,5
19523,FST,AIRPORT,Y-L,30.91525,-102.912777777778,16/34,TURF-P,,,,,,F,KFST,5
19524,88TS,HELIPORT,Y,32.83346,-98.0519872222222,H1,ASPH,,,,,,,,1
19525,FTW,AIRPORT,Y-L,32.8197702777778,-97.36245,17/35,ASPH-E,MED,12.0,50.0,,,G,KFTW,4
19526,FTW,AIRPORT,Y-L,32.8197702777778,-97.36245,H1,CONC-G,,,,,,G,KFTW,4
19527,FTW,AIRPORT,Y-L,32.8197702777778,-97.36245,H2,CONC-G,,,,,,F,KFTW,4
19528,FTW,AIRPORT,Y-L,32.8197702777778,-97.36245,16/34,CONC-G,HIGH,80.0,100.0,190.0,350.0,G,KFTW,4
19529,NFW,AIRPORT,Y,32.7691861111111,-97.4415347222222,18/36,CONC,HIGH,,,,,G,KNFW,2
19530,NFW,AIRPORT,Y,32.7691861111111,-97.4415347222222,176/356,CONC,,,,,,,KNFW,2
19531,FWS,AIRPORT,Y-L,32.5651336111111,-97.3084394444444,18R/36L,ASPH-G,MED,60.0,70.0,100.0,,G,KFWS,2
19532,FWS,AIRPORT,Y-L,32.5651336111111,-97.3084394444444,18L/36R,TURF-G,,,,,,F,KFWS,2
19533,TE78,AIRPORT,,29.5687,-99.9745083333333,04/22,ASPH-F,MED,,,,,,,1
19534,2XS6,AIRPORT,Y,29.7225333333333,-99.5746722222222,17/35,TURF,,,,,,,,1
19535,TT41,AIRPORT,,30.697575,-95.4813898333333,06/24,TURF,,,,,,,,1
19536,3TA0,AIRPORT,Y,30.0970222222222,-100.40455025,18/36,ASPH,LOW,,,,,,,1
19537,TS79,AIRPORT,Y,36.3240611111111,-100.396608333333,18/36,DIRT-G,,,,,,,,1
19538,9S1,AIRPORT,Y,33.3682763888889,-96.7546944444444,18/36,TURF-G,,,,,,,,1
19539,48TS,AIRPORT,Y,29.6677255555556,-98.1988991666667,05/23,TURF,,,,,,,,1
19540,JXI,AIRPORT,Y-L,32.6980319444444,-94.9488683333333,18/36,ASPH-G,MED,12.0,,,,G,KJXI,1
19541,4TE6,AIRPORT,Y,31.8388166666667,-97.7951638888889,14/32,TURF,,,,,,,,1
19542,F53,AIRPORT,Y-L,33.2153333333333,-95.2372222222222,13/31,ASPH-E,MED,12.0,,,,G,,1
19543,57TX,AIRPORT,Y,30.9403625,-95.3589555555556,18/36,TURF-E,,,,,,,,1
19544,XS72,AIRPORT,Y,30.4835386111111,-94.8335402777778,02/20,TURF,,,,,,,,1
19545,07XA,HELIPORT,,29.9064916666667,-97.214375,H1,CONC-F,,,,,,,,1
19546,XS05,AIRPORT,,33.0728277777778,-97.3983388888889,15/33,TURF,,,,,,,,1
19547,7T0,AIRPORT,Y,33.5936111111111,-97.2188888888889,17/35,TURF-G,,,,,,,,1
19548,TA66,AIRPORT,Y,29.715,-98.8591666666667,05/23,DIRT,,,,,,,,1
19549,8TX2,AIRPORT,,29.9785441666667,-100.201746666667,04/22,GRVL,,,,,,,,1
19550,2TE4,AIRPORT,Y,29.1791888888889,-96.3227361111111,17/35,TURF,,,,,,,,1
19551,0XS9,AIRPORT,Y,32.1340416666667,-95.3395833333333,17/35,TURF,,,,,,,,1
19552,37TE,AIRPORT,Y,29.3602341666667,-95.0099255555556,16/34,TURF-F,,,,,,,,2
19553,37TE,AIRPORT,Y,29.3602341666667,-95.0099255555556,17/35,TURF-F,,,,,,,,2
19554,TT06,HELIPORT,N,29.7903333333333,-99.7018527777778,H1,ASPH,,,,,,,,1
19555,TE98,HELIPORT,Y,28.8972222222222,-99.1172222222222,H1,CONC,PERI,,,,,,,1
19556,14XA,AIRPORT,Y,33.6580194444444,-96.7881583333333,14/32,TURF,,,,,,,,1
19557,55XS,AIRPORT,Y,29.1663502777778,-100.418410833333,01/19,ASPH,,,,,,,,1
19558,TS00,AIRPORT,Y,32.7881852777778,-97.1808455555556,10/28,TURF,,,,,,,,1
19559,GNC,AIRPORT,Y-L,32.6753333333333,-102.652666666667,08/26,ASPH-F,MED,12.0,,,,P,KGNC,2
19560,GNC,AIRPORT,Y-L,32.6753333333333,-102.652666666667,17/35,ASPH-G,MED,12.0,,,,F,KGNC,2
19561,GLE,AIRPORT,Y-L,33.6521944444444,-97.1972777777778,13/31,ASPH-G,,15.0,,,,P,KGLE,2
19562,GLE,AIRPORT,Y-L,33.6521944444444,-97.1972777777778,18/36,ASPH-E,MED,30.0,50.0,,,G,KGLE,2
19563,72TS,AIRPORT,Y,29.3608016666667,-96.6224730555555,17/35,GRAVEL,,,,,,,,1
19564,89TX,HELIPORT,Y,29.3080555555556,-94.7691666666667,H1,CONC,,,,,,,,1
19565,XA73,HELIPORT,Y,29.3227777777778,-94.7861111111111,H1,CONC,,,,,,,,2
19566,XA73,HELIPORT,Y,29.3227777777778,-94.7861111111111,H2,CONC,,,,,,,,2
19567,XA74,HELIPORT,Y,29.325,-94.7847222222222,H1,CONC,PERI,,,,,,,2
19568,XA74,HELIPORT,Y,29.325,-94.7847222222222,H2,CONC,PERI,,,,,,,2
19569,18XS,AIRPORT,Y,33.8000819444444,-101.033754444444,17/35,DIRT,,,,,,,,1
19570,T57,HELIPORT,Y-L,32.8869166666667,-96.6850166666667,H2,CONC-G,,,,,,,,2
19571,T57,HELIPORT,Y-L,32.8869166666667,-96.6850166666667,H1,CONC-G,PERI,,,,,G,,2
19572,UVA,AIRPORT,Y-L,29.2113333333333,-99.7435833333333,15/33,ASPH-G,MED,30.0,40.0,40.0,,G,KUVA,1
19573,96TX,AIRPORT,,29.2778277777778,-95.3518277777778,08/26,TURF-G,,,,,,,,1
19574,77XS,AIRPORT,Y,29.2918444444444,-95.3592902777778,06/24,ASPH-TURF,,,,,,,,1
19575,GOP,AIRPORT,Y,31.4209388888889,-97.7964638888889,17/35,ASPH-G,MED,12.0,,,,G,KGOP,1
19576,94R,AIRPORT,Y-L,29.2643958333333,-96.0072458333333,15/33,ASPH-DIRT-F,,,,,,,,1
19577,97TS,AIRPORT,Y,30.4802027777778,-95.5399433333333,15/33,TURF,LOW,,,,,,,1
19578,IAH,AIRPORT,Y-L,29.9844352777778,-95.3414425,15L/33R,CONC-G,HIGH,100.0,200.0,400.0,800.0,G,KIAH,5
19579,IAH,AIRPORT,Y-L,29.9844352777778,-95.3414425,08L/26R,CONC-E,HIGH,75.0,210.0,409.0,873.0,G,KIAH,5
19580,IAH,AIRPORT,Y-L,29.9844352777778,-95.3414425,08R/26L,CONC-G,HIGH,75.0,210.0,498.0,873.0,G,KIAH,5
19581,IAH,AIRPORT,Y-L,29.9844352777778,-95.3414425,09/27,CONC-G,HIGH,,210.0,560.0,,G,KIAH,5
19582,IAH,AIRPORT,Y-L,29.9844352777778,-95.3414425,15R/33L,CONC-G,HIGH,75.0,200.0,400.0,873.0,G,KIAH,5
19583,54TA,AIRPORT,Y,32.2997222222222,-96.8733333333333,15/33,TURF,,,,,,,,1
19584,GTU,AIRPORT,Y-L,30.6788055555556,-97.6793888888889,18/36,ASPH-G,MED,30.0,60.0,,,G,KGTU,2
19585,GTU,AIRPORT,Y-L,30.6788055555556,-97.6793888888889,11/29,ASPH-F,MED,12.0,,,,G,KGTU,2
19586,TE36,AIRPORT,Y,29.3919094444444,-97.1847091666667,17/35,TURF,,,,,,,,1
19587,86XS,AIRPORT,Y,32.4001213888889,-100.367047777778,16/34,TURF,,,,,,,,1
19588,56XS,HELIPORT,Y,29.6418994444444,-95.553555,H1,CONC,,,,,,,,1
19589,94XA,HELIPORT,Y,30.109925,-93.8155138888889,H1,CONC,PERI,,,,,,,1
19590,45XS,AIRPORT,Y,28.1309666666667,-98.9058333333333,10/28,ASPH-F,,,,,,,,1
19591,TE71,GLIDERPORT,Y,29.6111111111111,-96.0279,18/36,TURF,,,,,,,,1
19592,GYB,AIRPORT,Y-L,30.1692777777778,-96.9800277777778,17/35,ASPH-F,MED,12.0,,,,F,KGYB,1
19593,3XS8,AIRPORT,Y,31.1002027777778,-103.961391666667,03/21,DIRT-G,NSTD,,,,,G,,1
19594,TS57,AIRPORT,Y,29.2423277777778,-95.9806361111111,01/19,TURF,,,,,,,,1
19595,T82,AIRPORT,Y-L,30.24325,-98.9091944444445,14/32,ASPH-G,MED,30.0,,,,G,,1
19596,XS55,AIRPORT,Y,31.9293222222222,-96.9388861111111,14/32,TURF,,,,,,,,1
19597,07F,AIRPORT,Y-L,32.5288333333333,-94.97175,17/35,ASPH-G,,7.0,,,,G,,2
19598,07F,AIRPORT,Y-L,32.5288333333333,-94.97175,14/32,ASPH-P,MED,12.0,,,,G,,2
19599,2XS3,AIRPORT,N,32.0201472222222,-95.6950388888889,16/34,ASPH-P,,,,,,,,1
19600,06TA,AIRPORT,N,30.9085202777778,-97.1169363888889,N/S,GRAVEL,,,,,,,,1
19601,TS74,AIRPORT,Y,33.3626144444444,-97.2944627777778,17/35,TURF,,,,,,,,1
19602,TS13,AIRPORT,Y,31.7697777777778,-101.310836111111,07/25,TURF-G,,,,,,,,1
19603,TS11,AIRPORT,Y,33.1070597222222,-95.9299666666667,17/35,TURF,,,,,,,,1
19604,XA54,HELIPORT,Y,32.2422,-97.746,H1,CONC,PERI,,,,,,,1
19605,1XA7,AIRPORT,Y,29.7333916666667,-96.0591805555556,07/25,TURF-G,,,,,,,,3
19606,1XA7,AIRPORT,Y,29.7333916666667,-96.0591805555556,02/20,TURF-G,,,,,,,,3
19607,1XA7,AIRPORT,Y,29.7333916666667,-96.0591805555556,09/27,TURF-G,,,,,,,,3
19608,XS70,AIRPORT,,33.1405833333333,-95.0225805555555,16/34,TURF,,,,,,,,1
19609,96XA,AIRPORT,Y,31.2844444444444,-103.643888888889,13/31,DIRT,,,,,,,,1
19610,13TX,AIRPORT,,32.1533888888889,-97.5592222222222,14/32,TURF,,,,,,,,1
19611,4TS5,AIRPORT,Y,30.2219166666667,-99.4984,14/32,TURF,,,,,,,,1
19612,97TE,HELIPORT,,28.9497222222222,-95.3572222222222,H1,CONC,,,,,,,,3
19613,97TE,HELIPORT,,28.9497222222222,-95.3572222222222,H3,CONC,,,,,,,,3
19614,97TE,HELIPORT,,28.9497222222222,-95.3572222222222,H2,TURF,,,,,,,,3
19615,76TS,HELIPORT,,29.3849577777778,-95.1613197222222,H1,TURF,,,,,,,,1
19616,T37,AIRPORT,Y-L,31.4290666666667,-98.6083555555555,01/19,ASPH-E,MED,12.0,,,,G,,1
19617,NGT,AIRPORT,Y-L,28.61160825,-97.6125703611111,11/29,PEM-E,HIGH,,,,,G,KNGT,2
19618,NGT,AIRPORT,Y-L,28.61160825,-97.6125703611111,17/35,PEM-E,HIGH,,,,,G,KNGT,2
19619,20TT,AIRPORT,,30.7538805555556,-97.9616555555556,13/31,TURF,,,,,,,,1
19620,TX43,AIRPORT,,32.50986,-96.0027466666667,18/36,TURF,LOW,,,,,,,1
19621,9TS6,AIRPORT,Y,32.3788888888889,-97.1783333333333,17/35,TURF,,,,,,,,1
19622,0TE6,AIRPORT,N,32.2043041666667,-98.66561,16/34,DIRT,,,,,,,,1
19623,10TE,AIRPORT,N,29.6668972222222,-97.5002722222222,14/32,TURF,,,,,,,,1
19624,46TA,AIRPORT,Y,28.1261186111111,-98.8597436111111,01/19,TURF,,,,,,,,1
19625,XS26,HELIPORT,Y,29.7268961111111,-95.483275,H1,CONC,,,,,,,,1
19626,XS31,AIRPORT,,33.7017725,-96.8319452777778,17/35,TURF,,,,,,,,1
19627,RPH,AIRPORT,Y-L,33.1107222222222,-98.5547777777778,18/36,ASPH-F,,8.0,,,,F,KRPH,2
19628,RPH,AIRPORT,Y-L,33.1107222222222,-98.5547777777778,03/21,ASPH-F,MED,12.0,,,,F,KRPH,2
19629,GDJ,AIRPORT,Y-L,32.4430722222222,-97.8213727777778,01/19,CONC-G,MED,,,,,G,KGDJ,1
19630,GPM,AIRPORT,Y-L,32.6987777777778,-97.0469166666667,18/36,CONC-G,MED,30.0,,,,G,KGPM,2
19631,GPM,AIRPORT,Y-L,32.6987777777778,-97.0469166666667,H1,CONC-G,PERI,,,,,F,KGPM,2
19632,XA52,AIRPORT,Y,30.9235277777778,-95.2935,18/36,TURF,,,,,,,,1
19633,2G5,AIRPORT,Y,30.5893547222222,-98.3703036111111,02/20,TURF-DIRT,,,,,,,,1
19634,TT21,AIRPORT,,33.2890833333333,-97.6710416666667,16/34,TURF,,,,,,,,1
19635,2TA1,AIRPORT,N,31.3901838888889,-94.6910413888889,17/35,TURF-G,,,,,,,,1
19636,22TS,HELIPORT,Y,29.7908333333333,-95.4388888888889,H1,ROOFTOP,,,,,,,,1
19637,8F5,AIRPORT,Y,33.1480591666667,-94.7001488888889,17/35,ASPH-P,,,,,,P,,1
19638,2XA1,AIRPORT,Y,28.1401988888889,-98.9359969444445,13/31,ASPH,,,,,,,,1
19639,TX92,AIRPORT,Y,30.5960288888889,-97.6694525,04/22,TURF,,,,,,,,1
19640,XS28,AIRPORT,,35.4541277777778,-100.993813888889,18/36,TURF,,,,,,,,2
19641,XS28,AIRPORT,,35.4541277777778,-100.993813888889,04/22,TURF,,,,,,,,2
19642,69TX,AIRPORT,Y,28.5895805555556,-96.8472833333333,14/32,ASPH,,,,,,,,1
19643,GZN,AIRPORT,Y-L,32.3658333333333,-99.0236944444444,18/36,CONC-G,MED,150.0,,,,G,KGZN,1
19644,71TX,AIRPORT,Y,29.8727169444444,-98.7322491666667,04/22,TURF-G,,,,,,,,1
19645,12TX,AIRPORT,,30.8213888888889,-98.0805555555555,16/34,TURF,,,,,,,,1
19646,TE73,AIRPORT,Y,29.8559694444444,-94.3531916666667,01/19,CONC-E,,,,,,,,1
19647,7TA1,HELIPORT,Y,30.3920833333333,-96.0779833333333,H1,CONC,PERI,,,,,,,1
19648,XS46,AIRPORT,,28.630675,-97.3858944444444,18/36,TURF-F,,,,,,,,1
19649,5TX2,AIRPORT,Y,33.4223313888889,-96.2169219444445,03/21,TURF,,,,,,,,1
19650,33R,AIRPORT,Y-L,31.0843333333333,-95.1641111111111,16/34,ASPH-G,LOW,8.0,,,,G,,1
19651,E19,AIRPORT,Y-L,36.2337261111111,-101.432189444444,02/20,ASPH-P,MED,12.0,,,,F,,1
19652,XS98,HELIPORT,Y,29.5672194444444,-97.9469611111111,H1,CONC,PERI,,,,,,,1
19653,TS45,HELIPORT,Y,29.5766219444444,-95.3329930555555,H1,TURF,,,,,,,,1
19654,43XA,AIRPORT,,28.825625,-95.9082166666667,18/36,ASPH-F,,,,,,,,1
19655,TE07,HELIPORT,Y,29.3278833333333,-96.1171444444444,H1,CONC,PERI,,,,,,,1
19656,TS82,HELIPORT,,29.7555058333333,-95.3616047222222,H1,CONC,,,,,,,,1
19657,3TE1,AIRPORT,N,29.9516077777778,-94.9043691666667,16/34,TURF,,,,,,,,1
19658,74XA,AIRPORT,Y,32.3547222222222,-96.1455555555556,18/36,ASPH-G,,,,,,,,1
19659,36TA,HELIPORT,Y,29.5532838888889,-98.4919622222222,H1,CONC,,,,,,,,1
19660,TS19,HELIPORT,Y,29.6807861111111,-95.4013283333333,H1,CONC,PERI,,,,,,,1
19661,TE57,AIRPORT,,29.4448027777778,-99.1227972222222,17/35,TURF-DIRT,,,,,,,,1
19662,79XA,AIRPORT,Y,30.235,-101.663472222222,15/33,DIRT-F,,,,,,,,1
19663,1XA8,AIRPORT,Y,32.2325055555556,-96.3975111111111,15/33,TURF,,,,,,,,1
19664,XS69,AIRPORT,N,29.9113263888889,-100.000349166667,02/20,TURF,,,,,,,,1
19665,6TE3,AIRPORT,Y,28.9488730555556,-96.5496958333333,18/36,TURF,,,,,,,,1
19666,PVW,AIRPORT,Y-L,34.1681472222222,-101.717336111111,04/22,ASPH-E,MED,27.0,,,,G,KPVW,2
19667,PVW,AIRPORT,Y-L,34.1681472222222,-101.717336111111,13/31,ASPH-E,MED,27.0,,,,G,KPVW,2
19668,34R,AIRPORT,Y-L,29.3899583333333,-96.9560597222222,17/35,ASPH-F,MED,7.0,,,,P,,1
19669,ATA,AIRPORT,Y-L,33.1025277777778,-94.1950277777778,15/33,TURF-G,,,,,,,KATA,2
19670,ATA,AIRPORT,Y-L,33.1025277777778,-94.1950277777778,05/23,ASPH-E,MED,12.0,,,,G,KATA,2
19671,TX10,HELIPORT,Y,27.7183833333333,-97.5523916666667,H1,CONC,,,,,,,,1
19672,5TA0,AIRPORT,Y,32.7320469444444,-102.943816388889,E/W,TURF,,,,,,,,1
19673,MNZ,AIRPORT,Y-L,31.6659208333333,-98.1486430555556,18/36,ASPH-G,MED,30.0,,,,G,KMNZ,1
19674,8TS0,AIRPORT,Y,27.5530863888889,-98.7322402777778,17/35,GRAVEL,,,,,,,,1
19675,16TX,AIRPORT,Y-L,32.84967525,-100.136648805556,16/34,ASPH-G,MED,12.0,,,,G,,1
19676,48TA,HELIPORT,Y-L,32.8856627777778,-100.135379722222,H1,CONC,PERI,,,,,,,1
19677,TS75,AIRPORT,Y,30.3176361111111,-95.8579875,10/28,TURF,,,,,,,,1
19678,4TX5,AIRPORT,Y,32.2298702777778,-96.2596991666667,NW/SE,TURF,,,,,,,,1
19679,40XS,AIRPORT,Y,30.5176347222222,-97.7808180555556,15/33,ASPH,NSTD,,,,,,,1
19680,3XA1,AIRPORT,,33.47395,-97.1692666666667,12/30,TURF,,,,,,,,1
19681,8TX6,AIRPORT,Y,30.9403916666667,-99.1899138888889,18/36,ASPH,,,,,,,,1
19682,6XS9,AIRPORT,Y,29.2960711111111,-98.3794580555555,14/32,TURF,,,,,,,,1
19683,TS37,HELIPORT,Y,29.8343936111111,-95.6555013888889,H1,CONC,,,,,,,,1
19684,6TA4,HELIPORT,Y,29.8895333333333,-95.0584527777778,H1,CONC,PERI,,,,,,,1
19685,TE30,HELIPORT,Y,32.7367888888889,-97.3381,H2,ASPH-G,,,,,,P,,3
19686,TE30,HELIPORT,Y,32.7367888888889,-97.3381,H1,ASPH-F,FLD,,,,,F,,3
19687,TE30,HELIPORT,Y,32.7367888888889,-97.3381,H3,ASPH-G,,,,,,P,,3
19688,51TA,HELIPORT,Y-L,32.6569277777778,-97.4216833333333,H1,CONC,PERI,,,,,,,1
19689,ASL,AIRPORT,Y-L,32.5205,-94.3077777777778,02/20,ASPH-F,,20.0,,,,G,KASL,2
19690,ASL,AIRPORT,Y-L,32.5205,-94.3077777777778,15/33,ASPH-E,MED,20.0,,,,G,KASL,2
19691,TE91,AIRPORT,Y,32.0393305555556,-95.0827777777778,15/33,TURF,,,,,,,,1
19692,58TE,AIRPORT,,33.7213472222222,-96.6383888888889,17/35,TURF,,,,,,,,1
19693,F75,AIRPORT,Y-L,33.4381505555556,-99.8128688888889,01/19,ASPH-G,MED,10.0,,,,G,,1
19694,TE27,AIRPORT,,28.2544402777778,-99.5992108333333,16/34,ASPH,,,,,,,,1
19695,2XS1,AIRPORT,,30.2188777777778,-98.3027402777778,18/36,ASPH,MED,,,,,G,,1
19696,1TX8,AIRPORT,Y,34.3695163888889,-102.083795277778,17/35,TURF,,,,,,,,1
19697,3XS0,AIRPORT,Y,33.2684511111111,-97.0711213888889,17/35,TURF-G,LOW,,,,,,,1
19698,15F,AIRPORT,Y-L,33.1914868611111,-99.7178726388889,18/36,ASPH-F,MED,13.0,,,,G,,1
19699,15XA,AIRPORT,,30.4038472222222,-98.5798611111111,01/19,GRVL,,,,,,,,1
19700,XS57,AIRPORT,Y,31.4653555555556,-97.4047916666667,14/32,TURF,,,,,,,,1
19701,62TA,AIRPORT,,30.3183333333333,-97.3022222222222,02/20,DIRT,,,,,,,,1
19702,TX45,AIRPORT,N,31.7668283333333,-97.1294480555555,E/W,TURF,,,,,,,,1
19703,35TT,AIRPORT,,32.4735388888889,-97.5016611111111,17/35,TURF,,,,,,,,1
19704,TA48,HELIPORT,Y,33.127425,-97.1538638888889,H1,TURF,,,,,,,,1
19705,1TX9,AIRPORT,Y,32.6376380555556,-95.1613336111111,N/S,TURF,,,,,,,,1
19706,45R,AIRPORT,Y-L,30.3363333333333,-94.2575555555556,13/31,ASPH-G,MED,12.0,,,,P,,1
19707,TT83,HELIPORT,Y,30.5620916666667,-98.3928305555556,H1,TURF-G,,,,,,,,1
19708,52XS,HELIPORT,Y,29.5414408333333,-95.1286166666667,H1,CONC-G,,,,,,G,,1
19709,55TA,HELIPORT,Y,30.2852641666667,-95.4676201388889,H1,CONC-G,PERI,,,,,G,,1
19710,TT59,HELIPORT,Y,30.051425,-95.2542388888889,H1,CONC-F,,,,,,F,,1
19711,0TA0,HELIPORT,Y,29.3950083333333,-94.9863416666667,H1,CONC,,,,,,F,,1
19712,TX33,HELIPORT,Y-L,30.0198888888889,-95.4411305555556,H1,CONC-E,,,,,,G,,2
19713,TX33,HELIPORT,Y-L,30.0198888888889,-95.4411305555556,H2,CONC-E,,,,,,G,,2
19714,45TX,HELIPORT,Y-L,29.5783952777778,-95.3914265277778,H1,CONC-E,PERI,,,,,G,,1
19715,TA92,HELIPORT,Y,32.9196348333333,-97.3098038333333,H1,CONC-G,,,,,,,,1
19716,25XA,AIRPORT,Y,30.0929861111111,-98.7012361111111,15/33,ASPH,MED,,,,,,,1
19717,27TA,HELIPORT,Y,32.3430777777778,-95.1970611111111,H1,TURF,,,,,,,,1
19718,LHB,AIRPORT,Y-L,30.8720833333333,-96.6221944444444,18/36,ASPH-G,MED,17.0,,,,G,KLHB,1
19719,XS41,HELIPORT,Y-L,30.3060277777778,-97.7413888888889,H1,CONC,PERI,,,,,,,1
19720,XA29,HELIPORT,Y-L,29.489475,-98.5475805555556,H1,MATS,PERI,,,,,,,1
19721,39TS,HELIPORT,,29.8796697222222,-95.6307780555556,H1,TURF,,,,,,,,1
19722,1XS7,AIRPORT,Y,29.4501997222222,-102.831824722222,10/28,ASPH,,,,,,,,1
19723,TE17,AIRPORT,Y,31.4390580555556,-97.1469458333333,14/32,TURF,,,,,,,,1
19724,TX30,HELIPORT,Y,32.8340027777778,-97.1226166666667,H1,CONC,,,,,,,,1
19725,7TS9,AIRPORT,Y,34.6036166666667,-102.859838888889,04/22,TURF-G,NSTD,,,,,,,1
19726,97XA,HELIPORT,,32.6990694444444,-97.5123527777778,H1,CONC-G,,,,,,,,1
19727,TA96,HELIPORT,Y,30.0952177777778,-95.5449413888889,H1,TURF,,,,,,,,1
19728,17TA,HELIPORT,Y,32.8009625,-97.1794566666667,H1,ASPH-CONC-F,PERI,,,,,F,,1
19729,0TX2,HELIPORT,N,32.7760527777778,-97.0609416666667,H1,ASPH-F,,,,,,F,,1
19730,TS38,HELIPORT,Y,29.4766252777778,-95.4021619444444,H1,CONC,,,,,,,,1
19731,HHF,AIRPORT,Y-L,35.8951111111111,-100.403888888889,18/36,ASPH-E,MED,12.0,,,,G,KHHF,2
19732,HHF,AIRPORT,Y-L,35.8951111111111,-100.403888888889,04/22,ASPH-E,MED,30.0,,,,G,KHHF,2
19733,35TS,GLIDERPORT,Y,30.1216061111111,-96.086625,17/35,TURF-F,,4.0,,,,,,1
19734,TA38,HELIPORT,Y,32.4706111111111,-99.7343083333333,H1,CONC,PERI,,,,,,,1
19735,8TS2,AIRPORT,Y,33.7834341666667,-98.2169894444445,17/35,GRVL-TRTD,,4.0,,,,,,1
19736,47TS,AIRPORT,Y,31.0479641666667,-95.9177308333333,08/26,TURF,,,,,,,,1
19737,3TS5,AIRPORT,,34.3616694444444,-101.083341666667,08/26,DIRT,,,,,,,,1
19738,XS03,AIRPORT,Y,30.4813038888889,-98.2811316666667,18/36,TURF,,,,,,,,2
19739,XS03,AIRPORT,Y,30.4813038888889,-98.2811316666667,08/26,TURF,,,,,,,,2
19740,52TX,HELIPORT,,28.9663888888889,-95.2905555555556,H1,MATS,,,,,,,,1
19741,XA92,AIRPORT,Y,30.87,-100.102777777778,18/36,TURF-DIRT-G,,,,,,,,1
19742,HRX,AIRPORT,Y-L,34.8606988888889,-102.32588325,02/20,CONC-E,MED,,,,,G,KHRX,2
19743,HRX,AIRPORT,Y-L,34.8606988888889,-102.32588325,14/32,TURF-P,,,,,,P,KHRX,2
19744,TE86,AIRPORT,Y,29.4444444444444,-98.1127777777778,17/35,TURF,,,,,,,,1
19745,58T,AIRPORT,Y-L,33.1660277777778,-97.4798888888889,13/31,TURF-G,LOW,,,,,,,1
19746,6TX8,AIRPORT,Y,32.5559705555556,-97.2064008333333,08/26,TURF,,,,,,,,1
19747,8TE4,AIRPORT,Y,28.8149747222222,-99.7581091666667,07/25,ASPH,,,,,,,,1
19748,44XA,AIRPORT,Y-L,27.8369444444444,-97.7718055555556,01/19,ASPH-DIRT-F,,,,,,,,1
19749,RCK,AIRPORT,Y-L,30.6313763888889,-96.9894875,17/35,ASPH-G,NSTD,,,,,G,KRCK,1
19750,97TA,HELIPORT,,29.9260583333333,-95.5235527777778,H1,TURF-F,,,,,,F,,1
19751,74T,AIRPORT,,33.1830111111111,-97.2546125,17/35,TURF,,,,,,,,1
19752,T67,AIRPORT,Y,32.9312366666667,-97.4116858333333,14/32,ASPH-G,MED,,,,,G,,1
19753,94TS,AIRPORT,,33.210075,-95.532725,07/25,TURF,,,,,,,,1
19754,5TX0,AIRPORT,Y,33.1734530555556,-97.0513983333333,17/35,ASPH,,,,,,,,1
19755,TS90,AIRPORT,,29.5850805555556,-99.55405,09/27,DIRT-F,,,,,,,,1
19756,TE79,HELIPORT,,32.9956888888889,-96.9293027777778,H1,CONC,,,,,,,,1
19757,1X1,AIRPORT,Y,36.1059027777778,-100.025706666667,18/36,ASPH-F,,12.0,,,,F,,1
19758,76XA,AIRPORT,Y,29.9123055555556,-97.3733055555555,18/36,TURF,,,,,,,,1
19759,TE62,AIRPORT,Y,27.8542658333333,-97.6822747222222,09/27,ASPH,HIGH,,,,,,,1
19760,05TE,AIRPORT,N,30.7221333333333,-97.7914025,15/33,TURF,,,,,,,,1
19761,3TX8,HELIPORT,Y,30.2627777777778,-98.8806111111111,H1,CONC,PERI,,,,,,,1
19762,7TX4,AIRPORT,Y,32.9667913888889,-97.2752936111111,17/35,ASPH,LOW,,,,,,,1
19763,1XS6,HELIPORT,Y-L,31.4893138888889,-97.1584222222222,H1,CONC-G,PERI,,,,,,,1
19764,INJ,AIRPORT,Y-L,32.0836388888889,-97.09725,16/34,ASPH-F,MED,12.0,,,,G,KINJ,1
