,Loc Id,Facility Type,Wind Indicator,ARP Latitude DD,ARP Longitude DD,Runway Id,Surface Type Condition,Edge Light Intensity,WBC Single,WBC Dual,WBC Two Dual,WBC Tandem Two Dual,Base Marking Condition,ICAO Id,Runway Id_y
19765,0TE4,AIRPORT,Y-L,31.0808083333333,-96.2149805555556,17/35,ASPH,LOW,,,,,,,1
19766,9TA1,AIRPORT,Y,29.6585591666667,-98.1377863888889,E/W,TURF,,,,,,,,1
19767,XS96,HELIPORT,,32.9763888888889,-97.3086111111111,H1,CONC,,,,,,,,1
19768,TE50,AIRPORT,Y,32.173205,-96.9661108333333,15/33,TURF,,,,,,,,1
19769,9TX7,AIRPORT,Y,33.8417688888889,-96.6697186111111,18/36,TURF,,,,,,,,1
19770,TX67,AIRPORT,Y-L,32.3606,-97.3025,16/34,ASPH-G,MED,,,,,G,,1
19771,51TT,AIRPORT,,30.149441,-97.7345525,16/34,DIRT,,,,,,,,1
19772,TS99,AIRPORT,,31.3504888888889,-95.1598833333333,01/19,TURF,,,,,,,,1
19773,95XA,AIRPORT,,30.1568638888889,-98.0993111111111,11/29,ASPH,,,,,,,,1
19774,XA15,AIRPORT,,31.4269444444444,-96.9797222222222,16/34,TURF,,,,,,,,1
19775,TE59,HELIPORT,Y,29.7466638888889,-98.3633361111111,H1,CONC,,,,,,,,1
19776,16TE,AIRPORT,,32.697635,-95.2077230555556,09/27,ASPH,LOW,,,,,,,1
19777,HLR,AIRPORT,,31.1387405,-97.7144857777778,16/34,ASPH-G,MED,,,,,G,KHLR,1
19778,TS46,AIRPORT,,30.737375,-98.7036722222222,17/35,TURF,,,,,,,,1
19779,9TX3,AIRPORT,Y,34.1689608333333,-101.635171388889,17/35,ASPH-DIRT,,,,,,,,1
19780,74R,AIRPORT,Y,29.2845833333333,-98.4983055555556,11/29,TURF-P,,,,,,,,2
19781,74R,AIRPORT,Y,29.2845833333333,-98.4983055555556,16/34,TURF-G,,,,,,,,2
19782,TS77,HELIPORT,Y,29.7249516666667,-95.4610519444444,H1,CONC,PERI,,,,,,,1
19783,TX21,AIRPORT,Y,33.4778847222222,-98.547555,18/36,TURF,,,,,,,,1
19784,DZB,AIRPORT,Y,30.5270513888889,-98.3587569444444,17/35,ASPH-G,HIGH,,100.0,,,G,KDZB,1
19785,F78,AIRPORT,Y,32.5729122222222,-97.8725338888889,17/35,TURF-F,,,,,,,,1
19786,TE24,AIRPORT,N,33.3931694444444,-97.2052925,17/35,TURF,,,,,,,,1
19787,8TE6,HELIPORT,Y-L,31.9032,-106.5653,H1,CONC-G,PERI,,,,,G,,1
19788,3TE4,AIRPORT,N,30.0087736111111,-104.664646666667,01/19,DIRT-G,,,,,,,,1
19789,0TS3,HELIPORT,Y,29.8174497222222,-95.6632794444445,H1,CONC,,,,,,,,1
19790,21XS,AIRPORT,Y,29.5196786111111,-95.2752136111111,16/34,ASPH,,,,,,,,1
19791,DKR,AIRPORT,Y-L,31.3069722222222,-95.4038333333333,02/20,ASPH-G,MED,12.0,,,,G,KDKR,1
19792,TME,AIRPORT,Y-L,29.8050277777778,-95.8978888888889,18/36,ASPH-G,MED,,101.0,,,G,KTME,1
19793,2H5,AIRPORT,,29.4991666666667,-95.8983888888889,17/35,TURF-F,,,,,,,,1
19794,44TT,HELIPORT,Y,29.7688138888889,-94.977925,H1,CONC,,,,,,,,1
19795,3XA5,HELIPORT,Y,29.5505361111111,-95.0857416666667,H1,CONC,PERI,,,,,,,1
19796,31TA,HELIPORT,Y,30.2041277777778,-95.4526333333333,H1,CONC,PERI,,,,,,,1
19797,90XS,HELIPORT,Y,29.3832897222222,-94.7735291666667,H1,CONC,,,,,,,,1
19798,0TA9,HELIPORT,Y,29.3910672222222,-94.7640844444444,H1,CONC,,,,,,,,1
19799,96XS,HELIPORT,Y,29.5288408333333,-94.76603,H1,CONC-F,,,,,,F,,1
19800,9TX0,HELIPORT,,29.6578555555556,-95.3190916666667,H1,CONC,NSTD,,,,,,,1
19801,AXH,AIRPORT,Y-L,29.5061388888889,-95.4769166666667,09/27,ASPH-E,MED,60.0,75.0,100.0,,G,KAXH,1
19802,TA02,AIRPORT,Y,33.1028991666667,-97.4641888888889,01/19,TURF,,,,,,,,1
19803,TS97,HELIPORT,Y,27.8330797222222,-97.5402716666667,H1,TURF,,,,,,,,1
19804,XS21,AIRPORT,Y,29.3310769444444,-95.70467,13/31,TURF,,,,,,,,1
19805,TE49,HELIPORT,Y,30.061,-95.5577777777778,H1,TURF,,,,,,,,1
19806,E70,AIRPORT,Y,29.60240625,-97.9905630555556,16/34,ASPH-F,LOW,,,,,F,,1
19807,8TX0,AIRPORT,Y,31.4283888888889,-96.1348611111111,18/36,ASPH,MED,,,,,,,1
19808,50XS,AIRPORT,Y,29.0432977777778,-100.584526388889,13/31,ASPH,,,,,,,,1
19809,04TS,HELIPORT,Y,30.5535316666667,-97.6061163888889,H1,TURF,,,,,,,,1
19810,9R5,AIRPORT,Y,27.8866671388889,-97.3496360555555,14L/32R,ASPH-P,,9.0,,,,,,2
19811,9R5,AIRPORT,Y,27.8866671388889,-97.3496360555555,14R/32L,TURF-GRVL-P,,,,,,,,2
19812,17XA,AIRPORT,Y,32.0138888888889,-95.2963888888889,17/35,TURF,,,,,,,,1
19813,5XA0,AIRPORT,Y,31.2555833333333,-100.6476,06/24,TURF,,,,,,,,1
19814,60TS,HELIPORT,Y,33.2299333333333,-95.8959027777778,H1,CONC,,,,,,,,1
19815,XA56,HELIPORT,Y,33.1222888888889,-96.1251,H1,CONC-G,PERI,,,,,,,1
19816,TE03,HELIPORT,Y,30.6982194444444,-95.5579611111111,H1,CONC,PERI,,,,,,,1
19817,UTS,AIRPORT,Y-L,30.7468888888889,-95.5871666666667,18/36,ASPH-G,MED,27.0,,,,G,KUTS,1
19818,BGD,AIRPORT,Y-L,35.7008888888889,-101.393666666667,17/35,ASPH-E,MED,60.0,100.0,,,G,KBGD,2
19819,BGD,AIRPORT,Y-L,35.7008888888889,-101.393666666667,03/21,ASPH-F,MED,60.0,100.0,,,F,KBGD,2
19820,TT10,AIRPORT,N,33.4290277777778,-99.9477777777778,08/26,TURF,,,,,,,,1
19821,0TS0,AIRPORT,,30.2517111111111,-98.5624388888889,17/35,TURF,,,,,,,,1
19822,4XS6,AIRPORT,Y,30.3918622222222,-98.6614230555556,15/33,TURF,,,,,,,,1
19823,XS11,AIRPORT,Y,29.7766108333333,-99.3592105555555,11/29,ASPH,,,,,,,,1
19824,31XA,AIRPORT,,30.8850833333333,-98.5955888888889,01/19,TURF,,,,,,,,1
19825,1TS9,AIRPORT,,29.6753194444444,-100.897194444444,13/31,GRVL,,,,,,,,1
19826,7XS7,AIRPORT,Y,30.1147222222222,-98.9311111111111,15/33,ASPH,,,,,,,,1
19827,2XS2,AIRPORT,Y,28.2634141666667,-100.162737777778,15/33,ASPH-G,MED,,,,,G,,1
19828,XS87,HELIPORT,Y,28.445,-96.4483333333333,H1,TURF,NSTD,,,,,,,1
19829,TA74,HELIPORT,,29.2313505555556,-95.1902083333333,H1,CONC,,,,,,,,1
19830,9TX8,HELIPORT,,32.8029061111111,-96.8211127777778,H1,CONC,PERI,,,,,,,1
19831,3TS4,HELIPORT,Y,29.2032980555556,-95.43744,H1,CONC,PERI,,,,,,,1
19832,XS02,AIRPORT,,32.5101,-94.8245444444444,01/19,TURF,,,,,,,,1
19833,2F0,AIRPORT,Y-L,30.9062222222222,-101.889805555556,07/25,ASPH-P,,12.0,,,,P,,2
19834,2F0,AIRPORT,Y-L,30.9062222222222,-101.889805555556,14/32,ASPH-F,NSTD,12.0,,,,F,,2
19835,T58,AIRPORT,Y,33.3317825,-97.2302938888889,18/36,TURF-G,,,,,,,,1
19836,5TE5,AIRPORT,Y,30.2668583333333,-103.233616666667,16/34,ASPH,LOW,,,,,,,1
19837,14XS,AIRPORT,N,30.8085230555556,-97.2738858333333,01/19,TURF,,,,,,,,1
19838,1XS0,AIRPORT,Y,27.9905916666667,-97.8941138888889,17/35,TURF,,,,,,,,2
19839,1XS0,AIRPORT,Y,27.9905916666667,-97.8941138888889,13/31,TURF,,,,,,,,2
19840,TE89,AIRPORT,,27.2796203333333,-98.9674923611111,12/30,TURF,,,,,,,,2
19841,TE89,AIRPORT,,27.2796203333333,-98.9674923611111,09/27,TURF,,,,,,,,2
19842,BPT,AIRPORT,Y-L,29.9508333333333,-94.0206944444444,12/30,CONC-G,HIGH,90.0,170.0,230.0,,G,KBPT,2
19843,BPT,AIRPORT,Y-L,29.9508333333333,-94.0206944444444,16/34,ASPH-CONC-F,HIGH,70.0,90.0,145.0,,G,KBPT,2
19844,21F,AIRPORT,Y-L,33.2278611111111,-98.1464444444445,18/36,ASPH-G,MED,4.0,,,,F,,1
19845,26R,AIRPORT,Y-L,29.0009991666667,-96.5819619444444,15/33,ASPH-F,MED,12.0,,,,G,,1
19846,8XS3,AIRPORT,Y,27.9938916666667,-97.8205666666667,13/31,TURF-G,,,,,,,,1
19847,2TS7,HELIPORT,,32.7812391666667,-97.8164219444444,H1,CONC,,,,,,,,1
19848,JAS,AIRPORT,Y-L,30.8856944444444,-94.0349444444444,18/36,ASPH-G,MED,21.0,,,,G,KJAS,1
19849,XS40,AIRPORT,N,28.8053805555556,-99.0061472222222,13/31,ASPH,,,,,,,,1
19850,8TE2,AIRPORT,Y,31.5279136111111,-102.528200555556,15/33,GRVL,,,,,,,,2
19851,8TE2,AIRPORT,Y,31.5279136111111,-102.528200555556,06/24,GRVL,,,,,,,,2
19852,54TS,AIRPORT,Y,32.8112247222222,-99.8517608333333,16/34,TURF,,,,,,,,1
19853,XA98,AIRPORT,,33.3027,-97.4580666666667,03/21,TURF,,,,,,,,1
19854,63XA,AIRPORT,Y,31.2156166666667,-97.0038222222222,15/33,TURF,,,,,,,,1
19855,3TS3,AIRPORT,,29.3746816666667,-95.2904908333333,15/33,TURF,,,,,,,,1
19856,TX77,HELIPORT,Y,30.3186361111111,-97.7903305555556,H1,TURF,,,,,,,,1
19857,3XS4,AIRPORT,Y,30.1343772222222,-93.9360066666667,17/35,TURF,,,,,,,,1
19858,TA07,AIRPORT,N,30.0071622222222,-94.9668708333333,14/32,TURF,,,,,,,,1
19859,62XS,AIRPORT,Y,32.0223680555556,-98.1336483333333,16/34,TURF,MED,,,,,,,1
19860,92TX,HELIPORT,Y,31.1404027777778,-98.2066,H1,TURF,,,,,,,,1
19861,5TS7,AIRPORT,Y,35.201725,-102.151605555556,17/35,TURF-G,,,,,,,,1
19862,HBV,AIRPORT,Y-L,27.3495555555556,-98.7369444444444,13/31,ASPH-G,MED,30.0,72.0,,,G,KHBV,1
19863,3TA7,AIRPORT,Y,33.1437283333333,-97.8044780555555,17/35,TURF,LOW,,,,,,,1
19864,9TE2,AIRPORT,Y,30.5683668055556,-100.44419125,14/32,ASPH-G,MED,,,,,G,,1
19865,37TS,AIRPORT,,32.9906741666667,-96.0399705555556,18/36,TURF,,,,,,,,1
19866,67XA,AIRPORT,,33.518175,-98.1447583333333,09/27,TURF-F,,,,,,,,1
19867,02XA,AIRPORT,N,33.5913194444444,-95.8828638888889,18/36,TURF-F,,,,,,,,1
19868,89XS,HELIPORT,N,29.5852327777778,-95.3035477777778,H1,TURF,,,,,,,,1
19869,29F,AIRPORT,Y-L,34.3928333333333,-101.759916666667,17/35,DIRT-P,,,,,,,,1
19870,8TA0,AIRPORT,Y,29.1357997222222,-98.2763997222222,11/29,ASPH,,,,,,,,1
19871,0XS2,AIRPORT,N,30.5554513888889,-100.53125,04/22,GRAVEL,,,,,,,,1
19872,93TX,HELIPORT,Y,32.726975,-97.3265833333333,H1,CONC,FLD,,,,,,,1
19873,1XS3,HELIPORT,Y,32.7275,-97.3261111111111,H1,ROOF-TOP,PERI,,,,,,,1
19874,67TX,AIRPORT,,32.9114861111111,-95.73835,01/19,TURF,,,,,,,,1
19875,38TE,HELIPORT,Y,29.7133333333333,-95.3947222222222,H1,CONC-G,LOW,15.0,,,,G,,1
19876,72TX,HELIPORT,Y,29.5622222222222,-95.0908333333333,H1,ASPH,,,,,,,,1
19877,F00,AIRPORT,Y-L,33.6130916666667,-96.179325,17/35,ASPH-E,MED,12.0,,,,G,,1
19878,TS20,AIRPORT,,33.6506972222222,-97.4321194444445,18/36,TURF,,,,,,,,1
19879,41TX,AIRPORT,,30.9747361111111,-98.6425972222222,15/33,TURF,,,,,,,,1
19880,15TA,AIRPORT,Y,30.2543616666667,-99.9470158333333,16/34,TURF,,,,,,,,1
19881,6TX6,AIRPORT,,32.0825555555556,-96.3566666666667,16/34,DIRT,,,,,,,,1
19882,2TX7,AIRPORT,Y,33.0945661111111,-97.3961313888889,17/35,TURF,,,,,,,,1
19883,06XA,AIRPORT,Y,33.4459833333333,-96.5707972222222,06/24,TURF,,,,,,,,1
19884,1TX2,AIRPORT,Y,33.7167516666667,-100.150382222222,13/31,TURF,,,,,,,,2
19885,1TX2,AIRPORT,Y,33.7167516666667,-100.150382222222,05/23,TURF,,,,,,,,2
19886,1TE8,AIRPORT,Y,33.5489944444444,-96.5583194444444,04/22,TURF,,,,,,,,2
19887,1TE8,AIRPORT,Y,33.5489944444444,-96.5583194444444,17W/35W,WATER,,,,,,,,2
19888,9TE5,AIRPORT,,28.1544558333333,-96.9769338888889,11/29,TURF,,,,,,,,2
19889,9TE5,AIRPORT,,28.1544558333333,-96.9769338888889,17/35,CONC,,,,,,,,2
19890,59TA,HELIPORT,Y,29.6152341666667,-95.60439,H1,CONC,MED,,,,,,,1
19891,TA61,AIRPORT,Y,32.4734777777778,-95.1657805555556,17/35,ASPH,,,,,,,,1
19892,83TE,AIRPORT,N,29.4968975,-99.493935,15/33,DIRT,LOW,,,,,,,1
19893,7TE0,AIRPORT,,29.9138280555556,-94.2082386111111,17/35,TURF,,,,,,,,1
19894,TT98,AIRPORT,,33.6588083333333,-96.4676722222222,01/19,TURF-F,,,,,,,,1
19895,SKF,AIRPORT,Y,29.3842333333333,-98.5811166666667,16/34,CONC-G,HIGH,,,,,G,KSKF,1
19896,7TX6,HELIPORT,,29.5469416666667,-95.0169416666667,H1,CONC,,,,,,,,1
19897,2R9,AIRPORT,Y-L,28.8249856944444,-97.8655683333333,16/34,ASPH-F,MED,11.0,,,,P,,1
19898,50TX,AIRPORT,Y,30.137625,-98.5253777777778,13/31,ASPH,,,,,,,,1
19899,4T2,AIRPORT,Y-L,32.9776317222222,-97.4922936666667,17/35,ASPH-CONC-P,LOW,,,,,F,,1
19900,TA49,AIRPORT,Y,30.75515,-97.7998638888889,16/34,TURF,,,,,,,,1
19901,22F,AIRPORT,Y-L,33.2291111111111,-100.569111111111,17/35,ASPH-G,LOW,12.0,,,,F,,1
19902,ERV,AIRPORT,Y-L,29.9766666666667,-99.0854722222222,03/21,ASPH-F,MED,15.0,,,,G,KERV,2
19903,ERV,AIRPORT,Y-L,29.9766666666667,-99.0854722222222,12/30,ASPH-G,MED,25.0,,,,G,KERV,2
19904,1T7,AIRPORT,Y,29.81175,-98.4260555555556,12/30,ASPH-G,NSTD,,,,,G,,1
19905,14TX,AIRPORT,Y,30.2893683333333,-98.1739038888889,16/34,ASPH,,,,,,,,1
19906,5TE6,AIRPORT,Y,31.2691666666667,-100.460833333333,03/21,TURF,,,,,,,,1
19907,61TE,AIRPORT,Y,32.9823166666667,-97.6207666666667,16/34,ASPH-G,,4.0,,,,,,1
19908,66TS,HELIPORT,Y,29.7605058333333,-95.3874386111111,H1,CONC,PERI,,,,,,,1
19909,CWC,AIRPORT,Y-L,33.8606166666667,-98.4903986111111,17/35,CONC-G,MED,30.0,,,,G,KCWC,1
19910,4TX6,AIRPORT,Y,32.4126502777778,-94.8182691666667,18/36,TURF,,,,,,,,1
19911,1TX7,AIRPORT,Y,32.805665,-100.183713611111,17/35,TRTD,,,,,,,,1
19912,5XS2,AIRPORT,Y,35.0333894444444,-102.200476944444,03/21,ASPH-GRVL,,,,,,,,1
19913,JCT,AIRPORT,Y-L,30.5111111111111,-99.7628888888889,08/26,TURF-G,,,,,,,KJCT,2
19914,JCT,AIRPORT,Y-L,30.5111111111111,-99.7628888888889,17/35,ASPH-G,MED,30.0,,,,G,KJCT,2
19915,39XS,HELIPORT,Y,30.4983333333333,-99.7811111111111,H1,CONC,PERI,,,,,,,1
19916,TS64,HELIPORT,Y,32.7084638888889,-96.5602683333333,H1,TURF,,,,,,,,1
19917,17TX,AIRPORT,Y,32.4487447222222,-98.2550444444445,17/35,ASPH,,,,,,,,1
19918,TS18,AIRPORT,Y,30.6543513888889,-98.4786413888889,18/36,TURF-GRVL-G,NSTD,,,,,,,1
19919,TE48,AIRPORT,,31.0448966666667,-98.0428030555556,17/35,TURF,,,,,,,,1
19920,NQI,AIRPORT,,27.5045144444444,-97.8082894444444,13R/31L,PEM-F,HIGH,,,,,F,KNQI,4
19921,NQI,AIRPORT,,27.5045144444444,-97.8082894444444,17L/35R,PEM-G,HIGH,,,,,G,KNQI,4
19922,NQI,AIRPORT,,27.5045144444444,-97.8082894444444,17R/35L,PEM-F,HIGH,,,,,F,KNQI,4
19923,NQI,AIRPORT,,27.5045144444444,-97.8082894444444,13L/31R,PEM-F,HIGH,,,,,F,KNQI,4
19924,T12,AIRPORT,Y,30.646565,-93.9149033333333,04/22,ASPH-L,,8.0,,,,,,2
19925,T12,AIRPORT,Y,30.646565,-93.9149033333333,13/31,ASPH-F,,8.0,,,,F,,2
19926,XS65,HELIPORT,Y-L,30.1474344444444,-97.7647263888889,H1,TURF,,,,,,,,1
19927,TS67,ULTRALIGHT,Y,29.6252266666667,-98.2780677777778,14/32,ASPH,,,,,,,,1
19928,IKG,AIRPORT,Y-L,27.5508611111111,-98.0309166666667,13/31,ASPH-F,MED,35.0,47.0,70.0,,G,KIKG,1
19929,52XA,AIRPORT,Y,34.0485444444444,-98.4269944444444,16/34,TURF,,,,,,,,1
19930,20XS,AIRPORT,Y,32.8352833333333,-96.3787305555555,18/36,TURF,,,,,,,,1
19931,2XA2,AIRPORT,,29.2204222222222,-95.3108805555556,04/22,TURF,,,,,,,,1
19932,67XS,HELIPORT,Y,26.1526,-97.9799583333333,H1,ASPH,PERI,,,,,,,1
19933,5TS3,AIRPORT,N,31.9741666666667,-96.6783333333333,14/32,TURF,,,,,,,,1
19934,80XA,AIRPORT,,32.487519,-95.954513,03/21,TURF-F,,,,,,,,1
19935,08XA,AIRPORT,Y,30.4792527777778,-96.5040305555556,13/31,TURF-E,,,,,,,,1
19936,53XS,AIRPORT,Y,26.1502777777778,-97.5933333333333,12/30,ASPH,,,,,,,,1
19937,0XA1,HELIPORT,,30.6788888888889,-100.130277777778,H1,CONC,,,,,,,,1
19938,3TE0,AIRPORT,Y,30.7315833333333,-96.1310680555555,06/24,DIRT,,,,,,,,1
19939,XA76,HELIPORT,Y-L,29.7277222222222,-95.4471666666667,H1,CONC,PERI,,,,,,,1
19940,49TE,AIRPORT,Y,30.2835277777778,-96.4596111111111,15/33,TURF,,,,,,,,1
19941,1TA9,HELIPORT,N,29.7255072222222,-95.4296622222222,H1,CONC-F,FLD,,,,,F,,1
19942,TS56,HELIPORT,Y-L,32.7617944444444,-97.2454194444445,H1,ASPH,PERI,,,,,,,1
19943,TS08,AIRPORT,Y,29.08359,-96.5002488888889,17L/35R,CONC,,,,,,,,2
19944,TS08,AIRPORT,Y,29.08359,-96.5002488888889,17R/35L,TURF,,,,,,,,2
19945,3XS1,AIRPORT,,28.7672111111111,-96.3069130555556,15/33,TURF,,,,,,,,1
19946,6TE5,AIRPORT,N,28.9808166666667,-96.6219202777778,14/32,TURF-F,,,,,,,,1
19947,58XA,AIRPORT,Y,29.8984861111111,-100.432083333333,09/27,TURF-DIRT-F,,,,,,,,1
19948,TT32,AIRPORT,Y,33.0119166666667,-96.4104722222222,09/27,TURF,,,,,,,,1
19949,1TS1,AIRPORT,,29.9127258333333,-95.9941230555556,17/35,TURF,,,,,,,,1
19950,TS05,AIRPORT,,28.1503888888889,-97.381175,16/34,GRVL-F,,,,,,,,1
19951,TE51,AIRPORT,,29.5391205555556,-97.8350016666667,17/35,TURF,,,,,,,,1
19952,9TS4,HELIPORT,Y,33.0067866666667,-96.5069330555555,H1,TURF,,,,,,,,1
19953,TE29,AIRPORT,Y,28.06975,-99.5687597222222,13/31,ASPH-F,,,,,,,,1
19954,2TX3,AIRPORT,Y,29.2169027777778,-100.617028888889,18/36,ASPH,MED,,,,,,,1
19955,RYW,AIRPORT,Y-L,30.4985833333333,-97.9694722222222,15/33,ASPH-E,MED,12.0,,,,G,KRYW,1
19956,19TA,AIRPORT,N,32.8223483333333,-96.4169291666667,15/33,TURF,,,,,,,,1
19957,TX82,AIRPORT,Y,31.8636798611111,-97.38117625,15/33,TURF,,,,,,,,1
19958,T89,AIRPORT,Y-L,29.2771252777778,-103.685794722222,07/25,CONC-E,MED,,,,,G,,1
19959,33TA,AIRPORT,Y,30.3329861111111,-95.6121663888889,17/35,TURF,,,,,,,,1
19960,0XS6,AIRPORT,,30.5010269444444,-98.1469625,17/35,TURF,,,,,,,,1
19961,30F,AIRPORT,Y,33.1313888888889,-97.0141944444444,18L/36R,ASPH-P,,4.0,,,,,,2
19962,30F,AIRPORT,Y,33.1313888888889,-97.0141944444444,18R/36L,TURF-F,,,,,,,,2
19963,XS99,AIRPORT,Y,30.4710383333333,-94.9127088888889,11/29,TURF,,,,,,,,1
19964,3R9,AIRPORT,Y,30.3574911111111,-97.9944677777778,16/34,ASPH-F,,9.0,,,,F,,1
19965,37XS,AIRPORT,N,32.0001538888889,-97.41696,14/32,TURF-DIRT,,,,,,,,1
19966,XS22,AIRPORT,,33.7985833333333,-98.4008333333333,15/33,TURF,,,,,,,,1
19967,LUV,AIRPORT,Y-L,32.7563055555556,-101.920222222222,07/25,ASPH-E,MED,12.0,,,,G,KLUV,2
19968,LUV,AIRPORT,Y-L,32.7563055555556,-101.920222222222,16/34,ASPH-G,MED,20.0,,,,G,KLUV,2
19969,LZZ,AIRPORT,Y-L,31.1061944444444,-98.1959166666667,16/34,ASPH-G,MED,12.0,,,,G,KLZZ,1
19970,LNC,AIRPORT,Y-L,32.5776041666667,-96.7175027777778,13/31,ASPH-G,MED,20.0,60.0,,,G,KLNC,1
19971,1TS8,AIRPORT,Y,32.2876233333333,-100.722222222222,18/36,TURF,,,,,,,,1
19972,TS01,AIRPORT,,30.7126908333333,-97.6502869444444,18/36,GRVL,,,,,,,,1
19973,XA13,HELIPORT,Y,29.7525222222222,-95.4566138888889,H1,CONC,,,,,,,,1
19974,XA20,HELIPORT,Y,29.7858333333333,-95.4583333333333,H1,CONC,PERI,,,,,,,1
19975,T54,AIRPORT,Y,29.5233305555556,-95.7797583333333,13/31,ASPH-G,,,,,,,,1
19976,1TX5,AIRPORT,Y,34.1292425,-101.908788611111,09/27,TURF,,,,,,,,1
19977,84XS,AIRPORT,Y,30.255,-99.3988888888889,15/33,TURF,,,,,,,,1
19978,18XA,AIRPORT,,28.6591,-97.5987472222222,18/36,TURF,,,,,,,,1
19979,T41,AIRPORT,Y-L,29.66925,-95.0641944444444,05/23,ASPH-F,MED,25.0,,,,G,,2
19980,T41,AIRPORT,Y-L,29.66925,-95.0641944444444,12/30,ASPH-F,MED,23.0,,,,F,,2
19981,61TS,HELIPORT,,29.7288386111111,-95.0890972222222,H1,ASPH-G,PERI,,,,,G,,1
19982,LRD,AIRPORT,Y-L,27.5441944444444,-99.4615833333333,14/32,CONC-G,MED,50.0,60.0,125.0,,G,KLRD,3
19983,LRD,AIRPORT,Y-L,27.5441944444444,-99.4615833333333,18L/36R,CONC-G,HIGH,90.0,190.0,360.0,,G,KLRD,3
19984,LRD,AIRPORT,Y-L,27.5441944444444,-99.4615833333333,18R/36L,CONC-G,HIGH,90.0,190.0,415.0,820.0,G,KLRD,3
19985,XA22,HELIPORT,Y,27.53395,-99.4778472222222,H1,CONC,PERI,,,,,,,1
19986,XA21,HELIPORT,Y-L,32.9027777777778,-96.9566666666667,H1,CONC,PERI,,,,,,,1
19987,50XA,HELIPORT,,31.7707722222222,-106.498441666667,H1,MATS-F,,,,,,F,,1
19988,1TA4,AIRPORT,Y,31.4585130555556,-95.2960538888889,15/33,TURF,,,,,,,,1
19989,49TA,AIRPORT,Y,30.4869138888889,-96.7864666666667,14/32,TURF,,,,,,,,1
19990,DLF,AIRPORT,Y,29.3593933333333,-100.777913055556,13L/31R,PEM,HIGH,,,,,G,KDLF,3
19991,DLF,AIRPORT,Y,29.3593933333333,-100.777913055556,13C/31C,PEM,HIGH,,,,,G,KDLF,3
19992,DLF,AIRPORT,Y,29.3593933333333,-100.777913055556,13R/31L,ASPH,MED,,,,,G,KDLF,3
19993,T70,AIRPORT,,29.1184269444444,-100.472241194444,13/31,ASPH,,,,,,,,1
19994,3TS6,HELIPORT,Y-L,30.3452086111111,-95.4777186111111,H1,CONC,PERI,,,,,,,1
19995,TT20,AIRPORT,,30.9647222222222,-95.8347222222222,06/24,TURF,,,,,,,,1
19996,TX64,AIRPORT,N,33.2992819444444,-97.5272486111111,17/35,TURF,,,,,,,,1
19997,3TE3,AIRPORT,Y,33.0740083333333,-96.431825,18/36,TURF,,,,,,,,1
19998,09T,AIRPORT,Y,33.2813206944444,-97.4966933333333,17/35,TURF-DIRT-P,,,,,,,,1
19999,0TE7,AIRPORT,Y,30.2518127777778,-98.6225311111111,17/35,ASPH,,,,,,,,1
20000,5XS8,AIRPORT,Y,29.5037027777778,-100.295663888889,15/33,TURF,,,,,,,,1
20001,67TA,HELIPORT,N,29.8025,-98.0147222222222,H1,CONC-G,,,,,,,,1
20002,28TT,AIRPORT,,31.99585,-97.00215,05/23,TURF-F,,,,,,,,1
20003,28TX,AIRPORT,Y,34.0859188888889,-99.4550858333333,N/S,ASPH,,,,,,,,1
20004,TT99,AIRPORT,,33.1920583333333,-96.2198416666667,10/28,TURF,,,,,,,,1
20005,75TX,AIRPORT,Y,29.5002294444444,-100.367023888889,14/32,ASPH,MED,,,,,,,1
20006,TX22,AIRPORT,Y,33.1021959166667,-97.1557041666667,10/28,TURF-G,,,,,,,,2
20007,TX22,AIRPORT,Y,33.1021959166667,-97.1557041666667,05/23,TURF-G,,,,,,,,2
20008,LLN,AIRPORT,Y-L,33.5525277777778,-102.372527777778,08/26,ASPH-G,,,,,,,KLLN,2
20009,LLN,AIRPORT,Y-L,33.5525277777778,-102.372527777778,17/35,ASPH-G,MED,30.0,,,,G,KLLN,2
20010,XS52,HELIPORT,Y,27.3350444444444,-98.1280383333333,H1,TURF,,,,,,,,1
20011,TS16,HELIPORT,Y,29.7102288888889,-95.2785469444444,H1,CONC,,,,,,,,1
20012,4TE2,AIRPORT,Y,29.5441152777778,-100.673145555556,12/30,GRAVEL,,,,,,,,1
20013,XA31,AIRPORT,Y,29.8168866666667,-99.7878391666667,11/29,TURF-F,,,,,,,,1
20014,2TX4,AIRPORT,Y,27.9836183333333,-99.3767013888889,17/35,ASPH,LOW,,,,,,,1
20015,TE75,AIRPORT,Y,30.4125,-96.9666666666667,17/35,TURF-GRVL,,,,,,,,1
20016,XS12,AIRPORT,,30.6781277777778,-98.01735,10/28,ASPH,,,,,,,,2
20017,XS12,AIRPORT,,30.6781277777778,-98.01735,H1,DIRT,,,,,,,,2
20018,TS29,AIRPORT,,31.2946169444444,-97.2969502777778,18/36,TURF-G,,,,,,,,1
20019,T78,AIRPORT,Y-L,30.0778055555556,-94.6985555555556,16/34,ASPH-F,MED,10.0,,,,G,,1
20020,1XA9,HELIPORT,,29.9415055555556,-95.5298638888889,H1,CONC-F,FLD,,,,,,,1
20021,TE11,HELIPORT,Y-L,29.5696786111111,-95.4377186111111,H2,CONC,,,,,,,,2
