Dep_Airport_ID,ARP_Latitude,ARP_Longitude,Facility_Type,Wind_Indicator,Runway_ID,Num_of_Runways,Length,Width,Surface_Type_Condition,Edge_Light_Intensity,WBC_Single,WBC_Dual,WBC_Two_Dual,WBC_Tandem_Two_Dual,Base_Marking_Condition
MQI,035-55-08.3400N,075-41-43.9300W,AIRPORT,Y-L,05/23,2,4306,100,ASPH-E,MED,48,,,,G
EQY,035-01-02.7000N,080-37-19.4000W,AIRPORT,Y-L,05/23,1,7001,100,ASPH-E,HIGH,35,68,,,G
14A,035-36-49.9300N,080-53-57.9500W,AIRPORT,Y,14/32,1,3147,40,ASPH-G,MED,8,,,,G
SOP,035-14-14.7200N,079-23-20.5200W,AIRPORT,Y-L,05/23,1,6503,150,ASPH-G,HIGH,100,162,,,G
SVH,035-45-54.0000N,080-57-14.0000W,AIRPORT,Y-L,10/28,1,7003,100,ASPH-E,HIGH,30,100,,,G
BIS,046-46-21.8400N,100-44-44.6600W,AIRPORT,Y-L,03/21,2,6600,100,ASPH-G,HIGH,130,180,340,,G
BIS,046-46-21.8400N,100-44-44.6600W,AIRPORT,Y-L,13/31,2,8794,150,ASPH-CONC-G,HIGH,130,180,340,,G
DIK,046-48-01.7000N,102-48-15.9700W,AIRPORT,Y-L,07/25,2,4700,75,ASPH-G,MED,16,20,,,F
DIK,046-48-01.7000N,102-48-15.9700W,AIRPORT,Y-L,14/32,2,7301,150,CONC-E,HIGH,60,90,90,,G
FAR,046-55-14.3000N,096-48-56.7000W,AIRPORT,Y-L,18/36,3,9001,150,CONC-G,HIGH,100,200,400,,G
FAR,046-55-14.3000N,096-48-56.7000W,AIRPORT,Y-L,13/31,3,3801,75,CONC-G,MED,26,35,,,G
FAR,046-55-14.3000N,096-48-56.7000W,AIRPORT,Y-L,09/27,3,6302,100,CONC-G,MED,60,100,,,G
JMS,046-55-47.0000N,098-40-41.5000W,AIRPORT,Y-L,04/22,2,5750,75,ASPH-F,MED,85,103,162,,G
JMS,046-55-47.0000N,098-40-41.5000W,AIRPORT,Y-L,13/31,2,6502,100,ASPH-G,HIGH,130,160,250,,G
S25,047-47-34.8000N,103-14-57.6700W,AIRPORT,Y-L,12/30,1,6550,75,CONC-E,MED,78,98,186,,G
XWA,048-15-35.2200N,103-45-02.0000W,AIRPORT,Y-L,04/22,2,4502,75,CONC-E,MED,12,,,,G
XWA,048-15-35.2200N,103-45-02.0000W,AIRPORT,Y-L,14/32,2,7503,150,CONC-E,HIGH,120,195,339,,G
UNI,039-12-42.8100N,082-13-45.3200W,AIRPORT,Y-L,07/25,1,5600,100,ASPH-G,MED,56,82,,,F
LUK,039-06-12.0000N,084-25-07.0000W,AIRPORT,Y-L,03L/21R,3,3801,100,ASPH-F,MED,11,,,,F
LUK,039-06-12.0000N,084-25-07.0000W,AIRPORT,Y-L,03R/21L,3,6101,150,ASPH-E,HIGH,60,70,140,,G
LUK,039-06-12.0000N,084-25-07.0000W,AIRPORT,Y-L,07/25,3,5127,100,ASPH-F,MED,11,20,55,,F
TOL,041-35-12.5400N,083-48-28.1800W,AIRPORT,Y-L,16/34,2,5599,150,ASPH-G,MED,100,174,300,,G
TOL,041-35-12.5400N,083-48-28.1800W,AIRPORT,Y-L,07/25,2,10600,150,ASPH-G,HIGH,100,174,300,550,G
ADH,034-48-15.3400N,096-40-16.3200W,AIRPORT,Y-L,13/31,3,2717,50,ASPH-CONC-P,,50,171,280,,F
ADH,034-48-15.3400N,096-40-16.3200W,AIRPORT,Y-L,18/36,3,6203,100,ASPH-G,MED,50,140,224,,G
ADM,034-18-13.9400N,097-01-14.1500W,AIRPORT,Y,17/35,2,5404,100,ASPH-G,MED,36,,,,G
BVO,036-45-48.1000N,096-00-40.3000W,AIRPORT,Y-L,17/35,1,6850,100,CONC-G,MED,50,100,170,,G
6K4,036-17-28.3000N,098-28-32.9000W,AIRPORT,Y-L,17/35,1,4400,75,ASPH-CONC-G,MED,30,,,,G
OKC,035-23-35.0700N,097-36-02.7400W,AIRPORT,Y-L,13/31,4,7800,150,ASPH-CONC-F,MED,120,250,489,,G
OKC,035-23-35.0700N,097-36-02.7400W,AIRPORT,Y-L,17L/35R,4,9803,150,CONC-G,HIGH,120,250,550,,G
OKC,035-23-35.0700N,097-36-02.7400W,AIRPORT,Y-L,17R/35L,4,9801,150,CONC-G,HIGH,120,250,550,,G
OKC,035-23-35.0700N,097-36-02.7400W,AIRPORT,Y-L,18/36,4,3078,75,ASPH-G,,116,164,269,,G
RCE,035-29-17.1000N,097-49-24.8000W,AIRPORT,Y-L,17R/35L,2,6014,100,CONC-G,HIGH,40,60,,,G
RCE,035-29-17.1000N,097-49-24.8000W,AIRPORT,Y-L,17L/35R,2,3502,75,CONC-G,MED,17,,,,G
PNC,036-43-55.0400N,097-05-59.2200W,AIRPORT,Y-L,17/35,1,7201,100,CONC-G,HIGH,51,65,122,,G
TUL,036-11-54.2200N,095-53-17.1800W,AIRPORT,Y-L,08/26,3,7376,150,CONC-G,HIGH,75,200,350,,G
TUL,036-11-54.2200N,095-53-17.1800W,AIRPORT,Y-L,18L/36R,3,10000,150,CONC-E,HIGH,75,200,400,,G
TUL,036-11-54.2200N,095-53-17.1800W,AIRPORT,Y-L,18R/36L,3,6101,100,ASPH-G,HIGH,100,140,,,G
AST,046-09-28.7000N,123-52-43.0000W,AIRPORT,Y-L,08/26,2,5794,100,ASPH,MED,60,76,119,,G
AST,046-09-28.7000N,123-52-43.0000W,AIRPORT,Y-L,14/32,2,4467,100,ASPH-E,MED,60,76,119,,G
UAO,045-14-49.7000N,122-46-12.2000W,AIRPORT,Y-L,17/35,1,5003,100,ASPH-G,MED,30,45,,,G
BKE,044-50-14.4000N,117-48-32.9000W,AIRPORT,Y-L,08/26,3,3670,140,ASPH-F,,30,,,,F
BKE,044-50-14.4000N,117-48-32.9000W,AIRPORT,Y-L,13/31,3,5085,100,ASPH-G,MED,50,65,,,G
BKE,044-50-14.4000N,117-48-32.9000W,AIRPORT,Y-L,17/35,3,4359,75,ASPH-G,,30,,,,G
BDN,044-05-40.4200N,121-12-00.8000W,AIRPORT,Y-L,16/34,1,5201,75,ASPH-G,MED,30,,,,G
BNO,043-35-30.8600N,118-57-19.5700W,AIRPORT,Y-L,03/21,2,4600,60,CONC-G,MED,30,,,,G
BNO,043-35-30.8600N,118-57-19.5700W,AIRPORT,Y-L,12/30,2,5101,75,CONC-G,MED,30,50,90,,G
CVO,044-29-48.7500N,123-17-22.0500W,AIRPORT,Y-L,10/28,2,3100,75,ASPH-F,MED,51,65,100,,G
CVO,044-29-48.7500N,123-17-22.0500W,AIRPORT,Y-L,17/35,2,5900,150,ASPH-G,MED,35,73,100,,F
77S,043-55-50.7000N,123-00-24.0000W,AIRPORT,Y-L,16/34,1,3102,60,ASPH-F,MED,12,,,,G
EUG,044-07-28.5000N,123-12-43.1000W,AIRPORT,Y-L,16R/34L,2,8009,150,ASPH-G,HIGH,120,250,550,,G
EUG,044-07-28.5000N,123-12-43.1000W,AIRPORT,Y-L,16L/34R,2,6000,150,ASPH-G,HIGH,120,211,342,,G
4S2,045-40-22.0000N,121-32-01.9100W,AIRPORT,Y,07/25,1,3040,75,ASPH-E,MED,23,,,,G
GCD,044-24-10.7400N,118-58-03.7900W,AIRPORT,Y-L,17/35,2,5224,60,ASPH-G,MED,12,,,,F
GCD,044-24-10.7400N,118-58-03.7900W,AIRPORT,Y-L,09/27,2,4100,60,ASPH-G,MED,12,,,,G
LMT,042-09-22.1200N,121-43-59.5400W,AIRPORT,Y-L,07/25,2,5258,100,ASPH-G,MED,53,77,,,G
LMT,042-09-22.1200N,121-43-59.5400W,AIRPORT,Y-L,14/32,2,10302,150,ASPH-CONC-G,HIGH,107,175,315,,G
LGD,045-17-20.6800N,118-00-22.0500W,AIRPORT,Y-L,17/35,2,3400,75,ASPH-G,MED,45,60,100,,G
LGD,045-17-20.6800N,118-00-22.0500W,AIRPORT,Y-L,12/30,2,6261,100,ASPH-G,MED,65,90,130,,G
LKV,042-09-40.0000N,120-23-56.7000W,AIRPORT,Y-L,17/35,1,5318,100,ASPH-G,MED,74,86,,,G
MMV,045-11-40.4000N,123-08-09.8000W,AIRPORT,Y-L,17/35,2,4340,75,ASPH-E,,30,,,,P
MMV,045-11-40.4000N,123-08-09.8000W,AIRPORT,Y-L,04/22,2,5420,100,ASPH-E,HIGH,40,50,80,,G
S33,044-40-12.5900N,121-09-18.5400W,AIRPORT,Y-L,04/22,2,2701,50,ASPH-F,,16,,,,F
S33,044-40-12.5900N,121-09-18.5400W,AIRPORT,Y-L,16/34,2,5091,75,ASPH-G,MED,75,120,180,,G
MFR,042-22-29.8700N,122-52-23.8400W,AIRPORT,Y-L,14/32,1,8800,150,ASPH-G,HIGH,75,200,400,,G
ONP,044-34-49.3000N,124-03-28.5000W,AIRPORT,Y-L,02/20,2,3001,75,ASPH-G,MED,33,50,84,,G
ONP,044-34-49.3000N,124-03-28.5000W,AIRPORT,Y-L,16/34,2,5398,100,ASPH-G,HIGH,75,120,170,,G
OTH,043-25-01.0000N,124-14-49.3000W,AIRPORT,Y-L,05/23,2,5980,150,ASPH-G,HIGH,120,215,340,800,F
OTH,043-25-01.0000N,124-14-49.3000W,AIRPORT,Y-L,13/31,2,4470,150,ASPH-G,MED,120,190,305,735,G
ONO,044-01-09.7000N,117-00-46.9000W,AIRPORT,Y-L,15/33,1,5006,100,ASPH-F,MED,30,60,,,G
PDT,045-41-42.3400N,118-50-36.1300W,AIRPORT,Y-L,08/26,2,6301,150,ASPH-F,HIGH,115,132,210,,G
PDT,045-41-42.3400N,118-50-36.1300W,AIRPORT,Y-L,11/29,2,4809,100,ASPH-G,MED,70,120,122,,G
HIO,045-32-31.6400N,122-57-02.6000W,AIRPORT,Y-L,13R/31L,3,6600,150,ASPH-G,HIGH,50,70,110,,G
HIO,045-32-31.6400N,122-57-02.6000W,AIRPORT,Y-L,02/20,3,3820,75,ASPH-G,MED,54,74,139,,F
HIO,045-32-31.6400N,122-57-02.6000W,AIRPORT,Y-L,13L/31R,3,3600,60,ASPH-E,MED,28,,,,G
PDX,045-35-19.3500N,122-35-48.7300W,AIRPORT,Y-L,10R/28L,3,11000,150,CONC-G,HIGH,200,200,360,,G
PDX,045-35-19.3500N,122-35-48.7300W,AIRPORT,Y-L,03/21,3,6000,150,ASPH-E,MED,120,250,380,,G
PDX,045-35-19.3500N,122-35-48.7300W,AIRPORT,Y-L,10L/28R,3,9825,150,ASPH-E,HIGH,200,200,400,,G
S39,044-17-16.2800N,120-54-19.7900W,AIRPORT,Y-L,15/33,2,4053,40,ASPH-P,LOW,5,,,,G
S39,044-17-16.2800N,120-54-19.7900W,AIRPORT,Y-L,11/29,2,5405,75,ASPH-G,MED,30,,,,G
RDM,044-15-14.6500N,121-08-59.9000W,AIRPORT,Y,05/23,3,7038,150,ASPH-G,HIGH,120,216,399,,G
RDM,044-15-14.6500N,121-08-59.9000W,AIRPORT,Y,11/29,3,7006,100,ASPH-G,MED,109,178,,,G
RBG,043-14-21.6100N,123-21-21.0700W,AIRPORT,Y,16/34,1,5003,100,ASPH-G,MED,42,54,88,,F
SLE,044-54-34.3000N,123-00-09.0000W,AIRPORT,Y-L,16/34,3,5146,100,ASPH-G,MED,39,52,,,G
SLE,044-54-34.3000N,123-00-09.0000W,AIRPORT,Y-L,13/31,3,5811,150,ASPH-G,HIGH,105,147,,,G
SPB,045-46-15.7000N,122-51-42.6000W,AIRPORT,Y-L,15/33,1,5100,100,ASPH-F,MED,30,50,90,,F
S21,043-52-34.7300N,121-27-10.9900W,AIRPORT,Y-L,18/36,1,5460,75,ASPH-F,MED,30,,,,G
DLS,045-37-09.6800N,121-10-05.7900W,AIRPORT,Y-L,13/31,2,5097,100,ASPH-G,MED,30,30,,,G
DLS,045-37-09.6800N,121-10-05.7900W,AIRPORT,Y-L,07/25,2,4647,100,ASPH-G,MED,30,30,,,F
TMK,045-25-05.7000N,123-48-51.8000W,AIRPORT,Y-L,01/19,2,2911,75,ASPH-G,MED,40,46,67,,G
TMK,045-25-05.7000N,123-48-51.8000W,AIRPORT,Y-L,13/31,2,5001,75,ASPH-G,MED,60,75,125,,G
CXY,040-13-01.7000N,076-51-04.9000W,AIRPORT,Y-L,08/26,2,5000,150,ASPH-G,HIGH,65,105,185,,G
CXY,040-13-01.7000N,076-51-04.9000W,AIRPORT,Y-L,12/30,2,3778,100,ASPH-G,MED,40,65,115,,G
PHL,039-52-19.5000N,075-14-26.3900W,AIRPORT,Y-L,09L/27R,4,9500,150,ASPH-G,HIGH,100,210,350,,G
PHL,039-52-19.5000N,075-14-26.3900W,AIRPORT,Y-L,09R/27L,4,12000,200,ASPH-G,HIGH,200,210,350,,G
PHL,039-52-19.5000N,075-14-26.3900W,AIRPORT,Y-L,17/35,4,6500,150,ASPH-G,HIGH,100,170,300,,G
PNE,040-04-54.9800N,075-00-38.0800W,AIRPORT,Y-L,15/33,2,5000,150,ASPH-G,MED,40,55,,,G
PNE,040-04-54.9800N,075-00-38.0800W,AIRPORT,Y-L,06/24,2,7000,100,ASPH-G,HIGH,120,250,550,,G
AGC,040-21-15.9800N,079-55-44.5700W,AIRPORT,Y-L,13/31,3,3825,100,CONC-G,HIGH,20,22,,,G
AGC,040-21-15.9800N,079-55-44.5700W,AIRPORT,Y-L,10/28,3,6501,150,CONC-G,HIGH,90,120,210,,G
UNV,040-51-00.0000N,077-50-51.3000W,AIRPORT,Y-L,06/24,1,6701,150,ASPH-G,HIGH,50,110,,,G
AIK,033-38-57.8000N,081-41-06.1000W,AIRPORT,Y,07/25,2,5500,100,ASPH-G,MED,55,75,140,,G
AIK,033-38-57.8000N,081-41-06.1000W,AIRPORT,Y,01/19,2,3800,75,ASPH-F,,54,75,139,,G
JZI,032-42-03.7000N,080-00-11.7000W,AIRPORT,Y-L,04/22,2,4313,150,CONC-G,MED,45,56,,,G
JZI,032-42-03.7000N,080-00-11.7000W,AIRPORT,Y-L,09/27,2,5350,100,CONC-E,HIGH,60,100,,,G
CUB,033-58-13.7000N,080-59-42.9000W,AIRPORT,Y-L,13/31,1,5011,75,ASPH-F,MED,44,66,,,G
GMU,034-50-52.6000N,082-21-00.0000W,AIRPORT,Y-L,H2,4,50,50,CONC-G,PERI,20,,,,
GMU,034-50-52.6000N,082-21-00.0000W,AIRPORT,Y-L,H1,4,50,50,CONC-G,PERI,20,,,,
GMU,034-50-52.6000N,082-21-00.0000W,AIRPORT,Y-L,10/28,4,4000,80,ASPH-G,MED,43,62,,,G
GMU,034-50-52.6000N,082-21-00.0000W,AIRPORT,Y-L,01/19,4,5393,100,ASPH-E,HIGH,61,81,151,,G
GYH,034-45-29.9300N,082-22-35.0900W,AIRPORT,Y-L,05/23,1,8000,150,CONC-G,HIGH,94,121,199,,G
HXD,032-13-28.1800N,080-41-50.6400W,AIRPORT,Y-L,03/21,1,5000,100,ASPH-G,MED,55,75,,,G
ABR,045-26-48.4700N,098-25-20.7900W,AIRPORT,Y-L,17/35,2,5500,100,ASPH-E,MED,63,82,139,,G
ABR,045-26-48.4700N,098-25-20.7900W,AIRPORT,Y-L,13/31,2,6901,100,CONC-G,HIGH,120,195,339,,G
HON,044-23-06.7000N,098-13-42.8000W,AIRPORT,Y-L,18/36,2,5000,75,CONC-G,MED,40,55,,,G
HON,044-23-06.7000N,098-13-42.8000W,AIRPORT,Y-L,12/30,2,7201,100,CONC-G,HIGH,75,150,280,395,G
PIR,044-22-57.7000N,100-17-09.5000W,AIRPORT,Y-L,13/31,2,6900,100,ASPH-G,HIGH,91,108,168,,G
PIR,044-22-57.7000N,100-17-09.5000W,AIRPORT,Y-L,07/25,2,6880,150,ASPH-G,HIGH,91,114,180,,G
RAP,044-02-43.2000N,103-03-26.5000W,AIRPORT,Y-L,14/32,2,8701,150,CONC-G,HIGH,140,190,300,,G
RAP,044-02-43.2000N,103-03-26.5000W,AIRPORT,Y-L,05/23,2,3601,75,ASPH-G,MED,12,,,,F
FSD,043-34-55.2700N,096-44-30.9300W,AIRPORT,Y-L,15/33,4,8000,150,CONC-G,HIGH,100,180,400,,G
FSD,043-34-55.2700N,096-44-30.9300W,AIRPORT,Y-L,03/21,4,9000,150,CONC-G,HIGH,200,200,444,,G
FSD,043-34-55.2700N,096-44-30.9300W,AIRPORT,Y-L,09/27,4,3151,75,CONC-F,MED,30,,,,G
SPF,044-28-51.8000N,103-47-09.6000W,AIRPORT,Y-L,13/31,3,6401,75,ASPH-G,MED,33,45,,,G
YKN,042-55-00.0400N,097-23-09.3500W,AIRPORT,Y-L,02/20,2,3380,60,ASPH-E,MED,12,,,,G
YKN,042-55-00.0400N,097-23-09.3500W,AIRPORT,Y-L,13/31,2,6094,100,CONC-E,HIGH,30,50,90,,G
TRI,036-28-30.7500N,082-24-26.7000W,AIRPORT,Y-L,09/27,2,4442,150,ASPH-F,MED,21,,,,G
TRI,036-28-30.7500N,082-24-26.7000W,AIRPORT,Y-L,05/23,2,8000,150,ASPH-G,HIGH,112,185,336,,G
CHA,035-02-06.7000N,085-12-12.8000W,AIRPORT,Y-L,02/20,2,7400,150,ASPH-G,HIGH,120,164,265,,G
CHA,035-02-06.7000N,085-12-12.8000W,AIRPORT,Y-L,15/33,2,5575,150,ASPH-G,MED,120,164,265,,G
RZR,035-12-44.4100N,084-47-57.1200W,AIRPORT,Y-L,03/21,1,6200,100,CONC-G,MED,20,50,65,115,G
M29,035-22-58.9200N,087-58-05.7600W,AIRPORT,Y,03/21,1,4200,75,ASPH-G,,30,,,,G
M02,036-07-40.6400N,087-25-47.4200W,AIRPORT,Y-L,17/35,1,5001,75,ASPH-G,MED,16,26,,,G
HZD,036-05-21.4700N,088-27-47.8800W,AIRPORT,Y-L,01/19,1,5507,100,ASPH-G,MED,48,66,,,G
MKL,035-35-59.5700N,088-54-56.2000W,AIRPORT,Y-L,11/29,2,3539,100,ASPH-F,MED,27,,,,F
MKL,035-35-59.5700N,088-54-56.2000W,AIRPORT,Y-L,02/20,2,6005,150,ASPH-F,HIGH,55,80,125,,F
DKX,035-57-49.8000N,083-52-25.2000W,AIRPORT,Y-L,08/26,1,3499,75,ASPH-G,MED,22,,,,G
TYS,035-48-39.9300N,083-59-38.6400W,AIRPORT,Y-L,05L/23R,2,10000,150,CONC-G,HIGH,120,239,439,961,G
TYS,035-48-39.9300N,083-59-38.6400W,AIRPORT,Y-L,05R/23L,2,9000,150,ASPH-G,HIGH,75,200,270,,G
M54,036-11-25.4800N,086-18-56.4900W,AIRPORT,Y-L,01/19,2,5000,100,ASPH-G,MED,24,37,,,G
MNV,035-32-42.8300N,084-22-49.4400W,AIRPORT,Y-L,05/23,1,3643,75,ASPH-G,MED,22,35,,,G
BNA,036-07-28.1100N,086-40-41.4500W,AIRPORT,Y-L,02C/20C,4,8001,150,CONC-G,HIGH,75,209,350,,G
BNA,036-07-28.1100N,086-40-41.4500W,AIRPORT,Y-L,02L/20R,4,7704,150,CONC-G,HIGH,100,200,390,850,G
BNA,036-07-28.1100N,086-40-41.4500W,AIRPORT,Y-L,02R/20L,4,8001,150,CONC-G,HIGH,75,209,350,,G
BNA,036-07-28.1100N,086-40-41.4500W,AIRPORT,Y-L,13/31,4,11030,150,CONC-G,HIGH,75,175,250,875,G
JWN,036-10-58.8800N,086-53-11.3800W,AIRPORT,Y-L,02/20,1,6001,100,ASPH-G,MED,35,97,,,G
PHT,036-20-09.4000N,088-23-04.0000W,AIRPORT,Y-L,02/20,1,5001,100,ASPH-G,MED,17,,,,G
ABI,032-24-40.8000N,099-40-54.8000W,AIRPORT,Y-L,17R/35L,2,7208,150,ASPH-G,HIGH,85,160,160,,G
ABI,032-24-40.8000N,099-40-54.8000W,AIRPORT,Y-L,17L/35R,2,7198,150,ASPH-G,HIGH,85,160,160,,G
AMA,035-13-09.7000N,101-42-21.3000W,AIRPORT,Y-L,04/22,2,13502,200,CONC-G,HIGH,100,200,400,,G
AMA,035-13-09.7000N,101-42-21.3000W,AIRPORT,Y-L,13/31,2,7901,150,CONC-G,HIGH,100,200,400,,G
AUS,030-11-40.3000N,097-40-11.5500W,AIRPORT,Y-L,18R/36L,5,12250,150,CONC-G,HIGH,75,210,618,913,G
AUS,030-11-40.3000N,097-40-11.5500W,AIRPORT,Y-L,18L/36R,5,9000,150,CONC-G,HIGH,75,210,618,913,G
BMT,030-04-12.7400N,094-12-54.3500W,AIRPORT,Y-L,13/31,1,4001,75,ASPH-E,MED,17,,,,G
BEA,028-21-51.2000N,097-47-31.0000W,AIRPORT,Y-L,12/30,2,4553,75,ASPH-G,MED,25,,,,P
BPG,032-12-45.4000N,101-31-17.9000W,AIRPORT,Y-L,17/35,2,8802,100,CONC-G,MED,60,150,200,,G
XBP,033-10-26.2500N,097-49-42.3400W,AIRPORT,Y-L,18/36,1,5005,75,ASPH-G,MED,30,,,,F
CDS,034-26-01.6000N,100-17-16.8000W,AIRPORT,Y-L,18/36,2,5949,75,ASPH-G,MED,21,,,,F
CDS,034-26-01.6000N,100-17-16.8000W,AIRPORT,Y-L,04/22,2,4425,60,ASPH-P,,21,,,,P
CLL,030-35-16.9500N,096-21-45.1600W,AIRPORT,Y-L,11/29,2,5158,150,ASPH-E,MED,37,49,,,G
CLL,030-35-16.9500N,096-21-45.1600W,AIRPORT,Y-L,17/35,2,7000,146,ASPH-CONC-E,HIGH,78,94,156,,G
CRP,027-46-19.9000N,097-30-08.7000W,AIRPORT,Y-L,13/31,2,7510,150,ASPH-G,HIGH,150,170,245,,G
CRP,027-46-19.9000N,097-30-08.7000W,AIRPORT,Y-L,18/36,2,6080,150,ASPH-G,HIGH,150,170,245,,G
ADS,032-58-06.8000N,096-50-11.2000W,AIRPORT,Y-L,16/34,1,7203,100,ASPH-G,HIGH,60,120,,,G
DAL,032-50-45.4000N,096-51-03.1600W,AIRPORT,Y-L,13L/31R,2,7752,150,CONC-G,HIGH,100,200,350,,G
DAL,032-50-45.4000N,096-51-03.1600W,AIRPORT,Y-L,13R/31L,2,8800,150,CONC-G,HIGH,120,250,388,875,G
LUD,033-15-15.3000N,097-34-49.8000W,AIRPORT,Y-L,17/35,1,4200,60,ASPH-G,MED,12,17,,,F
DTO,033-12-07.0600N,097-11-56.7500W,AIRPORT,Y-L,18R/36L,2,5003,75,ASPH-E,MED,30,,,,G
DTO,033-12-07.0600N,097-11-56.7500W,AIRPORT,Y-L,18L/36R,2,7002,150,ASPH-F,MED,70,100,,,G
ELP,031-48-26.4000N,106-22-34.9000W,AIRPORT,Y-L,08L/26R,3,5499,75,CONC-G,MED,60,180,,,G
ELP,031-48-26.4000N,106-22-34.9000W,AIRPORT,Y-L,04/22,3,12020,150,ASPH-CONC-F,HIGH,100,180,350,,G
ELP,031-48-26.4000N,106-22-34.9000W,AIRPORT,Y-L,08R/26L,3,9025,150,ASPH-CONC-F,HIGH,100,180,350,,G
BKS,027-12-21.8000N,098-07-15.7000W,AIRPORT,Y-L,14/32,2,3018,60,ASPH-E,,4,,,,G
BKS,027-12-21.8000N,098-07-15.7000W,AIRPORT,Y-L,17/35,2,6006,75,ASPH-G,MED,52,80,,,G
FTW,032-49-11.1700N,097-21-44.8200W,AIRPORT,Y-L,17/35,4,4005,75,ASPH-E,MED,12,50,,,G
FTW,032-49-11.1700N,097-21-44.8200W,AIRPORT,Y-L,16/34,4,7502,150,CONC-G,HIGH,80,100,190,350,G
T82,030-14-35.7000N,098-54-33.1000W,AIRPORT,Y-L,14/32,1,5001,75,ASPH-G,MED,30,,,,G
GTU,030-40-43.7000N,097-40-45.8000W,AIRPORT,Y-L,18/36,2,5004,100,ASPH-G,MED,30,60,,,G
GTU,030-40-43.7000N,097-40-45.8000W,AIRPORT,Y-L,11/29,2,4099,75,ASPH-F,MED,12,,,,G
GVT,033-04-04.2000N,096-03-55.2000W,AIRPORT,Y-L,17/35,1,8030,150,ASPH-G,MED,26,,,,G
EFD,029-36-26.4000N,095-09-31.5000W,AIRPORT,Y-L,17R/35L,3,9001,150,CONC-G,HIGH,100,190,590,800,G
EFD,029-36-26.4000N,095-09-31.5000W,AIRPORT,Y-L,17L/35R,3,4609,75,CONC-F,,24,63,145,300,G
EFD,029-36-26.4000N,095-09-31.5000W,AIRPORT,Y-L,04/22,3,8001,150,CONC-G,HIGH,100,164,300,668,G
IAH,029-59-03.9700N,095-20-29.1900W,AIRPORT,Y-L,15L/33R,5,12001,150,CONC-G,HIGH,100,200,400,800,G
IAH,029-59-03.9700N,095-20-29.1900W,AIRPORT,Y-L,08L/26R,5,9000,150,CONC-E,HIGH,75,210,409,873,G
IAH,029-59-03.9700N,095-20-29.1900W,AIRPORT,Y-L,08R/26L,5,9402,150,CONC-G,HIGH,75,210,498,873,G
IAH,029-59-03.9700N,095-20-29.1900W,AIRPORT,Y-L,15R/33L,5,10000,150,CONC-G,HIGH,75,200,400,873,G
HOU,029-38-44.8800N,095-16-38.0300W,AIRPORT,Y,13R/31L,3,7602,150,ASPH-G,HIGH,75,195,220,,G
HOU,029-38-44.8800N,095-16-38.0300W,AIRPORT,Y,13L/31R,3,5148,100,CONC-F,MED,30,45,80,,G
HOU,029-38-44.8800N,095-16-38.0300W,AIRPORT,Y,04/22,3,7602,150,CONC-G,HIGH,75,200,400,,G
CXO,030-21-12.2200N,095-24-54.3000W,AIRPORT,Y-L,01/19,2,5000,100,CONC-G,MED,30,75,,,G
CXO,030-21-12.2200N,095-24-54.3000W,AIRPORT,Y-L,14/32,2,7501,150,CONC-G,HIGH,60,100,,,G
AQO,030-47-03.2000N,098-39-35.6000W,AIRPORT,Y-L,17/35,2,4202,75,ASPH-G,MED,20,,,,G
GGG,032-23-02.4000N,094-42-41.4000W,AIRPORT,Y-L,13/31,2,10000,150,ASPH-G,HIGH,95,155,288,,G
GGG,032-23-02.4000N,094-42-41.4000W,AIRPORT,Y-L,18/36,2,6110,150,ASPH-G,MED,95,155,280,,G
LBB,033-39-49.2000N,101-49-14.0000W,AIRPORT,Y-L,08/26,3,8003,150,CONC-G,HIGH,100,170,350,,G
LBB,033-39-49.2000N,101-49-14.0000W,AIRPORT,Y-L,17R/35L,3,11500,150,CONC-G,HIGH,100,170,350,,G
LBB,033-39-49.2000N,101-49-14.0000W,AIRPORT,Y-L,17L/35R,3,2891,74,ASPH-F,,12,,,,G
T31,033-12-30.4200N,096-44-30.9900W,AIRPORT,Y,17/35,1,4352,60,ASPH-TURF-G,MED,6,,,,G
MRF,030-22-16.0000N,104-01-03.1000W,AIRPORT,Y-L,04/22,3,5309,75,ASPH-G,,18,,,,G
MRF,030-22-16.0000N,104-01-03.1000W,AIRPORT,Y-L,13/31,3,6203,75,ASPH-G,MED,18,,,,G
MAF,031-56-33.1000N,102-12-06.9000W,AIRPORT,Y-L,04/22,4,4605,75,ASPH-G,MED,30,60,,,G
MAF,031-56-33.1000N,102-12-06.9000W,AIRPORT,Y-L,10/28,4,8302,150,ASPH-G,HIGH,160,200,350,700,G
MAF,031-56-33.1000N,102-12-06.9000W,AIRPORT,Y-L,16L/34R,4,4247,100,ASPH-G,MED,30,60,,,G
MAF,031-56-33.1000N,102-12-06.9000W,AIRPORT,Y-L,16R/34L,4,9501,150,ASPH-G,HIGH,160,200,350,700,G
MWL,032-46-53.7800N,098-03-36.6300W,AIRPORT,Y-L,17/35,2,4188,100,ASPH-G,MED,50,145,,,F
MWL,032-46-53.7800N,098-03-36.6300W,AIRPORT,Y-L,13/31,2,5996,100,ASPH-G,MED,50,145,,,F
ODO,031-55-17.0900N,102-23-13.6800W,AIRPORT,Y-L,02/20,3,5703,75,ASPH-G,MED,14,,,,G
ODO,031-55-17.0900N,102-23-13.6800W,AIRPORT,Y-L,11/29,3,6200,100,ASPH-G,MED,30,,,,G
