Loc Id,Facility Type,Wind Indicator,Runway Id,Length,Width,Surface Type Condition,Edge Light Intensity,WBC Single,WBC Dual,WBC Two Dual,WBC Tandem Two Dual,Base Marking Condition,Schedule,Schedule,,
BRD,AIRPORT,Y-L,16/34,7100,150,CONC-E,HIGH,75,125,220,,G,JUL-OCT/ALL/0500-2300,JUL-OCT,ALL,0500-2300
BRD,AIRPORT,Y-L,16/34,7100,150,CONC-E,HIGH,75,125,220,,G,NOV-JUN/ALL/0500-2300,NOV-JUN,ALL,0500-2300
COQ,AIRPORT,Y-L,18/36,4002,75,ASPH-F,MED,8,12,,,G,ALL/MON-SAT/0800-1700,ALL,MON-SAT,0800-1700
COQ,AIRPORT,Y-L,07/25,3100,75,ASPH-F,MED,,,,,G,ALL/MON-SAT/0800-1700,ALL,MON-SAT,0800-1700
DLH,AIRPORT,Y,03/21,5719,150,ASPH-G,MED,52,100,361,,G,ALL/ALL/ALL,ALL,ALL,ALL
DLH,AIRPORT,Y,09/27,10591,150,CONC-F,HIGH,94,180,650,,G,ALL/ALL/ALL,ALL,ALL,ALL
ELO,AIRPORT,Y-L,12/30,5596,100,ASPH-G,MED,99,159,,,G,ALL/ALL/0800-1700,ALL,ALL,0800-1700
INL,AIRPORT,Y,04/22,2999,75,ASPH-F,,12,,,,F,ALL/ALL/DALGT,ALL,ALL,DALGT
INL,AIRPORT,Y,13/31,7400,150,ASPH-G,HIGH,100,125,190,,G,ALL/ALL/DALGT,ALL,ALL,DALGT
FCM,AIRPORT,Y-L,10L/28R,3901,75,ASPH-F,MED,12,,,,G,ALL/ALL/ALL,ALL,ALL,ALL
FCM,AIRPORT,Y-L,10R/28L,5001,100,ASPH-G,HIGH,30,60,,,G,ALL/ALL/ALL,ALL,ALL,ALL
FCM,AIRPORT,Y-L,18/36,2690,75,ASPH-G,MED,12,,,,G,ALL/ALL/ALL,ALL,ALL,ALL
GPZ,AIRPORT,Y-L,16/34,5756,100,ASPH-G,HIGH,23,38,78,,G,NOV-MAR/ALL/0700-2000,NOV-MAR,ALL,0700-2000
GPZ,AIRPORT,Y-L,16/34,5756,100,ASPH-G,HIGH,23,38,78,,G,APR-OCT/ALL/0700-2100,APR-OCT,ALL,0700-2100
GPZ,AIRPORT,Y-L,05/23,3000,60,ASPH-G,MED,125,,,,G,NOV-MAR/ALL/0700-2000,NOV-MAR,ALL,0700-2000
GPZ,AIRPORT,Y-L,05/23,3000,60,ASPH-G,MED,125,,,,G,APR-OCT/ALL/0700-2100,APR-OCT,ALL,0700-2100
MKT,AIRPORT,Y-L,04/22,4000,75,ASPH-G,MED,18,25,,,G,ALL/SAT-SUN/0800-1900,ALL,SAT-SUN,0800-1900
MKT,AIRPORT,Y-L,04/22,4000,75,ASPH-G,MED,18,25,,,G,ALL/MON-FRI/0700-2000,ALL,MON-FRI,0700-2000
MKT,AIRPORT,Y-L,15/33,6600,100,CONC-G,HIGH,60,120,155,237,G,ALL/SAT-SUN/0800-1900,ALL,SAT-SUN,0800-1900
MKT,AIRPORT,Y-L,15/33,6600,100,CONC-G,HIGH,60,120,155,237,G,ALL/MON-FRI/0700-2000,ALL,MON-FRI,0700-2000
MSP,AIRPORT,Y-L,12L/30R,8200,150,CONC-F,HIGH,100,200,400,850,G,ALL/ALL/ALL,ALL,ALL,ALL
MSP,AIRPORT,Y-L,12R/30L,10000,200,CONC-G,HIGH,100,200,400,850,G,ALL/ALL/ALL,ALL,ALL,ALL
MSP,AIRPORT,Y-L,17/35,8000,150,CONC-G,HIGH,100,200,400,850,G,ALL/ALL/ALL,ALL,ALL,ALL
MSP,AIRPORT,Y-L,04/22,11006,150,CONC-G,HIGH,100,200,400,850,G,ALL/ALL/ALL,ALL,ALL,ALL
HIB,AIRPORT,Y-L,13/31,6758,150,ASPH-E,HIGH,60,100,160,,G,ALL/ALL/0600-2200,ALL,ALL,0600-2200
HIB,AIRPORT,Y-L,04/22,3075,75,ASPH-E,,35,45,,,G,ALL/ALL/0600-2200,ALL,ALL,0600-2200
TWM,AIRPORT,Y-L,06/24,4400,75,ASPH-G,MED,,,,,F,NOV-APR/MON-FRI/0800-1700,NOV-APR,MON-FRI,0800-1700
TWM,AIRPORT,Y-L,06/24,4400,75,ASPH-G,MED,,,,,F,MAY-OCT/SUN-SAT/0800-1700,MAY-OCT,SUN-SAT,0800-1700
TWM,AIRPORT,Y-L,15/33,2581,150,TURF-G,,,,,,,NOV-APR/MON-FRI/0800-1700,NOV-APR,MON-FRI,0800-1700
TWM,AIRPORT,Y-L,15/33,2581,150,TURF-G,,,,,,,MAY-OCT/SUN-SAT/0800-1700,MAY-OCT,SUN-SAT,0800-1700
RST,AIRPORT,Y-L,02/20,7301,150,CONC-G,MED,100,175,300,,G,ALL/ALL/ALL,ALL,ALL,ALL
RST,AIRPORT,Y-L,13/31,9034,150,CONC-G,HIGH,100,175,300,,G,ALL/ALL/ALL,ALL,ALL,ALL
SGS,AIRPORT,Y-L,16/34,4002,100,ASPH-G,MED,30,57,,,G,ALL/MON-SAT/0830-1700,ALL,MON-SAT,0830-1700
SGS,AIRPORT,Y-L,16/34,4002,100,ASPH-G,MED,30,57,,,G,ALL/SUN/0830-1530,ALL,SUN,0830-1530
STP,AIRPORT,Y-L,09/27,3642,100,ASPH-G,MED,12,,,,G,ALL/ALL/ALL,ALL,ALL,ALL
STP,AIRPORT,Y-L,13/31,4004,150,ASPH-G,HIGH,97,135,228,,G,ALL/ALL/ALL,ALL,ALL,ALL
STP,AIRPORT,Y-L,14/32,6491,150,ASPH-G,HIGH,83,111,197,,G,ALL/ALL/ALL,ALL,ALL,ALL
RRT,AIRPORT,Y-L,04/22,2987,150,TURF-G,,,,,,,ALL/MON-FRI/0700-1700,ALL,MON-FRI,0700-1700
RRT,AIRPORT,Y-L,13/31,5400,100,ASPH-G,HIGH,30,40,,,G,ALL/MON-FRI/0700-1700,ALL,MON-FRI,0700-1700
M17,AIRPORT,Y-L,18/36,4000,75,ASPH-E,MED,12,,,,G,ALL/MON-SAT/0800-1700,ALL,MON-SAT,0800-1700
BBG,AIRPORT,Y,14/32,7140,150,CONC-G,HIGH,75,200,350,700,G,ALL/ALL/ALL,ALL,ALL,ALL
CGI,AIRPORT,Y-L,10/28,6500,150,CONC-G,HIGH,93,125,215,,G,ALL/MON-FRI/0600-1900,ALL,MON-FRI,0600-1900
CGI,AIRPORT,Y-L,10/28,6500,150,CONC-G,HIGH,93,125,215,,G,ALL/SAT-SUN/0600-1800,ALL,SAT-SUN,0600-1800
CGI,AIRPORT,Y-L,02/20,3997,100,ASPH-CONC-F,MED,45,60,100,,G,ALL/MON-FRI/0600-1900,ALL,MON-FRI,0600-1900
CGI,AIRPORT,Y-L,02/20,3997,100,ASPH-CONC-F,MED,45,60,100,,G,ALL/SAT-SUN/0600-1800,ALL,SAT-SUN,0600-1800
MKC,AIRPORT,Y-L,01/19,6827,150,CONC-E,HIGH,86,171,342,,G,ALL/ALL/ALL,ALL,ALL,ALL
MKC,AIRPORT,Y-L,03/21,5050,100,ASPH-E,HIGH,48,73,136,,G,ALL/ALL/ALL,ALL,ALL,ALL
TKX,AIRPORT,Y-L,18/36,3012,75,ASPH-G,MED,10,,,,G,ALL/SUN/1300-1700,ALL,SUN,1300-1700
TKX,AIRPORT,Y-L,18/36,3012,75,ASPH-G,MED,10,,,,G,ALL/MON-SAT/0800-1700,ALL,MON-SAT,0800-1700
TKX,AIRPORT,Y-L,02/20,5000,75,CONC-G,MED,30,42,,,G,ALL/SUN/1300-1700,ALL,SUN,1300-1700
TKX,AIRPORT,Y-L,02/20,5000,75,CONC-G,MED,30,42,,,G,ALL/MON-SAT/0800-1700,ALL,MON-SAT,0800-1700
IRK,AIRPORT,Y-L,09/27,1370,100,TURF-G,,,,,,,ALL/ALL/0530-2000,ALL,ALL,0530-2000
IRK,AIRPORT,Y-L,18/36,6005,100,CONC-F,HIGH,30,48,85,,F,ALL/ALL/0530-2000,ALL,ALL,0530-2000
AIZ,AIRPORT,Y-L,04/22,6497,100,ASPH-G,MED,55,70,215,,F,MAY-SEP/MON-WED/0800-1800,MAY-SEP,MON-WED,0800-1800
AIZ,AIRPORT,Y-L,04/22,6497,100,ASPH-G,MED,55,70,215,,F,OCT-APR/ALL/0800-1800,OCT-APR,ALL,0800-1800
AIZ,AIRPORT,Y-L,04/22,6497,100,ASPH-G,MED,55,70,215,,F,MAY-SEP/THU-SUN/0800-2000,MAY-SEP,THU-SUN,0800-2000
MBY,AIRPORT,Y-L,05/23,3350,60,CONC-E,MED,4,,,,G,ALL/ALL/0800-1700,ALL,ALL,0800-1700
MBY,AIRPORT,Y-L,13/31,5000,75,CONC-E,MED,30,38,,,G,ALL/ALL/0800-1700,ALL,ALL,0800-1700
VIH,AIRPORT,Y-L,13/31,5501,100,ASPH-F,MED,48,62,92,,F,ALL/SAT-SUN/0700-1700,ALL,SAT-SUN,0700-1700
VIH,AIRPORT,Y-L,13/31,5501,100,ASPH-F,MED,48,62,92,,F,ALL/MON-FRI/0600-1700,ALL,MON-FRI,0600-1700
VIH,AIRPORT,Y-L,04/22,5500,100,ASPH-E,MED,75,85,130,,G,ALL/SAT-SUN/0700-1700,ALL,SAT-SUN,0700-1700
VIH,AIRPORT,Y-L,04/22,5500,100,ASPH-E,MED,75,85,130,,G,ALL/MON-FRI/0600-1700,ALL,MON-FRI,0600-1700
SIK,AIRPORT,Y-L,03/21,5502,100,ASPH-G,MED,30,38,,,P,ALL/ALL/0800-1700,ALL,ALL,0800-1700
SGF,AIRPORT,Y-L,02/20,7003,150,CONC-G,HIGH,135,170,300,,G,ALL/ALL/ALL,ALL,ALL,ALL
SGF,AIRPORT,Y-L,14/32,8000,150,CONC-E,HIGH,135,170,300,,G,ALL/ALL/ALL,ALL,ALL,ALL
GTR,AIRPORT,Y-L,18/36,8003,150,ASPH-G,HIGH,120,239,385,669,G,ALL/ALL/ALL,ALL,ALL,ALL
HEZ,AIRPORT,Y-L,18/36,5000,150,ASPH-P,MED,83,113,65,,P,ALL/ALL/0600-2000,ALL,ALL,0600-2000
HEZ,AIRPORT,Y-L,13/31,6500,150,ASPH-P,HIGH,50,78,172,,F,ALL/ALL/0600-2000,ALL,ALL,0600-2000
JAN,AIRPORT,Y-L,16L/34R,8500,150,ASPH-G,HIGH,75,200,390,850,G,ALL/ALL/ALL,ALL,ALL,ALL
JAN,AIRPORT,Y-L,16R/34L,8500,150,ASPH-E,HIGH,130,140,250,720,G,ALL/ALL/ALL,ALL,ALL,ALL
MEI,AIRPORT,Y-L,04/22,4599,150,ASPH-P,MED,78,118,211,,F,ALL/ALL/0600-2200,ALL,ALL,0600-2200
MEI,AIRPORT,Y-L,01/19,10003,150,ASPH-CONC-G,HIGH,120,250,550,,F,ALL/ALL/0600-2200,ALL,ALL,0600-2200
HSA,AIRPORT,Y-L,18/36,8498,150,ASPH-G,HIGH,,,472,955,P,ALL/MON-FRI/0700-1900,ALL,MON-FRI,0700-1900
HSA,AIRPORT,Y-L,18/36,8498,150,ASPH-G,HIGH,,,472,955,P,ALL/SAT-SUN/0800-2000,ALL,SAT-SUN,0800-2000
UOX,AIRPORT,Y-L,09/27,5600,100,ASPH-F,MED,38,55,90,,F,ALL/ALL/0700-1800,ALL,ALL,0700-1800
VKS,AIRPORT,Y-L,01/19,5001,100,ASPH-F,MED,30,50,90,,F,ALL/MON-FRI/0730-1700,ALL,MON-FRI,0730-1700
BHK,AIRPORT,Y-L,13/31,5904,75,ASPH-E,MED,20,26,,,G,ALL/MON-FRI/0800-1700,ALL,MON-FRI,0800-1700
BHK,AIRPORT,Y-L,13/31,5904,75,ASPH-E,MED,20,26,,,G,ALL/SAT/0800-1200,ALL,SAT,0800-1200
BTM,AIRPORT,Y-L,12/30,5100,75,ASPH-G,MED,12,,,,G,ALL/ALL/DAWN-DUSK,ALL,ALL,DAWN-DUSK
BTM,AIRPORT,Y-L,15/33,9000,150,ASPH-G,MED,60,125,175,,G,ALL/ALL/DAWN-DUSK,ALL,ALL,DAWN-DUSK
6S0,AIRPORT,Y-L,06/24,5285,75,ASPH-G,MED,12,,,,G,ALL/MON-FRI/0800-1700,ALL,MON-FRI,0800-1700
6S0,AIRPORT,Y-L,06/24,5285,75,ASPH-G,MED,12,,,,G,ALL/SAT-SUN/ON CALL,ALL,SAT-SUN,ON CALL
6S0,AIRPORT,Y-L,18/36,3475,75,TURF-G,,,,,,,ALL/MON-FRI/0800-1700,ALL,MON-FRI,0800-1700
6S0,AIRPORT,Y-L,18/36,3475,75,TURF-G,,,,,,,ALL/SAT-SUN/ON CALL,ALL,SAT-SUN,ON CALL
BIL,AIRPORT,Y-L,10R/28L,3800,75,ASPH-G,MED,12,,,,F,ALL/ALL/ALL,ALL,ALL,ALL
BIL,AIRPORT,Y-L,10L/28R,10518,150,ASPH-G,HIGH,120,214,365,,G,ALL/ALL/ALL,ALL,ALL,ALL
BIL,AIRPORT,Y-L,07/25,5501,75,ASPH-G,MED,12,,,,G,ALL/ALL/ALL,ALL,ALL,ALL
BZN,AIRPORT,Y-L,11/29,5050,75,ASPH-G,MED,12,,,,G,ALL/ALL/0500-0100,ALL,ALL,0500-0100
BZN,AIRPORT,Y-L,12/30,8994,150,ASPH-G,HIGH,120,250,550,1120,G,ALL/ALL/0500-0100,ALL,ALL,0500-0100
BZN,AIRPORT,Y-L,03/21,2650,75,ASPH-G,,12,,,,G,ALL/ALL/0500-0100,ALL,ALL,0500-0100
BZN,AIRPORT,Y-L,11G/29G,2802,80,TURF-G,,,,,,,ALL/ALL/0500-0100,ALL,ALL,0500-0100
CTB,AIRPORT,Y-L,14/32,5300,75,ASPH-E,MED,27,37,,,G,ALL/ALL/0830-1730,ALL,ALL,0830-1730
CTB,AIRPORT,Y-L,05/23,5300,75,ASPH-E,MED,27,37,,,G,ALL/ALL/0830-1730,ALL,ALL,0830-1730
38S,AIRPORT,Y-L,13/31,5800,75,ASPH-E,MED,50,75,,,G,UNATNDD,UNATNDD,,
DLN,AIRPORT,Y-L,17/35,6501,75,ASPH-E,MED,58,75,129,,G,ALL/ALL/0800-1700,ALL,ALL,0800-1700
DLN,AIRPORT,Y-L,04/22,3600,60,ASPH-E,MED,12,,,,G,ALL/ALL/0800-1700,ALL,ALL,0800-1700
MLS,AIRPORT,Y-L,04/22,5764,75,ASPH-E,MED,24,24,,,G,ALL/ALL/DALGT,ALL,ALL,DALGT
MLS,AIRPORT,Y-L,13/31,5624,100,ASPH-G,MED,38,55,85,,G,ALL/ALL/DALGT,ALL,ALL,DALGT
GPI,AIRPORT,Y-L,02/20,9007,150,ASPH-G,HIGH,115,198,321,,G,ALL/ALL/ALL,ALL,ALL,ALL
GPI,AIRPORT,Y-L,12/30,3510,75,ASPH-G,MED,25,40,,,G,ALL/ALL/ALL,ALL,ALL,ALL
GTF,AIRPORT,Y,17/35,6030,150,ASPH-G,MED,87,140,245,245,G,ALL/ALL/ALL,ALL,ALL,ALL
GTF,AIRPORT,Y,03/21,10502,150,ASPH-G,HIGH,116,225,424,915,G,ALL/ALL/ALL,ALL,ALL,ALL
HLN,AIRPORT,Y-L,09/27,9000,150,ASPH-G,HIGH,,160,250,420,G,ALL/ALL/0500-0100,ALL,ALL,0500-0100
HLN,AIRPORT,Y-L,05/23,4644,75,ASPH-F,MED,21,30,,,G,ALL/ALL/0500-0100,ALL,ALL,0500-0100
HLN,AIRPORT,Y-L,17/35,2989,75,ASPH-F,MED,,,,,G,ALL/ALL/0500-0100,ALL,ALL,0500-0100
HLN,AIRPORT,Y-L,10/28,1584,75,TURF,,,,,,,ALL/ALL/0500-0100,ALL,ALL,0500-0100
LWT,AIRPORT,Y-L,03/21,5600,101,ASPH-P,,12,80,120,,P,ALL/MON-FRI/0800-1700,ALL,MON-FRI,0800-1700
LWT,AIRPORT,Y-L,08/26,6100,100,ASPH-G,MED,40,55,95,,G,ALL/MON-FRI/0800-1700,ALL,MON-FRI,0800-1700
LWT,AIRPORT,Y-L,13/31,4102,62,ASPH-G,MED,12,,,,G,ALL/MON-FRI/0800-1700,ALL,MON-FRI,0800-1700
LTY,AIRPORT,Y-L,07/25,4607,75,ASPH-E,MED,12,,,,G,MAR-NOV/MON-FRI/0800-1700,MAR-NOV,MON-FRI,0800-1700
LTY,AIRPORT,Y-L,07/25,4607,75,ASPH-E,MED,12,,,,G,DEC-FEB/IREG/,DEC-FEB,IREG,
LTY,AIRPORT,Y-L,16/34,1710,60,TURF-F,,,,,,,MAR-NOV/MON-FRI/0800-1700,MAR-NOV,MON-FRI,0800-1700
LTY,AIRPORT,Y-L,16/34,1710,60,TURF-F,,,,,,,DEC-FEB/IREG/,DEC-FEB,IREG,
MSO,AIRPORT,Y-L,08/26,4612,75,ASPH-F,MED,30,50,,,G,ALL/ALL/ALL,ALL,ALL,ALL
MSO,AIRPORT,Y-L,12/30,9501,150,ASPH-G,HIGH,145,170,255,,G,ALL/ALL/ALL,ALL,ALL,ALL
8S1,AIRPORT,Y-L,18/36,4194,75,ASPH-G,MED,17,,,,G,ALL/ALL/0800-1700,ALL,ALL,0800-1700
8S1,AIRPORT,Y-L,03W/21W,4000,500,WATER,,,,,,,ALL/ALL/0800-1700,ALL,ALL,0800-1700
HRF,AIRPORT,Y-L,17/35,5200,75,ASPH-E,MED,40,53,,,G,ALL/ALL/0800-1700,ALL,ALL,0800-1700
7S0,AIRPORT,Y-L,16/34,4798,75,ASPH-E,MED,,,,,G,UNATNDD,UNATNDD,,
RVF,AIRPORT,Y-L,07/25,2866,100,TURF-DIRT-G,,,,,,,ALL/MON-FRI/0800-1700,ALL,MON-FRI,0800-1700
RVF,AIRPORT,Y-L,17/35,6000,60,ASPH-G,MED,60,78,99,,G,ALL/MON-FRI/0800-1700,ALL,MON-FRI,0800-1700
SDY,AIRPORT,Y-L,01/19,5705,100,ASPH-G,MED,46,61,109,,G,ALL/ALL/0600-1900,ALL,ALL,0600-1900
SDY,AIRPORT,Y-L,11/29,4024,100,ASPH-G,MED,12,18,,,G,ALL/ALL/0600-1900,ALL,ALL,0600-1900
8S0,AIRPORT,Y,06/24,4051,74,ASPH-G,MED,,,,,F,UNATNDD,UNATNDD,,
32S,AIRPORT,Y-L,12/30,3809,75,ASPH-G,MED,12,,,,G,UNATNDD,UNATNDD,,
6S3,AIRPORT,Y,10/28,3800,75,ASPH-E,MED,12,,,,G,ALL/MON-FRI/0800-1700,ALL,MON-FRI,0800-1700
WYS,AIRPORT,Y-L,01/19,8400,150,ASPH-G,HIGH,90,150,280,,G,MAY-OCT/ALL/0800-1700,MAY-OCT,ALL,0800-1700
AVL,AIRPORT,Y-L,17/35,8002,150,ASPH-E,HIGH,120,219,404,837,G,ALL/ALL/ALL,ALL,ALL,ALL
EQY,AIRPORT,Y-L,05/23,7001,100,ASPH-E,HIGH,35,68,,,G,ALL/ALL/0700-1900,ALL,ALL,0700-1900
JQF,AIRPORT,Y-L,02/20,7402,100,ASPH-G,HIGH,,129,,,G,ALL/ALL/ALL,ALL,ALL,ALL
MQI,AIRPORT,Y-L,17/35,3303,75,ASPH-G,MED,20,,,,G,ALL/ALL/0800-1900,ALL,ALL,0800-1900
MQI,AIRPORT,Y-L,05/23,4306,100,ASPH-E,MED,48,,,,G,ALL/ALL/0800-1900,ALL,ALL,0800-1900
14A,AIRPORT,Y,14/32,3147,40,ASPH-G,MED,8,,,,G,ALL/SAT - SUN/1000-1600,ALL,SAT - SUN,1000-1600
14A,AIRPORT,Y,14/32,3147,40,ASPH-G,MED,8,,,,G,ALL/MON - FRI/0800-1700,ALL,MON - FRI,0800-1700
SOP,AIRPORT,Y-L,05/23,6503,150,ASPH-G,HIGH,100,162,,,G,ALL/ALL/0800-2000,ALL,ALL,0800-2000
GSO,AIRPORT,Y-L,14/32,6380,150,ASPH-F,HIGH,120,218,352,,G,ALL/ALL/ALL,ALL,ALL,ALL
GSO,AIRPORT,Y-L,05L/23R,9000,150,ASPH-F,HIGH,120,250,550,1120,G,ALL/ALL/ALL,ALL,ALL,ALL
GSO,AIRPORT,Y-L,05R/23L,10001,150,ASPH-G,HIGH,120,250,550,1051,G,ALL/ALL/ALL,ALL,ALL,ALL
SVH,AIRPORT,Y-L,10/28,7003,100,ASPH-E,HIGH,30,100,,,G,ALL/SAT-SUN/0800-2100,ALL,SAT-SUN,0800-2100
SVH,AIRPORT,Y-L,10/28,7003,100,ASPH-E,HIGH,30,100,,,G,ALL/MON-FRI/0600-2100,ALL,MON-FRI,0600-2100
BIS,AIRPORT,Y-L,03/21,6600,100,ASPH-G,HIGH,130,180,340,,G,ALL/ALL/ALL,ALL,ALL,ALL
BIS,AIRPORT,Y-L,13/31,8794,150,ASPH-CONC-G,HIGH,130,180,340,,G,ALL/ALL/ALL,ALL,ALL,ALL
DIK,AIRPORT,Y-L,07/25,4700,75,ASPH-G,MED,16,20,,,F,ALL/ALL/0700-1600,ALL,ALL,0700-1600
DIK,AIRPORT,Y-L,14/32,7301,150,CONC-E,HIGH,60,90,90,,G,ALL/ALL/0700-1600,ALL,ALL,0700-1600
FAR,AIRPORT,Y-L,18/36,9001,150,CONC-G,HIGH,100,200,400,,G,ALL/ALL/ALL,ALL,ALL,ALL
FAR,AIRPORT,Y-L,13/31,3801,75,CONC-G,MED,26,35,,,G,ALL/ALL/ALL,ALL,ALL,ALL
FAR,AIRPORT,Y-L,09/27,6302,100,CONC-G,MED,60,100,,,G,ALL/ALL/ALL,ALL,ALL,ALL
JMS,AIRPORT,Y-L,04/22,5750,75,ASPH-F,MED,85,103,162,,G,ALL/MON-FRI/0800-1700,ALL,MON-FRI,0800-1700
JMS,AIRPORT,Y-L,13/31,6502,100,ASPH-G,HIGH,130,160,250,,G,ALL/MON-FRI/0800-1700,ALL,MON-FRI,0800-1700
S25,AIRPORT,Y-L,12/30,6550,75,CONC-E,MED,78,98,186,,G,ALL/MON-FRI/0800-1700,ALL,MON-FRI,0800-1700
XWA,AIRPORT,Y-L,04/22,4502,75,CONC-E,MED,12,,,,G,ALL/ALL/0700-1900,ALL,ALL,0700-1900
XWA,AIRPORT,Y-L,14/32,7503,150,CONC-E,HIGH,120,195,339,,G,ALL/ALL/0700-1900,ALL,ALL,0700-1900
OMA,AIRPORT,Y-L,14L/32R,8500,150,CONC-E,HIGH,100,209,345,,G,ALL/ALL/ALL,ALL,ALL,ALL
OMA,AIRPORT,Y-L,14R/32L,9502,150,CONC-E,HIGH,100,184,346,,G,ALL/ALL/ALL,ALL,ALL,ALL
OMA,AIRPORT,Y-L,18/36,8154,150,CONC-E,HIGH,150,175,260,,G,ALL/ALL/ALL,ALL,ALL,ALL
FET,AIRPORT,Y-L,14/32,6353,100,CONC-G,MED,28,48,,,G,ALL/ALL/0700-2000,ALL,ALL,0700-2000
EAR,AIRPORT,Y-L,13/31,4498,75,CONC-E,MED,30,38,,,G,ALL/ALL/0600-2000,ALL,ALL,0600-2000
EAR,AIRPORT,Y-L,18/36,7094,100,CONC-E,HIGH,46,62,,,G,ALL/ALL/0600-2000,ALL,ALL,0600-2000
LNK,AIRPORT,Y-L,18/36,12901,200,ASPH-CONC-F,HIGH,100,200,400,,G,ALL/ALL/ALL,ALL,ALL,ALL
LNK,AIRPORT,Y-L,17/35,5801,100,ASPH-G,MED,45,59,,,G,ALL/ALL/ALL,ALL,ALL,ALL
LNK,AIRPORT,Y-L,14/32,8649,150,ASPH-F,MED,80,170,280,,G,ALL/ALL/ALL,ALL,ALL,ALL
LBF,AIRPORT,Y-L,12/30,8001,150,CONC-E,HIGH,75,110,190,,G,ALL/ALL/0600-2300,ALL,ALL,0600-2300
LBF,AIRPORT,Y-L,17/35,4436,100,CONC-E,MED,28,48,86,,G,ALL/ALL/0600-2300,ALL,ALL,0600-2300
SNY,AIRPORT,Y,03/21,4705,75,TURF-G,,,,,,F,ALL/ALL/0700-1800,ALL,ALL,0700-1800
SNY,AIRPORT,Y,13/31,6600,100,CONC-G,HIGH,32,52,96,,G,ALL/ALL/0700-1800,ALL,ALL,0700-1800
BFF,AIRPORT,Y-L,05/23,8002,150,ASPH-G,MED,98,158,285,,G,ALL/ALL/0600-2100,ALL,ALL,0600-2100
BFF,AIRPORT,Y-L,12/30,8279,150,ASPH-G,HIGH,109,178,321,,G,ALL/ALL/0600-2100,ALL,ALL,0600-2100
EEN,AIRPORT,Y-L,02/20,6201,100,ASPH-E,HIGH,,60,,,G,ALL/MON-FRI/0700-1900,ALL,MON-FRI,0700-1900
EEN,AIRPORT,Y-L,02/20,6201,100,ASPH-E,HIGH,,60,,,G,ALL/SAT-SUN/0700-1700,ALL,SAT-SUN,0700-1700
EEN,AIRPORT,Y-L,14/32,4001,75,ASPH-E,MED,25,,,,G,ALL/MON-FRI/0700-1900,ALL,MON-FRI,0700-1900
EEN,AIRPORT,Y-L,14/32,4001,75,ASPH-E,MED,25,,,,G,ALL/SAT-SUN/0700-1700,ALL,SAT-SUN,0700-1700
ACY,AIRPORT,Y-L,H1,102,102,ASPH,,,,,,,ALL/ALL/ALL,ALL,ALL,ALL
ACY,AIRPORT,Y-L,13/31,10000,150,ASPH-G,HIGH,85,120,350,,G,ALL/ALL/ALL,ALL,ALL,ALL
ACY,AIRPORT,Y-L,04/22,6144,150,ASPH-CONC-G,HIGH,75,175,400,900,G,ALL/ALL/ALL,ALL,ALL,ALL
WWD,AIRPORT,Y-L,01/19,5252,150,ASPH-G,HIGH,45,75,120,,G,ALL/ALL/0800-1700,ALL,ALL,0800-1700
WWD,AIRPORT,Y-L,10/28,5000,150,ASPH-G,MED,45,75,120,,G,ALL/ALL/0800-1700,ALL,ALL,0800-1700
MMU,AIRPORT,Y-L,13/31,3997,150,ASPH-G,MED,30,,,,G,ALL/ALL/0645-2230,ALL,ALL,0645-2230
MMU,AIRPORT,Y-L,05/23,5998,150,ASPH-G,HIGH,30,80,,,G,ALL/ALL/0645-2230,ALL,ALL,0645-2230
ALM,AIRPORT,Y-L,17/35,3257,190,DIRT-F,,,,,,G,ALL/ALL/0700-1700,ALL,ALL,0700-1700
ALM,AIRPORT,Y-L,04/22,9207,150,ASPH-G,MED,54,74,120,,G,ALL/ALL/0700-1700,ALL,ALL,0700-1700
ABQ,AIRPORT,Y-L,03/21,10000,150,CONC-G,HIGH,100,210,360,720,G,ALL/ALL/ALL,ALL,ALL,ALL
ABQ,AIRPORT,Y-L,08/26,13793,150,CONC-G,HIGH,100,210,360,720,G,ALL/ALL/ALL,ALL,ALL,ALL
ABQ,AIRPORT,Y-L,12/30,6000,150,CONC-G,MED,65,120,155,,G,ALL/ALL/ALL,ALL,ALL,ALL
BRG,AIRPORT,Y-L,03/21,6601,60,ASPH-E,MED,12,,,,G,ALL/MON-FRI/0800-1700,ALL,MON-FRI,0800-1700
BRG,AIRPORT,Y-L,13/31,5280,75,ASPH-G,,,,,,G,ALL/MON-FRI/0800-1700,ALL,MON-FRI,0800-1700
CVN,AIRPORT,Y-L,08/26,2442,75,TURF-F,,,,,,,ALL/ALL/0700-1700,ALL,ALL,0700-1700
CVN,AIRPORT,Y-L,04/22,7200,150,ASPH-G,MED,45,57,,,G,ALL/ALL/0700-1700,ALL,ALL,0700-1700
CVN,AIRPORT,Y-L,12/30,5697,100,ASPH-G,MED,42,50,,,G,ALL/ALL/0700-1700,ALL,ALL,0700-1700
DMN,AIRPORT,Y-L,08/26,8018,75,ASPH-G,MED,20,,,,G,ALL/ALL/0700-1800,ALL,ALL,0700-1800
DMN,AIRPORT,Y-L,04/22,5675,60,ASPH-G,MED,12,,,,G,ALL/ALL/0700-1800,ALL,ALL,0700-1800
AEG,AIRPORT,Y-L,04/22,7398,100,ASPH-G,MED,30,,,,G,ALL/ALL/0600-1900,ALL,ALL,0600-1900
