flight_numbers,reg_owner_name,model,type_aircraft,manufacturing_name,exp_date,eng_type,date_change_authorized,type_registration,dealer,mode_S_code_16,fractional_owner,street,city,county,country,state,zip_code,type_certificate_data_sheet,engine_manufacturer,engine_model,awdate,type_certificate_holder,classification,category,exception_code,status,serial_number,pending_number_change,certificate_issue_date,mfr_year,mode_S_code_8
N413DF,USDA FOREST SERVICE FEPP,OV-10A,Fixed Wing Multi-Engine,NORTH AMERICAN,12/31/2029,Turbo-prop,None,Government,No,A4DF96,NO,5500 PRICE AVE,MCCLELLAN,SACRAMENTO,UNITED STATES,CALIFORNIA,95652-2421,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,30520M13,None,02/04/1999,None,51157626
N414DF,USDA FOREST SERVICE FEPP,OV-10A,Fixed Wing Multi-Engine,NORTH AMERICAN,12/31/2029,Turbo-prop,None,Government,No,A4E34D,NO,5500 PRICE AVE,MCCLELLAN,SACRAMENTO,UNITED STATES,CALIFORNIA,95652-2421,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,30526M16,None,02/04/1999,None,51161515
N402DF,USDA FOREST SERVICE FEPP,OV-10A,Fixed Wing Multi-Engine,NORTH AMERICAN,10/31/2029,Turbo-prop,None,Government,No,A4B460,NO,5500 PRICE AVE,MCCLELLAN,SACRAMENTO,UNITED STATES,CALIFORNIA,95652-2421,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,305132M70,None,03/10/1993,None,51132140
N408DF,USDA FOREST SERVICE FEPP,OV-10A,Fixed Wing Multi-Engine,NORTH AMERICAN,10/31/2029,Turbo-prop,None,Government,No,A4CAAA,NO,5500 PRICE AVE,MCCLELLAN,SACRAMENTO,UNITED STATES,CALIFORNIA,95652-2421,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,305178M90,None,03/10/1993,None,51145252
N421DF,USDA FOREST SERVICE FEPP,OV-10A,Fixed Wing Multi-Engine,NORTH AMERICAN,12/31/2029,Turbo-prop,None,Government,No,A4FFA7,NO,5500 PRICE AVE,MCCLELLAN,SACRAMENTO,UNITED STATES,CALIFORNIA,95652-2421,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,305206M107,None,02/05/1999,None,51177647
N429DF,USDA FOREST SERVICE FEPP,OV-10A,Fixed Wing Multi-Engine,NORTH AMERICAN,12/31/2029,Turbo-prop,None,Government,No,A51D5F,NO,5500 PRICE AVE,MCCLELLAN,SACRAMENTO,UNITED STATES,CALIFORNIA,95652-2421,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,155400,None,02/04/1999,None,51216537
N409DF,USDA FOREST SERVICE FEPP,OV-10A,Fixed Wing Multi-Engine,NORTH AMERICAN,04/30/2028,Turbo-prop,None,Government,No,A4CE61,NO,5500 PRICE AVE,MCCLELLAN,SACRAMENTO,UNITED STATES,CALIFORNIA,95652-2421,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,155401,None,09/16/1996,None,51147141
N418DF,USDA FOREST SERVICE FEPP,OV-10A,Fixed Wing Multi-Engine,NORTH AMERICAN,12/31/2029,Turbo-prop,None,Government,No,A4F229,NO,5500 PRICE AVE,MCCLELLAN,SACRAMENTO,UNITED STATES,CALIFORNIA,95652-2421,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,30570M39,None,02/04/1999,None,51171051
N400DF,USDA FOREST SERVICE FEPP,OV-10A,Fixed Wing Multi-Engine,NORTH AMERICAN,10/31/2029,Turbo-prop,None,Government,No,A4ACF2,NO,5500 PRICE AVE,MCCLELLAN,SACRAMENTO,UNITED STATES,CALIFORNIA,95652-2421,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,305122M65,None,03/10/1993,None,51126362
N401DF,USDA FOREST SERVICE FEPP,OV-10A,Fixed Wing Multi-Engine,NORTH AMERICAN,10/31/2029,Turbo-prop,None,Government,No,A4B0A9,NO,5500 PRICE AVE,MCCLELLAN,SACRAMENTO,UNITED STATES,CALIFORNIA,95652-2421,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,305128M68,None,03/10/1993,None,51130251
N415DF,USDA FOREST SERVICE FEPP,OV-10A,Fixed Wing Multi-Engine,NORTH AMERICAN,12/31/2029,Turbo-prop,None,Government,No,A4E704,NO,5500 PRICE AVE,MCCLELLAN,SACRAMENTO,UNITED STATES,CALIFORNIA,95652-2421,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,30568M38,None,02/04/1999,None,51163404
N403DF,USDA FOREST SERVICE FEPP,OV-10A,Fixed Wing Multi-Engine,NORTH AMERICAN,10/31/2029,Turbo-prop,None,Government,No,A4B817,NO,5500 PRICE AVE,MCCLELLAN,SACRAMENTO,UNITED STATES,CALIFORNIA,95652-2421,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,305148M78,None,03/10/1993,None,51134027
N407DF,USDA FOREST SERVICE FEPP,OV-10A,Fixed Wing Multi-Engine,NORTH AMERICAN,10/31/2029,Turbo-prop,None,Government,No,A4C6F3,NO,5500 PRICE AVE,MCCLELLAN,SACRAMENTO,UNITED STATES,CALIFORNIA,95652-2421,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,305164M86,None,03/10/1993,None,51143363
N470DF,USDA FOREST SERVICE FEPP,OV-10D,Fixed Wing Multi-Engine,ROCKWELL,01/31/2030,Turbo-prop,None,Government,No,A5C16B,NO,5500 PRICE AVE,MCCLELLAN,YOLO,UNITED STATES,CALIFORNIA,95652-2438,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,155502,None,04/30/2010,None,51340553
N457DF,USDA FOREST SERVICE FEPP,58,Fixed Wing Multi-Engine,BEECH,01/31/2030,Reciprocating,None,Government,No,A58C6E,NO,5500 PRICE AVE,MCCLELLAN,SACRAMENTO,UNITED STATES,CALIFORNIA,95652-2421,None,CONT MOTOR,IO 520 SERIES,06/01/1982,None,Standard,Normal,No,Valid,TH-1354,None,04/16/1991,1982,51306156
N441FA,USDA FOREST SERVICE FEPP,UH-1H,Rotorcraft,BELL,10/31/2029,Turbo-shaft,None,Government,No,A54ED2,NO,1 FIRE AUTHORITY RD,IRVINE,ORANGE,UNITED STATES,CALIFORNIA,92602-0125,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,66-01127,None,03/01/1995,None,51247322
N541FA,USDA FOREST SERVICE FEPP,UH-1H,Rotorcraft,BELL,10/31/2029,Turbo-shaft,None,Government,No,A6DC21,NO,1 FIRE AUTHORITY RD,IRVINE,ORANGE,UNITED STATES,CALIFORNIA,92602-0125,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,66-16335,None,03/01/1995,None,51556041
N343WN,USDA FOREST SERVICE FEPP,UH-1,Rotorcraft,BELL,07/31/2027,Turbo-shaft,None,Government,No,A3CA74,NO,7613 OLD 99 HIGHWAY SE,OLYMPIA,THURSTON,UNITED STATES,WASHINGTON,98501,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,73-21764,None,07/15/2014,None,50745164
N344WN,USDA FOREST SERVICE FEPP,UH-1H,Rotorcraft,BELL,06/30/2027,Turbo-shaft,None,Government,No,A3CE2B,NO,7613 OLD 99 HIGHWAY SE,OLYMPIA,THURSTON,UNITED STATES,WASHINGTON,98501,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,71-20329,None,06/03/2011,None,50747053
N345WN,USDA FOREST SERVICE FEPP,UH-1H,Rotorcraft,BELL,06/30/2027,Turbo-shaft,None,Government,No,A3D1E2,NO,7613 OLD 99 HIGHWAY SE,OLYMPIA,THURSTON,UNITED STATES,WASHINGTON,98501,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,72-21629,None,06/03/2011,None,50750742
N346WN,USDA FOREST SERVICE FEPP,UH-1H,Rotorcraft,BELL,06/30/2027,Turbo-shaft,None,Government,No,A3D599,NO,7613 OLD 99 HIGHWAY SE,OLYMPIA,THURSTON,UNITED STATES,WASHINGTON,98501,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,70-15708,None,06/03/2011,None,50752631
N473DF,USDA FOREST SERVICE FEPP,OV-10D,Fixed Wing Multi-Engine,ROCKWELL,12/31/2029,Turbo-prop,None,Government,No,A5CC90,NO,5500 PRICE AVE,MCCLELLAN,YOLO,UNITED STATES,CALIFORNIA,95652-2438,None,NONE,NONE,None,None,Unknown,None,No,Valid,155406,None,02/24/2010,None,51346220
N409DF,USDA FOREST SERVICE FEPP,OV-10A,Fixed Wing Multi-Engine,NORTH AMERICAN,04/30/2028,Turbo-prop,None,Government,No,A4CE61,NO,5500 PRICE AVE,MCCLELLAN,SACRAMENTO,UNITED STATES,CALIFORNIA,95652-2421,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,155401,None,09/16/1996,None,51147141
N413DF,USDA FOREST SERVICE FEPP,OV-10A,Fixed Wing Multi-Engine,NORTH AMERICAN,12/31/2029,Turbo-prop,None,Government,No,A4DF96,NO,5500 PRICE AVE,MCCLELLAN,SACRAMENTO,UNITED STATES,CALIFORNIA,95652-2421,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,30520M13,None,02/04/1999,None,51157626
N414DF,USDA FOREST SERVICE FEPP,OV-10A,Fixed Wing Multi-Engine,NORTH AMERICAN,12/31/2029,Turbo-prop,None,Government,No,A4E34D,NO,5500 PRICE AVE,MCCLELLAN,SACRAMENTO,UNITED STATES,CALIFORNIA,95652-2421,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,30526M16,None,02/04/1999,None,51161515
N415DF,USDA FOREST SERVICE FEPP,OV-10A,Fixed Wing Multi-Engine,NORTH AMERICAN,12/31/2029,Turbo-prop,None,Government,No,A4E704,NO,5500 PRICE AVE,MCCLELLAN,SACRAMENTO,UNITED STATES,CALIFORNIA,95652-2421,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,30568M38,None,02/04/1999,None,51163404
N418DF,USDA FOREST SERVICE FEPP,OV-10A,Fixed Wing Multi-Engine,NORTH AMERICAN,12/31/2029,Turbo-prop,None,Government,No,A4F229,NO,5500 PRICE AVE,MCCLELLAN,SACRAMENTO,UNITED STATES,CALIFORNIA,95652-2421,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,30570M39,None,02/04/1999,None,51171051
N421DF,USDA FOREST SERVICE FEPP,OV-10A,Fixed Wing Multi-Engine,NORTH AMERICAN,12/31/2029,Turbo-prop,None,Government,No,A4FFA7,NO,5500 PRICE AVE,MCCLELLAN,SACRAMENTO,UNITED STATES,CALIFORNIA,95652-2421,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,305206M107,None,02/05/1999,None,51177647
N431DF,USDA FOREST SERVICE FEPP,S-2F3AT,Fixed Wing Multi-Engine,MARSH AVIATION,10/31/2027,Turbo-prop,None,Government,No,A52726,NO,5500 PRICE AVE,MCCLELLAN,SACRAMENTO,UNITED STATES,CALIFORNIA,95652-2421,None,HONEYWELL,TPE331-14GR,06/28/2007,None,Restricted,Forest,No,Valid,149265,None,07/11/2000,2001,51223446
N441DF,USDA FOREST SERVICE FEPP,S-2F3AT,Fixed Wing Multi-Engine,MARSH AVIATION,07/31/2029,Turbo-prop,None,Government,No,A54EA5,NO,5500 PRICE AVE,MCCLELLAN,SACRAMENTO,UNITED STATES,CALIFORNIA,95652-2421,None,HONEYWELL,TPE331-SER,09/12/2003,None,Restricted,Forest,No,Valid,152808,None,02/10/1999,2003,51247245
N442DF,USDA FOREST SERVICE FEPP,S-2F3AT,Fixed Wing Multi-Engine,MARSH AVIATION,07/31/2028,Turbo-prop,None,Government,No,A5525C,NO,5500 PRICE AVE,MCCLELLAN,SACRAMENTO,UNITED STATES,CALIFORNIA,95652-2421,None,HONEYWELL,TPE331-14GR,05/04/2006,None,Experimental,"To show compliance with FAR, Research and Development",No,Valid,152826,None,10/09/2003,2005,51251134
N448DF,USDA FOREST SERVICE FEPP,S-2F3AT,Fixed Wing Multi-Engine,MARSH AVIATION,07/31/2028,Turbo-prop,None,Government,No,A568A6,NO,5500 PRICE AVE,MCCLELLAN,SACRAMENTO,UNITED STATES,CALIFORNIA,95652-2421,None,HONEYWELL,TPE331-14GR,03/17/2005,None,Restricted,Forest,No,Valid,152347,None,10/09/2003,2005,51264246
N450DF,USDA FOREST SERVICE FEPP,S-2F3AT,Fixed Wing Multi-Engine,MARSH AVIATION,07/31/2028,Turbo-prop,None,Government,No,A5726D,NO,5500 PRICE AVE,MCCLELLAN,SACRAMENTO,UNITED STATES,CALIFORNIA,95652-2421,None,HONEYWELL,TPE331-SER,05/05/2005,None,Restricted,Forest,No,Valid,152341,None,10/10/2003,2005,51271155
N470DF,USDA FOREST SERVICE FEPP,OV-10D,Fixed Wing Multi-Engine,ROCKWELL,01/31/2030,Turbo-prop,None,Government,No,A5C16B,NO,5500 PRICE AVE,MCCLELLAN,YOLO,UNITED STATES,CALIFORNIA,95652-2438,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,155502,None,04/30/2010,None,51340553
N101MF,USDA FOREST SERVICE FEPP,47G-2,Rotorcraft,BELL,06/30/2027,Reciprocating,None,Government,No,A00984,NO,PO BOX 420,TRENTON,MERCER,UNITED STATES,NEW JERSEY,08625-0420,None,LYCOMING,VO-435 SERIES,02/05/1988,None,Standard,Normal,No,Valid,1953,None,04/20/1987,1957,50004604
N102NJ,USDA FOREST SERVICE FEPP,206B,Rotorcraft,BELL,07/31/2027,Turbo-shaft,None,Government,No,A00D57,NO,PO BOX 420,TRENTON,MERCER,UNITED STATES,NEW JERSEY,08625-0420,H2SW,ALLISON,250 SER 400HP,05/05/1975,BELL HELICOPTER TEXTRON CANADA LTD,Standard,Normal,No,Valid,1671,None,05/03/1993,1975,50006527
N103NJ,USDA FOREST SERVICE FEPP,206A,Rotorcraft,BELL,06/30/2028,Turbo-shaft,None,Government,No,A0110E,NO,PO BOX 420,TRENTON,MERCER,UNITED STATES,NEW JERSEY,08625-0420,H2SW,ALLISON,250 SER 250HP,02/20/1969,BELL HELICOPTER TEXTRON CANADA LTD,Standard-Restricted,"Other, Aerial Advertising, Agriculture and Pest Control",No,Valid,361,None,09/27/1988,1969,50010416
N106NJ,USDA FOREST SERVICE FEPP,UH-1H (205),Rotorcraft,BELL HELICOPTER CO,02/29/2028,Turbo-shaft,None,Government,No,A01C33,NO,PO BOX 420,TRENTON,MERCER,UNITED STATES,NEW JERSEY,08625-0420,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,66-16030 (5724),None,07/27/1995,None,50016063
N109FC,USDA FOREST SERVICE FEPP,PA-31-325,Fixed Wing Multi-Engine,PIPER,02/29/2028,Reciprocating,None,Government,No,A026A3,NO,3266 CAPITAL CIR SW,TALLAHASSEE,LEON,UNITED STATES,FLORIDA,32310-8723,None,LYCOMING,TI0-540 SER,05/14/1980,None,Standard,Normal,No,Valid,31-8012073,None,08/08/1996,1980,50023243
N110FC,USDA FOREST SERVICE FEPP,OH-58A,Rotorcraft,BELL,07/31/2028,Turbo-shaft,None,Government,No,A02CB3,NO,3266 CAPITAL CIR SW,TALLAHASSEE,LEON,UNITED STATES,FLORIDA,32310-8723,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,71-20536,None,09/16/1999,None,50026263
N114FC,USDA FOREST SERVICE FEPP,OH-58A,Rotorcraft,BELL,04/30/2030,Turbo-shaft,None,Government,No,A03B8F,NO,3266 CAPITAL CIR SW,TALLAHASSEE,LEON,UNITED STATES,FLORIDA,32310-8723,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,71-20620,None,05/05/2000,None,50035617
N115NJ,USDA FOREST SERVICE FEPP,182J,Fixed Wing Single-Engine,CESSNA,06/30/2028,Reciprocating,None,Government,No,A03FFB,NO,PO BOX 420,TRENTON,MERCER,UNITED STATES,NEW JERSEY,08625-0420,None,CONT MOTOR,O-470 SERIES,01/28/1966,None,Standard,Normal,No,Valid,18256954,None,09/14/1999,1966,50037773
N116NJ,USDA FOREST SERVICE FEPP,PA-18-150,Fixed Wing Single-Engine,PIPER,02/29/2028,Reciprocating,None,Government,No,A043B2,NO,PO BOX 420,TRENTON,MERCER,UNITED STATES,NEW JERSEY,08625-0420,None,LYCOMING,0-320 SERIES,05/19/1964,None,Standard,Normal,No,Valid,18-8104,None,08/07/1992,1964,50041662
N121FC,USDA FOREST SERVICE FEPP,UH-1H,Rotorcraft,BELL,08/31/2028,Turbo-shaft,None,Government,No,A057E9,NO,3266 CAPITAL CIR SW,TALLAHASSEE,LEON,UNITED STATES,FLORIDA,32310-8723,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,64-13697,None,08/16/2012,None,50053751
N124FC,USDA FOREST SERVICE FEPP,UH-1H,Rotorcraft,BELL,07/31/2028,Turbo-shaft,None,Government,No,A0630E,NO,3266 CAPITAL CIR SW,TALLAHASSEE,LEON,UNITED STATES,FLORIDA,32310-8723,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,64-13750,None,09/08/1992,None,50061416
N128FC,USDA FOREST SERVICE FEPP,UH-1H,Rotorcraft,BELL,10/31/2029,Turbo-shaft,None,Government,No,A071EA,NO,3266 CAPITAL CIR SW,TALLAHASSEE,LEON,UNITED STATES,FLORIDA,32310-8723,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,69-15848,None,03/21/2002,None,50070752
N12991,USDA FOREST SERVICE FEPP,172M,Fixed Wing Single-Engine,CESSNA,04/30/2028,4 Cycle,None,Government,No,A078CE,NO,5500 BROAD RIVER RD,COLUMBIA,RICHLAND,UNITED STATES,SOUTH CAROLINA,29212-3543,None,LYCOMING,0-320 SERIES,10/25/1973,None,Standard,Normal,No,Valid,17262432,None,05/21/1986,1973,50074316
N146FC,USDA FOREST SERVICE FEPP,P206A,Fixed Wing Single-Engine,CESSNA,03/31/2028,Reciprocating,None,Government,No,A0B97A,NO,198 AIRPORT RD,MALVERN,HOT SPRING,UNITED STATES,ARKANSAS,72104-6052,None,CONT MOTOR,IO 520 SERIES,None,None,Standard,None,No,Valid,P206-0247,None,03/19/2021,1966,50134572
N147FC,USDA FOREST SERVICE FEPP,PA-28-161,Fixed Wing Single-Engine,PIPER,03/31/2029,Reciprocating,None,Government,No,A0BD31,NO,3266 CAPITAL CIR SW,TALLAHASSEE,LEON,UNITED STATES,FLORIDA,32310-8723,None,Unknown,Unknown,06/26/1979,None,Standard,"Utility, Normal",No,Valid,28-7916552,None,11/28/1986,None,50136461
N160FC,USDA FOREST SERVICE FEPP,PA-28-161,Fixed Wing Single-Engine,PIPER,01/31/2028,Reciprocating,None,Government,No,A0F22E,NO,3266 CAPITAL CIR SW,TALLAHASSEE,LEON,UNITED STATES,FLORIDA,32310-8723,None,LYCOMING,0-145A SERIES,10/19/1977,None,Standard,"Utility, Normal",No,Valid,28-7816317,None,01/20/2015,1977,50171056
N162NR,USDA FOREST SERVICE FEPP,180A,Fixed Wing Single-Engine,CESSNA,04/30/2030,Reciprocating,None,Government,No,A0FA58,NO,87 AIRPORT RD,OLD TOWN,PENOBSCOT,UNITED STATES,MAINE,04468-1312,None,CONT MOTOR,O-470 SERIES,05/15/1957,None,Standard,Normal,No,Valid,32805,None,05/30/1990,1957,50175130
N178ZL,USDA FOREST SERVICE FEPP,182F,Fixed Wing Single-Engine,CESSNA,01/31/2029,Reciprocating,None,Government,No,A1392F,NO,PO BOX 21707,COLUMBIA,RICHLAND,UNITED STATES,SOUTH CAROLINA,29221-1707,None,CONT MOTOR,O-470 SERIES,05/15/1963,None,Standard,Normal,No,Valid,18254850,None,12/13/1984,1963,50234457
N17FC,USDA FOREST SERVICE FEPP,182N,Fixed Wing Single-Engine,CESSNA,08/31/2027,Reciprocating,None,Government,No,A11754,NO,PO BOX 21707,COLUMBIA,RICHLAND,UNITED STATES,SOUTH CAROLINA,29221-1707,None,CONT MOTOR,O-470 SERIES,04/20/1970,None,Standard,Normal,No,Valid,18260269,None,06/16/1980,1970,50213524
N1919F,USDA FOREST SERVICE FEPP,172N,Fixed Wing Single-Engine,CESSNA,08/31/2027,Reciprocating,None,Government,No,A16F7B,NO,PO BOX 21707,COLUMBIA,RICHLAND,UNITED STATES,SOUTH CAROLINA,29221-1707,None,LYCOMING,0-320 SERIES,08/15/1979,None,Standard,"Utility, Normal",No,Valid,17273011,None,06/13/1987,1979,50267573
N194Z,USDA FOREST SERVICE FEPP,500-B,Fixed Wing Multi-Engine,AERO COMMANDER,04/30/2030,Reciprocating,None,Government,No,A17946,NO,198 AIRPORT RD,MALVERN,HOT SPRING,UNITED STATES,ARKANSAS,72104-6052,None,LYCOMING,TI0-540 SER,03/29/1965,None,Standard,Normal,No,Valid,1510-182,None,05/17/1985,1965,50274506
N205BH,USDA FOREST SERVICE FEPP,EH-1H,Rotorcraft,BELL,07/31/2029,Turbo-shaft,None,Government,No,A1A4B7,NO,165 DURLEY AVE,CAMARILLO,VENTURA,UNITED STATES,CALIFORNIA,93010-8586,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,11373,None,02/10/1998,None,50322267
N205KS,USDA FOREST SERVICE FEPP,UH-1H,Rotorcraft,BELL,04/30/2028,Turbo-shaft,None,Government,No,A1A588,NO,4410 CATHEDRAL OAKS,SANTA BARBARA,SANTA BARBARA,UNITED STATES,CALIFORNIA,93110,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,9526,None,09/08/1998,None,50322610
N23XG,USDA FOREST SERVICE FEPP,R172E,Fixed Wing Single-Engine,CESSNA,09/30/2029,Reciprocating,None,Government,No,A2083B,NO,198 AIRPORT RD,MALVERN,HOT SPRING,UNITED STATES,ARKANSAS,72104-6052,None,CONT MOTOR,IO-360 SER,02/15/1983,None,Standard,Normal,No,Valid,R1720163,None,02/03/1987,1967,50404073
N338WN,USDA FOREST SERVICE FEPP,UH-1H,Rotorcraft,BELL,07/31/2027,Turbo-shaft,None,Government,No,A3B588,NO,7613 OLD 99 HIGHWAY SE,OLYMPIA,THURSTON,UNITED STATES,WASHINGTON,98501,None,NONE,NONE,None,None,Unknown,None,No,Valid,63-08846,None,06/26/1989,None,50732610
N339WN,USDA FOREST SERVICE FEPP,UH-1H,Rotorcraft,BELL,07/31/2027,Turbo-shaft,None,Government,No,A3B93F,NO,7613 OLD 99 HIGHWAY SE,OLYMPIA,THURSTON,UNITED STATES,WASHINGTON,98501,None,NONE,NONE,None,None,Unknown,None,No,Valid,63-12979,None,06/26/1989,None,50734477
N340WN,USDA FOREST SERVICE FEPP,UH-1H,Rotorcraft,BELL,10/31/2029,Turbo-shaft,None,Government,No,A3BF4F,NO,7613 OLD 99 HIGHWAY SE,OLYMPIA,THURSTON,UNITED STATES,WASHINGTON,98501,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,65-10081,None,03/06/1992,None,50737517
N341WN,USDA FOREST SERVICE FEPP,UH-1H,Rotorcraft,BELL,10/31/2029,Turbo-shaft,None,Government,No,A3C306,NO,7613 OLD 99 HIGHWAY SE,OLYMPIA,THURSTON,UNITED STATES,WASHINGTON,98501,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,65-10130,None,03/06/1992,None,50741406
N387M,USDA FOREST SERVICE FEPP,UH-1H,Rotorcraft,BELL,11/30/2028,Turbo-shaft,None,Government,No,A4765E,NO,PO BOX 201601,HELENA,LEWIS AND CLARK,UNITED STATES,MONTANA,59620-1601,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,11769,None,11/10/2004,None,51073136
N388M,USDA FOREST SERVICE FEPP,UH-1H,Rotorcraft,BELL,10/31/2022,Turbo-shaft,None,Government,No,A47A15,NO,PO BOX 201601,HELENA,LEWIS AND CLARK,UNITED STATES,MONTANA,59620-1601,None,Unknown,Unknown,None,None,Unknown,None,No,Expired,73-21680,None,03/08/2006,None,51075025
N391M,USDA FOREST SERVICE FEPP,185C,Fixed Wing Single-Engine,CESSNA,04/30/2030,Reciprocating,None,Government,No,A48793,NO,PO BOX 201601,HELENA,LEWIS AND CLARK,UNITED STATES,MONTANA,59620-1601,None,CONT MOTOR,I0-470 SERIES,01/10/1964,None,Standard,Normal,No,Valid,185-0684,None,05/04/1978,1964,51103623
N392M,USDA FOREST SERVICE FEPP,206A,Rotorcraft,BELL,04/30/2030,Turbo-shaft,None,Government,No,A48B4A,NO,PO BOX 201601,HELENA,LEWIS AND CLARK,UNITED STATES,MONTANA,59620-1601,H2SW,ALLISON,250 SER 250HP,None,BELL HELICOPTER TEXTRON CANADA LTD,Unknown,Other,No,Valid,362,None,04/02/1981,1969,51105512
N394M,USDA FOREST SERVICE FEPP,UH-1H,Rotorcraft,BELL,07/31/2027,Turbo-shaft,None,Government,No,A492B8,NO,PO BOX 201601,HELENA,LEWIS AND CLARK,UNITED STATES,MONTANA,59620-1601,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,64-13685,None,06/07/1989,None,51111270
N400DF,USDA FOREST SERVICE FEPP,OV-10A,Fixed Wing Multi-Engine,NORTH AMERICAN,10/31/2029,Turbo-prop,None,Government,No,A4ACF2,NO,5500 PRICE AVE,MCCLELLAN,SACRAMENTO,UNITED STATES,CALIFORNIA,95652-2421,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,305122M65,None,03/10/1993,None,51126362
N401DF,USDA FOREST SERVICE FEPP,OV-10A,Fixed Wing Multi-Engine,NORTH AMERICAN,10/31/2029,Turbo-prop,None,Government,No,A4B0A9,NO,5500 PRICE AVE,MCCLELLAN,SACRAMENTO,UNITED STATES,CALIFORNIA,95652-2421,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,305128M68,None,03/10/1993,None,51130251
N402DF,USDA FOREST SERVICE FEPP,OV-10A,Fixed Wing Multi-Engine,NORTH AMERICAN,10/31/2029,Turbo-prop,None,Government,No,A4B460,NO,5500 PRICE AVE,MCCLELLAN,SACRAMENTO,UNITED STATES,CALIFORNIA,95652-2421,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,305132M70,None,03/10/1993,None,51132140
N403DF,USDA FOREST SERVICE FEPP,OV-10A,Fixed Wing Multi-Engine,NORTH AMERICAN,10/31/2029,Turbo-prop,None,Government,No,A4B817,NO,5500 PRICE AVE,MCCLELLAN,SACRAMENTO,UNITED STATES,CALIFORNIA,95652-2421,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,305148M78,None,03/10/1993,None,51134027
N407DF,USDA FOREST SERVICE FEPP,OV-10A,Fixed Wing Multi-Engine,NORTH AMERICAN,10/31/2029,Turbo-prop,None,Government,No,A4C6F3,NO,5500 PRICE AVE,MCCLELLAN,SACRAMENTO,UNITED STATES,CALIFORNIA,95652-2421,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,305164M86,None,03/10/1993,None,51143363
N408DF,USDA FOREST SERVICE FEPP,OV-10A,Fixed Wing Multi-Engine,NORTH AMERICAN,10/31/2029,Turbo-prop,None,Government,No,A4CAAA,NO,5500 PRICE AVE,MCCLELLAN,SACRAMENTO,UNITED STATES,CALIFORNIA,95652-2421,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,305178M90,None,03/10/1993,None,51145252
N410DF,USDA FOREST SERVICE FEPP,OV-10A,Fixed Wing Multi-Engine,NORTH AMERICAN,04/30/2028,Turbo-prop,None,Government,No,A4D471,NO,5500 PRICE AVE,MCCLELLAN,SACRAMENTO,UNITED STATES,CALIFORNIA,95652-2421,None,NONE,NONE,None,None,Unknown,None,No,Valid,305158M82,None,09/06/1996,None,51152161
N422DF,USDA FOREST SERVICE FEPP,S-2F3AT,Fixed Wing Multi-Engine,MARSH AVIATION,01/31/2028,Turbo-prop,None,Government,No,A5035E,NO,5500 PRICE AVE,MCCLELLAN,SACRAMENTO,UNITED STATES,CALIFORNIA,95652-2421,None,HONEYWELL,TPE331-14GR,06/28/2007,None,Restricted,Forest,No,Valid,152817,None,08/30/2001,2001,51201536
