flight_numbers,reg_owner_name,model,type_aircraft,manufacturing_name,exp_date,eng_type,date_change_authorized,type_registration,dealer,mode_S_code_16,fractional_owner,street,city,county,country,state,zip_code,type_certificate_data_sheet,engine_manufacturer,engine_model,awdate,type_certificate_holder,classification,category,exception_code,status,serial_number,pending_number_change,certificate_issue_date,mfr_year,mode_S_code_8,Main Gear Config
N613CK,CROMAN CORP,SH-3H,Rotorcraft,CROMAN CORP,11/30/29,Turbo-shaft,None,Corporation,No,A7FA1F,NO,801 AVENUE C,WHITE CITY,JACKSON,UNITED STATES,OREGON,97503-1082,R00004SE,GE,T58-GE-402,6/6/07,CROMAN CORP,Restricted,"Patrolling, Aerial Surveying, Other, Forest, Agriculture and Pest Control",No,Valid,152109,None,2/11/03,1965,51775037,
N624CK,CROMAN CORP,S-61A,Rotorcraft,SIKORSKY,6/30/29,Turbo-shaft,None,Corporation,No,A82555,NO,801 AVENUE C,WHITE CITY,JACKSON,UNITED STATES,OREGON,97503-1082,None,GE,CT58-140-1,5/30/08,None,Restricted,"Aerial Surveying, Other, Forest",No,Valid,61272,None,6/3/16,1964,52022525,
N1043T,CROMAN CORP,S-61A,Rotorcraft,SIKORSKY,10/31/28,Turbo-shaft,None,Corporation,No,A01663,NO,801 AVE C,WHITE CITY,JACKSON,UNITED STATES,OREGON,97503,None,GE,CT58-140-1,4/8/82,None,Restricted,Other,No,Valid,61083,None,10/15/81,1961,50013143,
N1048Y,CROMAN CORP,S-61A,Rotorcraft,SIKORSKY,11/30/29,Turbo-shaft,None,Corporation,No,A01717,NO,801 AVE C,WHITE CITY,JACKSON,UNITED STATES,OREGON,97503,None,GE,CT58-140-1,11/19/81,None,Restricted,"Aerial Surveying, Other",No,Valid,61161,None,2/5/87,1961,50013427,
N386AC,DELAWARE TRUST CO TRUSTEE,CL-215-6B11 (CL-415),Fixed Wing Multi-Engine,BOMBARDIER INC,2/29/28,Turbo-prop,None,Corporation,No,A47197,NO,251 LITTLE FALLS DR,WILMINGTON,NEW CASTLE,UNITED STATES,DELAWARE,19808-1674,None,P&W CANADA,PW123AF,7/6/15,None,Restricted,Forest,Yes,Valid,2093,None,2/27/18,2015,51070627,
N392AC,DELAWARE TRUST CO TRUSTEE,CL-215-6B11 (CL-415),Fixed Wing Multi-Engine,BOMBARDIER INC,2/29/28,Turbo-prop,None,Corporation,No,A48A3A,NO,251 LITTLE FALLS DR,WILMINGTON,NEW CASTLE,UNITED STATES,DELAWARE,19808-1674,None,P&W CANADA,PW123AF,4/11/15,None,Restricted,Forest,Yes,Valid,2092,None,2/20/18,2014,51105072,
N138CG,DELAWARE TRUST CO TRUSTEE,737-3H4,Fixed Wing Multi-Engine,BOEING,7/31/29,Turbo-fan,None,Corporation,No,A09922,NO,251 LITTLE FALLS DR,WILMINGTON,NEW CASTLE,UNITED STATES,DELAWARE,19808-1674,None,GE,CFM56 SERIES,7/31/95,None,Standard,Transport,No,Valid,27928,None,7/17/19,1995,50114442,
N137CG,DELAWARE TRUST CO TRUSTEE,737-3H4,Fixed Wing Multi-Engine,BOEING,1/31/28,Turbo-fan,None,Corporation,No,A0956B,NO,251 LITTLE FALLS DR,WILMINGTON,NEW CASTLE,UNITED STATES,DELAWARE,19808-1674,None,CFM INTL,CFM56-3B-1,11/13/18,None,Standard,Transport,No,Valid,27700,None,1/18/18,1995,50112553,
N161CG,DELAWARE TRUST CO TRUSTEE,S-61N,Rotorcraft,SIKORSKY,1/31/28,Turbo-shaft,None,Corporation,No,A0F59E,NO,251 LITTLE FALLS DR,WILMINGTON,NEW CASTLE,UNITED STATES,DELAWARE,19808-1674,1H15,GE,CT58-140-2,7/5/17,SIKORSKY AIRCRAFT,Standard,Transport,Yes,Valid,61363,None,1/18/18,1968,50172636,
N213KA,DELAWARE TRUST CO TRUSTEE,212,Rotorcraft,BELL,9/30/27,Turbo-shaft,None,Corporation,No,A1C589,NO,251 LITTLE FALLS DR,WILMINGTON,NEW CASTLE,UNITED STATES,DELAWARE,19808-1674,H4SW,P&W,PT6 SERIES,5/17/00,BELL TEXTRON INC,Standard,Transport,No,Valid,31172,None,9/5/17,1981,50342611,
N131CG,DELAWARE TRUST CO TRUSTEE,EC130Q,Fixed Wing Multi-Engine,LOCKHEED,1/31/28,Turbo-prop,None,Corporation,No,A07F21,NO,251 LITTLE FALLS DR,WILMINGTON,NEW CASTLE,UNITED STATES,DELAWARE,19808-1674,None,ALLISON,T56-A-16,8/24/13,None,Restricted,"Other, Forest",Yes,Valid,161495,None,1/18/18,1980,50077441,
N619SW,DELAWARE TRUST COMPANY TRUSTEE,737-3H4,Fixed Wing Multi-Engine,BOEING,11/30/27,Turbo-fan,None,Corporation,No,A811D2,NO,251 LITTLE FALLS DR,WILMINGTON,NEW CASTLE,UNITED STATES,DELAWARE,19808-1674,None,CFM INTL.,CFM56 SERIES,11/9/95,None,Standard,Transport,No,Valid,28035,None,11/14/17,1995,52010722,
N149FC,DEPARTMENT OF AGRICULTURE AND CONSUMER SERVICES,182T,Fixed Wing Single-Engine,TEXTRON AVIATION INC,7/31/27,Reciprocating,None,Government,No,A0C49F,NO,3266 CAPITAL CIR SW,TALLAHASSEE,LEON,UNITED STATES,FLORIDA,32310-8723,None,LYCOMING,IO-540-AB1A5,3/14/17,None,Standard,Normal,No,Valid,18283002,None,7/6/17,2017,50142237,S
N153FC,DEPARTMENT OF AGRICULTURE AND CONSUMER SERVICES,182T,Fixed Wing Single-Engine,CESSNA,2/29/28,Reciprocating,None,Government,No,A0D5D4,NO,3266 CAPITAL CIR SW,TALLAHASSEE,LEON,UNITED STATES,FLORIDA,32310-8723,None,LYCOMING,IO-540-AB1A5,3/13/06,None,Standard,Normal,No,Valid,18281774,None,8/7/06,2006,50152724,S
N158FC,DEPT OF AGRICULTURE & CONSUMER SERVICES,182T,Fixed Wing Single-Engine,CESSNA,7/31/27,Reciprocating,None,Government,No,A0E867,NO,3266 CAPITAL CIR SW,TALLAHASSEE,LEON,UNITED STATES,FLORIDA,32310-8723,None,LYCOMING,IO-540-AB1A5,2/20/08,None,Standard,Normal,No,Valid,18282062,None,6/25/08,2008,50164147,S
N178AC,ERICKSON INC,S-64F,Rotorcraft,SIKORSKY,10/31/29,Turbo-shaft,None,Corporation,No,A136E8,NO,4002 CIRRUS DR,MEDFORD,JACKSON,UNITED STATES,OREGON,97504-4187,None,P & W,JFTD12A-5A,5/12/22,None,Standard,Transport,No,Valid,64097,None,10/25/19,1971,50233350,
N217AC,ERICKSON INC,S64E,Rotorcraft,ERICKSON,8/31/29,Turbo-shaft,None,Corporation,No,A1D386,NO,4002 CIRRUS DR,MEDFORD,JACKSON,UNITED STATES,OREGON,97504-4187,None,P & W,JFTD12A-4A,11/28/11,None,Standard-Restricted,"Other, Aerial Advertising, Agriculture and Pest Control",No,Valid,64064,None,2/13/01,1968,50351606,
N400DS,FLYING H ENTERPRISES LLC,690B,Fixed Wing Multi-Engine,ROCKWELL INTERNATIONAL,11/30/28,Turbo-prop,None,LLC,No,A4ACFD,NO,34522 N SCOTTSDALE RD,SCOTTSDALE,MARICOPA,UNITED STATES,ARIZONA,85266-1258,None,AIRESEARCH,TPE331 SERIES,2/22/90,None,Standard,None,No,Valid,11512,None,11/14/18,1978,51126375,S
N83FJ,FX SOLUTIONS INC,FALCON 50,Fixed Wing Multi-Engine,DASSAULT-BREGUET,10/31/29,Turbo-fan,None,Corporation,No,AB5687,NO,955 BEECH ST,MISSOULA,MISSOULA,UNITED STATES,MONTANA,59802-4916,None,GARRETT,TFE731 SERIES,11/4/81,None,Standard,Transport,No,Valid,74,None,10/27/22,1981,52653207,D
N508JR,GARRISON WILLIAM E JR,S2F-1 (TS-2A),Fixed Wing Multi-Engine,GRUMMAN,2/28/29,Reciprocating,None,Individual,No,A65880,NO,PO BOX 27,NICKERSON,RENO,UNITED STATES,KANSAS,67561-0027,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,417,None,2/14/19,None,51454200,
N803RA,ARSIERO AIR LLC,K-1200,Rotorcraft,KAMAN AEROSPACE CORP,11/30/29,Turbo-shaft,None,LLC,No,AAEE7A,NO,3510 DELAWARE AVE,IDAHO FALLS,BONNEVILLE,UNITED STATES,IDAHO,83404-4804,TR7BO,Unknown,Unknown,None,KAMAN AEROSPACE CORP,Unknown,None,No,Valid,A94-0045,None,11/4/22,None,52567172,
N357KA,HELI 807 LEASING LLC,K-1200,Rotorcraft,KAMAN AEROSPACE CORP,2/29/28,Turbo-shaft,None,LLC,No,A3FFB0,NO,5014 CAPTAIN HILL CT,ANCHORAGE,ANCHORAGE DIV,UNITED STATES,ALASKA,99502-1817,TR7BO,HONEYWELL,T5317A-1,10/26/16,KAMAN AEROSPACE CORP,Standard,Normal,No,Valid,A94-0028,None,2/14/18,2001,50777660,
N402PJ,HELIBRO LLC,407,Rotorcraft,BELL,5/31/27,Turbo-shaft,None,LLC,No,A4B55D,NO,903 LANGLEY WAY,RED BLUFF,TEHAMA,UNITED STATES,CALIFORNIA,96080-4559,H2SW,ALLISON,250-C47,9/19/97,BELL HELICOPTER TEXTRON CANADA LTD,Standard,Normal,Yes,Valid,53195,None,5/9/17,1997,51132535,
N32AT,HELIBRO LLC,407,Rotorcraft,BELL HELICOPTER TEXTRON CANADA,10/31/29,Turbo-shaft,10/13/22,LLC,No,A36C09,NO,903 LANGLEY WAY,RED BLUFF,TEHAMA,UNITED STATES,CALIFORNIA,96080-4559,H2SW,ROLLS-ROYC,250-C47B,9/7/12,BELL HELICOPTER TEXTRON CANADA LTD,Standard-Restricted,"Agriculture and Pest Control, Aerial Advertising, Agriculture and Pest Control",No,Valid,54025,418PJ,10/13/22,2010,50666011,
N448JS,HELICARRIER USA INC,S-61N,Rotorcraft,SIKORSKY,9/30/29,Turbo-shaft,None,Non Citizen Corporation,No,A5692E,NO,108 W 13TH ST,WILMINGTON,NEW CASTLE,UNITED STATES,DELAWARE,19801,1H15,GE,CT58-140-2,9/19/13,SIKORSKY AIRCRAFT,Standard,Transport,No,Valid,61428,None,9/11/19,1968,51264456,
N40HX,HELICOPTER EXPRESS INC,K-1200,Rotorcraft,KAMAN AEROSPACE CORP,1/31/30,Turbo-shaft,None,Corporation,No,A4AB0D,NO,2025 FLIGHTWAY DR,CHAMBLEE,DE KALB,UNITED STATES,GEORGIA,30341-3349,TR7BO,HONEYWELL,T5317A-1,12/19/19,KAMAN AEROSPACE CORP,Standard,Normal,No,Valid,A94-0051,None,1/15/20,2019,51125415,
N16HX,HELICOPTER EXPRESS INC,205A-1,Rotorcraft,BELL,8/31/27,Turbo-shaft,None,Corporation,No,A0F01A,NO,2025 FLIGHTWAY DR,CHAMBLEE,DE KALB,UNITED STATES,GEORGIA,30341-3349,H1SW,LYCOMING,T53-L-13,4/3/02,BELL TEXTRON INC,Standard,Transport,No,Valid,30293,None,6/15/09,1979,50170032,
N1168U,HELI-FLITE INC,S-58ET,Rotorcraft,SIKORSKY,5/31/28,Turbo-shaft,None,Corporation,No,A04600,NO,1965 AVIATION DR # F,CORONA,RIVERSIDE,UNITED STATES,CALIFORNIA,92878-8709,1H11,P&W CANADA,PT6T-6,5/29/03,CALIFORNIA HELICOPTER AIRWAYS INC,Standard,Normal,No,Valid,58-1070,None,5/20/21,1958,50043000,
N947CH,HELIGROUP FIRE LLC,CH47D,Rotorcraft,TANDEM ROTOR LLC,6/30/27,Turbo-shaft,None,LLC,No,AD2763,NO,PO BOX 7967,MISSOULA,MISSOULA,UNITED STATES,MONTANA,59802,R0014DE,HONEYWELL,T55-GA-714A,2/17/17,TANDEM ROTOR LLC,Restricted,"Other, Forest, Agriculture and Pest Control",Yes,Valid,86-1682,None,6/13/14,1990,53223543,
N949CH,HELIGROUP FIRE LLC,CH47D,Rotorcraft,TANDEM ROTOR LLC,6/30/27,Turbo-shaft,None,LLC,No,AD2ED1,NO,PO BOX 7967,MISSOULA,MISSOULA,UNITED STATES,MONTANA,59807-7967,R0014DE,HONEYWELL,T55-GA-714A,2/17/17,TANDEM ROTOR LLC,Restricted,"Other, Forest, Agriculture and Pest Control",Yes,Valid,90-0205,None,6/18/14,1990,53227321,
N948CH,HELIGROUP FIRE LLC,CH47D,Rotorcraft,TANDEM ROTOR LLC,6/30/27,Turbo-shaft,None,LLC,No,AD2B1A,NO,PO BOX 7967,MISSOULA,MISSOULA,UNITED STATES,MONTANA,59807-7967,R0014DE,HONEYWELL,T55-GA-714A,8/16/17,TANDEM ROTOR LLC,Restricted,"Other, Forest, Agriculture and Pest Control",Yes,Valid,90-0202,None,6/13/14,1990,53225432,
N8286,HIGH PERFORMANCE HELICOPTERS CORP,UH-60A,Rotorcraft,SIKORSKY,2/28/30,Turbo-shaft,None,Corporation,No,AB51BD,NO,PO BOX 390,CRESTLINE,SAN BERNARDINO,UNITED STATES,CALIFORNIA,92325-0390,None,GE,T700-GE-700,10/7/17,None,Restricted,"Other, Forest, Agriculture and Pest Control",No,Valid,79-23286,None,2/15/17,1979,52650675,
N407MC,HILLSBORO AVIATION INC,407,Rotorcraft,BELL HELICOPTER TEXTRON CANADA,11/30/28,Turbo-shaft,None,Corporation,No,A4C7B8,NO,3845 NE 30TH AVE,HILLSBORO,WASHINGTON,UNITED STATES,OREGON,97124-4700,H2SW,ROLLS-ROYC,250-C47B,11/5/12,BELL HELICOPTER TEXTRON CANADA LTD,Standard,Normal,No,Valid,53659,None,11/30/12,2005,51143670,
N804KP,HOG AIR AVIATION INC,AT-802A,Fixed Wing Single-Engine,AIR TRACTOR INC,3/31/29,Turbo-prop,None,Corporation,No,AAF1A8,NO,7760 HWY 412 E,PARAGOULD,GREENE,UNITED STATES,ARKANSAS,72450,None,P&W CANADA,PT6A-67AG,2/13/13,None,Restricted,"Forest, Agriculture and Pest Control",Yes,Valid,802A-0496,None,3/19/13,2013,52570650,S
N804RX,HOG AIR AVIATION INC,AT-802A,Fixed Wing Single-Engine,AIR TRACTOR INC,3/31/29,Turbo-prop,None,Corporation,No,AAF246,NO,7760 HWY 412 E,PARAGOULD,GREENE,UNITED STATES,ARKANSAS,72450,None,P&W CANADA,PT6A-67F,5/16/22,None,Restricted,"Forest, Agriculture and Pest Control",No,Valid,802A-0786,None,3/29/19,2019,52571106,S
N895MA,HOMETOWNE BUILDINGS & TRAILERS LLC,MU-2B-36A,Fixed Wing Multi-Engine,MITSUBISHI,8/31/29,Turbo-prop,None,LLC,No,AC58FB,NO,PO BOX 10275,JACKSON,MADISON,UNITED STATES,TENNESSEE,38308-0104,None,Unknown,Unknown,8/11/78,None,Standard,Normal,No,Valid,723SA,None,8/30/22,None,53054373,
N419FF,PLANTERS AIR SERVICE INC,AT-802A,Fixed Wing Single-Engine,AIR TRACTOR INC,1/31/30,Turbo-prop,None,Corporation,No,A4F612,NO,PO BOX 65,ALLIGATOR,BOLIVAR,UNITED STATES,MISSISSIPPI,38720-0065,None,P&W,PT6A SERIES,11/10/04,None,Restricted,"Forest, Agriculture and Pest Control",No,Valid,802A-0191,None,1/14/23,2004,51173022,S
N121TG,INTERNATIONAL AIR RESPONSE,C-130A,Fixed Wing Multi-Engine,LOCKHEED,4/30/27,Turbo-prop,None,Corporation,No,A05919,NO,6250 S TAXIWAY CIR,MESA,PINAL,UNITED STATES,ARIZONA,85212-6399,None,ALLISON,T-56A-9,6/29/17,None,Restricted,"Patrolling, Aerial Surveying, Other, Forest, Agriculture and Pest Control",No,Valid,56-0511,None,5/10/07,1956,50054431,
N117TG,INTERNATIONAL AIR RESPONSE INC,C-130A,Fixed Wing Multi-Engine,LOCKHEED,8/31/28,Turbo-prop,None,Corporation,No,A047E4,NO,6250 S TAXIWAY CIR,MESA,PINAL,UNITED STATES,ARIZONA,85212-6399,None,ALLISON,T-56A-9,12/6/17,None,Restricted,"Other, Patrolling, Forest, Aerial Surveying, Agriculture and Pest Control",No,Valid,54-1631,None,10/13/89,1954,50043744,
N118TG,INTERNATIONAL AIR RESPONSE INC,C-130A,Fixed Wing Multi-Engine,LOCKHEED,4/30/29,Turbo-prop,None,Corporation,No,A04B9B,NO,6250 S TAXIWAY CIR,MESA,PINAL,UNITED STATES,ARIZONA,85212-6399,None,ALLISON,T-56A-9,6/29/17,None,Restricted,"Other, Patrolling, Forest, Aerial Surveying, Agriculture and Pest Control",No,Valid,57-0512,None,1/22/90,1957,50045633,
N120TG,INTERNATIONAL AIR RESPONSE INC,C-130A,Fixed Wing Multi-Engine,LOCKHEED,2/28/29,Turbo-prop,None,Corporation,No,A05562,NO,6250 S TAXIWAY CIR,MESA,PINAL,UNITED STATES,ARIZONA,85212-6399,None,ALLISON,T-56A-9,6/29/17,None,Restricted,"Patrolling, Aerial Surveying, Other, Forest, Agriculture and Pest Control",No,Valid,3035,None,2/15/13,1955,50052542,
N83BH,JAMBB LLC,EH-60A,Rotorcraft,SIKORSKY,2/28/29,Turbo-shaft,None,LLC,No,AB5622,NO,2015 MCKINLEY AVE STE F4,LA VERNE,LOS ANGELES,UNITED STATES,CALIFORNIA,91750-5808,None,GE,T700-GE-700,1/6/20,None,Restricted,Forest,No,Valid,87-24668,None,2/20/19,1987,52653042,
N528NR,MINNESOTA DEPARTMENT OF NATURAL RESOURCES,KODIAK 100,Fixed Wing Single-Engine,KODIAK AIRCRAFT CO INC,12/31/29,Turbo-prop,None,Government,No,A6A7E2,NO,405 SE 11TH ST,GRAND RAPIDS,ITASCA,UNITED STATES,MINNESOTA,55744,None,P&W CANADA,PT6A-34,10/27/22,None,Standard,Normal,No,Valid,100-0315,None,12/7/22,2022,51523742,S
N58468,LONG-LINE LEASING LLC,UH-1H,Rotorcraft,WESTERN INTERNATIONAL AVIA INC,1/31/30,Turbo-shaft,None,LLC,No,A7880F,NO,1622 N CORDOBA DR,SARATOGA SPRINGS,UTAH,UNITED STATES,UTAH,84045-5182,None,LYCOMING,T-53,7/5/05,None,Restricted,"Carriage of Cargo, Forest, Agriculture and Pest Control",No,Valid,71-20298,None,4/10/08,1971,51704017,
N302FD,LOS ANGELES CITY,AW139,Rotorcraft,AGUSTA AEROSPACE CORP,2/29/28,Turbo-shaft,None,Government,No,A32741,NO,C/O LOS ANGELES FIRE DEPARTMENT,VAN NUYS,LOS ANGELES,UNITED STATES,CALIFORNIA,91406,R00002RD,P&W CANADA,PT6C-67C,1/22/11,LEONARDO S P A,Standard,Transport,No,Valid,41239,None,2/7/12,2011,50623501,
N405LC,LYNDEN AIR CARGO LLC,382G,Fixed Wing Multi-Engine,LOCKHEED,10/31/27,Turbo-prop,None,LLC,No,A4C031,NO,6520 KULIS DR,ANCHORAGE,ANCHORAGE DIV,UNITED STATES,ALASKA,99502-1816,None,ALLISON,501-D22A,6/15/10,None,Standard-Restricted,"Other, Agriculture and Pest Control, Aerial Advertising, Agriculture and Pest Control",Yes,Valid,5025,None,7/21/99,1985,51140061,
N69TP,MCCARLEY BRIAN,500N,Rotorcraft,MCDONNELL DOUGLAS HELICOPTER,8/31/29,Turbo-shaft,None,Individual,No,A92A14,NO,106 REBECCA RD,GEORGETOWN,WILLIAMSON,UNITED STATES,TEXAS,78633-1908,H3WE,ALLISON,250-C20 SER,3/8/94,MD HELICOPTERS INC (MDHI),Standard,Normal,No,Valid,LN063,None,8/30/22,1994,52225024,
N4247V,MIDWEST TRUXTON INTERNATIONAL INC,S-58JT,Rotorcraft,SIKORSKY,2/28/29,Turbo-shaft,None,Corporation,No,A50DDC,NO,6225 GARFIELD AVE,BURR RIDGE,COOK,UNITED STATES,ILLINOIS,60527,1H11,P&W CANADA,PT6T-3,5/30/07,CALIFORNIA HELICOPTER AIRWAYS INC,Standard,Transport,No,Valid,58-1547,None,12/8/83,None,51206734,
N402MA,MINUTEMAN AVIATION INC,407,Rotorcraft,BELL HELICOPTER TEXTRON CANADA,6/30/27,Turbo-shaft,None,Corporation,No,A4B523,NO,5225 HWY 10 W AIRPORT BOX 16,MISSOULA,MISSOULA,UNITED STATES,MONTANA,59808,H2SW,ROLLS-ROYC,250-C47B,5/26/17,BELL HELICOPTER TEXTRON CANADA LTD,Standard,Normal,No,Valid,53834,None,6/28/17,2008,51132443,
N526MW,MOUNTAIN WEST HELICOPTERS LLC,K-1200,Rotorcraft,KAMAN AEROSPACE CORP,6/30/27,Turbo-shaft,None,LLC,No,A6A060,NO,1622 N CORDOBA DR,SARATOGA SPRINGS,UTAH,UNITED STATES,UTAH,84045-5182,TR7BO,LYCOMING,T-53 SERIES,10/4/94,KAMAN AEROSPACE CORP,Standard,Normal,No,Valid,4,None,6/25/20,1994,51520140,
N21CG,N21CG LEASING LLC,B200,Fixed Wing Multi-Engine,BEECH,8/31/29,Turbo-prop,None,LLC,No,A1B762,NO,2117 N WAVERLY,PONCA CITY,KAY,UNITED STATES,OKLAHOMA,74601,None,P&W CANADA,PT6A-60A,12/11/89,None,Standard,Normal,No,Valid,BB-1346,None,8/10/22,1989,50333542,D
N353RC,N353RC LLC,UH-1H,Rotorcraft,BELL,4/30/29,Turbo-shaft,None,LLC,No,A3F16C,NO,PO BOX 518,CHELAN,CHELAN,UNITED STATES,WASHINGTON,98816-0518,None,LYCOMING,T5313B,10/24/18,None,Restricted,"Other, Forest, Agriculture and Pest Control",No,Valid,6600782,None,4/20/22,None,50770554,
N477NA,NEPTUNE AVIATION SERVICES,BAE 146 SERIES 200A,Fixed Wing Multi-Engine,BRITISH AEROSPACE,9/30/29,Turbo-fan,None,Corporation,No,A5DC48,NO,2 CORPORATE WAY,MISSOULA,MISSOULA,UNITED STATES,MONTANA,59808-8675,None,LYCOMING,ALF502R-5,4/25/17,None,Standard,Transport,No,Valid,E2103,None,9/22/16,1988,51356110,D
N122HP,NEPTUNE AVIATION SERVICES,P2V-7,null,LOCKHEED,null,null,None,Corporation,null,A05BDD,null,None,None,,,,None,null,None,None,None,null,Unknown,None,No,null,148341,None,1/8/07,null,50055735,
N128HP,NEPTUNE AVIATION SERVICES,P2V-7,null,LOCKHEED,null,null,None,Corporation,null,A07227,null,None,None,,,,None,null,None,None,None,null,Unknown,None,No,null,140972,None,1/8/07,null,50071047,
N2216S,NEPTUNE AVIATION SERVICES,P2V-7,null,LOCKHEED,null,null,None,Corporation,null,A1E7F3,null,None,None,,,,None,null,None,None,None,null,Unknown,None,No,null,148346,None,1/8/07,null,50363763,
N2218Q,NEPTUNE AVIATION SERVICES,P2V-7,null,LOCKHEED,null,null,None,Corporation,null,A1E837,null,None,None,,,,None,null,None,None,None,null,Unknown,None,No,null,148359,None,1/8/07,null,50364067,
N471NA,NEPTUNE AVIATION SERVICES INC,BAE 146 SERIES 200,Fixed Wing Multi-Engine,BRITISH AEROSPACE,12/31/29,Turbo-jet,None,Corporation,No,A5C5FE,NO,2 CORPORATE WAY,MISSOULA,MISSOULA,UNITED STATES,MONTANA,59808,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,E2136,None,12/14/16,None,51342776,D
N470NA,NEPTUNE AVIATION SERVICES INC,BAE 146 SERIES 200A,Fixed Wing Multi-Engine,BRITISH AEROSPACE,12/31/29,Turbo-fan,None,Corporation,No,A5C247,NO,2 CORPORATE WAY,MISSOULA,MISSOULA,UNITED STATES,MONTANA,59808,None,HONEYWELL,ALF502R-5,3/17/10,None,Standard,Transport,No,Valid,E2049,None,12/12/16,1986,51341107,D
N478NA,NEPTUNE AVIATION SERVICES INC,BAE 146 SERIES 200A,Fixed Wing Multi-Engine,BRITISH AEROSPACE,11/30/29,Turbo-fan,None,Corporation,No,A5DFFF,NO,2 CORPORATE WAY,MISSOULA,MISSOULA,UNITED STATES,MONTANA,59808,None,LYCOMING,ALF502R-5,10/17/17,None,Standard,Transport,No,Valid,E2074,None,11/9/16,1987,51357777,D
N476NA,NEPTUNE AVIATION SERVICES INC,BAE 146,Fixed Wing Multi-Engine,BRITISH AEROSPACE,12/31/29,Turbo-jet,None,Corporation,No,A5D891,NO,2 CORPORATE WAY,MISSOULA,MISSOULA,UNITED STATES,MONTANA,59808,None,LYCOMING,ALF-502 SER.,7/10/15,None,Standard,Transport,No,Valid,E-2196,None,12/14/16,1991,51354221,D
N472NA,NEPTUNE AVIATION SERVICES INC,BAE 146 SERIES 200A,Fixed Wing Multi-Engine,BRITISH AEROSPACE,8/31/29,Turbo-fan,None,Corporation,No,A5C9B5,NO,2 CORPORATE WAY,MISSOULA,MISSOULA,UNITED STATES,MONTANA,59808-8675,None,LYCOMING,ALF502R-5,11/21/13,None,Standard,Transport,No,Valid,E2138,None,8/29/16,1989,51344665,D
N475NA,NEPTUNE AVIATION SERVICES INC,BAE 146,Fixed Wing Multi-Engine,BRITISH AEROSPACE,12/31/29,Turbo-jet,None,Corporation,No,A5D4DA,NO,2 CORPORATE WAY,MISSOULA,MISSOULA,UNITED STATES,MONTANA,59808,None,LYCOMING,ALF-502 SER.,1/13/16,None,Standard,Transport,No,Valid,E 2192,None,12/12/16,1991,51352332,D
N474NA,NEPTUNE AVIATION SERVICES INC,BAE 146 SERIES 200A,Fixed Wing Multi-Engine,BRITISH AEROSPACE,12/31/29,Turbo-fan,None,Corporation,No,A5D123,NO,2 CORPORATE WAY,MISSOULA,MISSOULA,UNITED STATES,MONTANA,59808,None,LYCOMING,ALF-502 SER.,2/5/88,None,Standard,Normal,No,Valid,E2084,None,12/12/16,None,51350443,D
N473NA,NEPTUNE AVIATION SERVICES INC,BAE 146 SERIES 200A,Fixed Wing Multi-Engine,BRITISH AEROSPACE,12/31/29,Turbo-fan,None,Corporation,No,A5CD6C,NO,2 CORPORATE WAY,MISSOULA,MISSOULA,UNITED STATES,MONTANA,59808,None,LYCOMING,ALF502R-5,4/16/14,None,Standard,Transport,No,Valid,E2045,None,12/14/16,1985,51346554,D
N1386C,NEPTUNE AVIATION SERVICES INC,P2V-5,Fixed Wing Multi-Engine,LOCKHEED,4/30/28,Reciprocating,None,Corporation,No,A09C16,NO,2 CORPORATE WAY,MISSOULA,MISSOULA,UNITED STATES,MONTANA,59808-8675,None,WRIGHT,R3350 SERIES,6/30/04,None,Restricted,Forest,No,Valid,128422,None,9/13/93,1954,50116026,
N2218E,NEPTUNE AVIATION SERVICES INC,P2V-7,null,LOCKHEED,null,null,None,Corporation,null,A1E82D,null,None,None,,,,None,null,None,None,None,null,Unknown,None,No,null,148356,None,1/11/07,null,50364055,
N301TS,NEPTUNE AVIATION SERVICES INC,B100,Fixed Wing Multi-Engine,BEECH,6/30/28,Turbo-prop,None,Corporation,No,A324C3,NO,2 CORPORATE WAY,MISSOULA,MISSOULA,UNITED STATES,MONTANA,59808-8675,None,AIRESEARCH,TPE331-5&6SER,11/15/79,None,Standard,Normal,No,Valid,BE-76,None,8/24/09,1979,50622303,D
N410NA,NEPTUNE AVIATION SERVICES INC,P2V-5F,Fixed Wing Multi-Engine,LOCKHEED,2/28/27,Reciprocating,None,Corporation,No,A4D54D,NO,2 CORPORATE WAY,MISSOULA,MISSOULA,UNITED STATES,MONTANA,59808-8675,None,WRIGHT,R3350 SERIES,3/13/12,None,Restricted,Forest,No,Valid,131482,None,2/15/11,1954,51152515,
N480NA,NEPTUNE AVIATION SERVICES INC,BAE 146 SERIES 200A,Fixed Wing Multi-Engine,BRITISH AEROSPACE,12/31/27,Turbo-fan,None,Corporation,No,A5E9C6,NO,4301 CORPORATE WAY,MISSOULA,MISSOULA,UNITED STATES,MONTANA,59808,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,E2055,None,12/18/20,None,51364706,D
