flight_numbers,reg_owner_name,model,type_aircraft,manufacturing_name,exp_date,eng_type,date_change_authorized,type_registration,dealer,mode_S_code_16,fractional_owner,street,city,county,country,state,zip_code,type_certificate_data_sheet,engine_manufacturer,engine_model,awdate,type_certificate_holder,classification,category,exception_code,status,serial_number,pending_number_change,certificate_issue_date,mfr_year,mode_S_code_8,Main Gear Config
N64835,USDA FOREST SERVICE,305A,Fixed Wing Single-Engine,CESSNA,2/28/30,Reciprocating,None,Government,No,A885D2,NO,87 AIRPORT RD,OLD TOWN,PENOBSCOT,UNITED STATES,MAINE,04468-1312,None,CONT MOTOR,O-470 SERIES,4/12/11,None,Standard,Utility,No,Valid,22470,None,2/28/14,1951,52102722,
N805NC,USDA FOREST SERVICE - FEPP,T-34C,Fixed Wing Single-Engine,BEECH,3/31/30,Turbo-prop,None,Government,No,AAF59F,NO,1616 MAIL SERVICE CTR,RALEIGH,WAKE,UNITED STATES,NORTH CAROLINA,27699-1600,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,162641,None,3/10/17,None,52572637,S
N436DF,USDA FOREST SERVICE - FEPP,S-2F3AT,Fixed Wing Multi-Engine,MARSH AVIATION,1/31/29,Turbo-prop,None,Government,No,A539B9,NO,5500 PRICE AVE,MCCLELLAN,YOLO,UNITED STATES,CALIFORNIA,95652-2438,None,HONEYWELL,TPE331-14GR,6/28/07,None,Restricted,Forest,No,Valid,152337,None,1/15/13,2001,51234671,
N458DF,USDA FOREST SERVICE - FEPP,S-2G,Fixed Wing Multi-Engine,GRUMMAN,12/31/27,Reciprocating,None,Government,No,A59025,NO,5500 PRICE AVE,MCCLELLAN,YOLO,UNITED STATES,CALIFORNIA,95652-2438,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,341018,None,12/19/17,None,51310045,
N436DF,USDA FOREST SERVICE - FEPP,S-2F3AT,Fixed Wing Multi-Engine,MARSH AVIATION,1/31/29,Turbo-prop,None,Government,No,A539B9,NO,5500 PRICE AVE,MCCLELLAN,YOLO,UNITED STATES,CALIFORNIA,95652-2438,None,HONEYWELL,TPE331-14GR,6/28/07,None,Restricted,Forest,No,Valid,152337,None,1/15/13,2001,51234671,
N458DF,USDA FOREST SERVICE - FEPP,S-2G,Fixed Wing Multi-Engine,GRUMMAN,12/31/27,Reciprocating,None,Government,No,A59025,NO,5500 PRICE AVE,MCCLELLAN,YOLO,UNITED STATES,CALIFORNIA,95652-2438,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,341018,None,12/19/17,None,51310045,
N430DF,USDA FOREST SERVICE FEEP,OV-10A,Fixed Wing Multi-Engine,NORTH AMERICAN,6/30/28,Turbo-prop,None,Government,No,A5236F,NO,5500 PRICE AVE,MCCLELLAN,YOLO,UNITED STATES,CALIFORNIA,95652-2438,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,305127A60,None,6/22/15,None,51221557,
N755W,USDA FOREST SERVICE FEPP,180A,Fixed Wing Single-Engine,CESSNA,8/31/27,Reciprocating,None,Government,No,AA2E90,NO,C/O ARKANSAS DEPT OF AGRICULTURE,MALVERN,HOT SPRING,UNITED STATES,ARKANSAS,72104-6052,None,CONT MOTOR,O-470 SERIES,4/21/58,None,Standard,None,No,Valid,50252,None,6/25/79,1958,52427220,
N138FC,USDA FOREST SERVICE FEPP,PA-28-181,Fixed Wing Single-Engine,PIPER,4/30/29,Reciprocating,None,Government,No,A09969,NO,STATE OF FLORIDA,TALLAHASSEE,LEON,UNITED STATES,FLORIDA,32310-8723,None,LYCOMING,O&VO-360 SER,3/9/84,None,Standard,"Utility, Normal",No,Valid,28-8290102,None,12/2/97,1982,50114551,S
N395M,USDA FOREST SERVICE FEPP,UH-1H,Rotorcraft,BELL,1/31/28,Turbo-shaft,None,Government,No,A4966F,NO,C/O DEPT OF NATURAL RESOURCES,HELENA,LEWIS AND CLARK,UNITED STATES,MONTANA,59620-1601,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,65-09662,None,8/17/92,None,51113157,
N398M,USDA FOREST SERVICE FEPP,UH-1H,Rotorcraft,BELL,1/31/28,Turbo-shaft,None,Government,No,A4A194,NO,C/O DEPT OF NATURAL RESOURCES,HELENA,LEWIS AND CLARK,UNITED STATES,MONTANA,59620-1601,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,65-09984,None,8/17/92,None,51120624,
N105NJ,USDA FOREST SERVICE FEPP,UH-1H (205),Rotorcraft,BELL HELICOPTER CO,11/30/27,Turbo-shaft,None,Government,No,A0187C,NO,PO BOX 420,TRENTON,MERCER,UNITED STATES,NEW JERSEY,8625,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,66-17071 (9265),None,6/18/93,None,50014174,
N2728X,USDA FOREST SERVICE FEPP,180H,Fixed Wing Single-Engine,CESSNA,10/31/28,Reciprocating,None,Government,No,A2B170,NO,NEW JERSEY FOREST FIRE SERVICE,TRENTON,MERCER,UNITED STATES,NEW JERSEY,08625-0420,None,CONT MOTOR,O-470 SERIES,4/30/73,None,Restricted,Agriculture and Pest Control,No,Valid,18051528,None,10/26/88,1965,50530560,
N481DF,USDA FOREST SERVICE FEPP,UH-1H,Rotorcraft,BELL,7/31/27,Turbo-shaft,None,Government,No,A5ECA1,NO,CA DEPT FORESTRY/FIRE PROTECTION,MCCELLAN,SACRAMENTO,UNITED STATES,CALIFORNIA,95652-2421,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,72-21619,None,6/5/95,None,51366241,
N491DF,USDA FOREST SERVICE FEPP,EH-1H,Rotorcraft,BELL,4/30/30,Turbo-shaft,None,Government,No,A61420,NO,CA DEPT FORESTRY/FIRE PROTECTION,MCCELLAN,SACRAMENTO,UNITED STATES,CALIFORNIA,95652-2421,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,69-15858,None,5/26/99,None,51412040,
N481DF,USDA FOREST SERVICE FEPP,UH-1H,Rotorcraft,BELL,7/31/27,Turbo-shaft,None,Government,No,A5ECA1,NO,CA DEPT FORESTRY/FIRE PROTECTION,MCCELLAN,SACRAMENTO,UNITED STATES,CALIFORNIA,95652-2421,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,72-21619,None,6/5/95,None,51366241,
N491DF,USDA FOREST SERVICE FEPP,EH-1H,Rotorcraft,BELL,4/30/30,Turbo-shaft,None,Government,No,A61420,NO,CA DEPT FORESTRY/FIRE PROTECTION,MCCELLAN,SACRAMENTO,UNITED STATES,CALIFORNIA,95652-2421,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,69-15858,None,5/26/99,None,51412040,
N804NC,USDA FOREST SERVICE FEPP,T-34C,Fixed Wing Single-Engine,BEECH,3/31/30,Turbo-prop,None,Government,No,AAF1E8,NO,1616 MAIL SERVICE CTR,RALEIGH,WAKE,UNITED STATES,NORTH CAROLINA,27699-1600,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,161809,None,3/10/17,None,52570750,S
N120FC,USDA FOREST SERVICE FEPP,UH-1H,Rotorcraft,BELL,9/30/29,Turbo-shaft,None,Government,No,A05432,NO,3266 CAPITAL CIR SW,TALLAHASSEE,LEON,UNITED STATES,FLORIDA,32310-8723,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,70-16260,None,1/26/04,None,50052062,
N125FC,USDA FOREST SERVICE FEPP,UH-1V,Rotorcraft,BELL,8/31/27,Turbo-shaft,None,Government,No,A066C5,NO,3266 CAPITAL CIR SW,TALLAHASSEE,LEON,UNITED STATES,FLORIDA,32310-8723,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,70-16439,None,8/8/17,None,50063305,
N499DF,USDA FOREST SERVICE FEPP,UH-1H,Rotorcraft,BELL,7/31/27,Turbo-shaft,None,Government,No,A631D8,NO,5500 PRICE AVE,MCCLELLAN,SACRAMENTO,UNITED STATES,CALIFORNIA,95652-2421,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,71-20022,None,6/5/95,None,51430730,
N493DF,USDA FOREST SERVICE FEPP,EH-1H,Rotorcraft,BELL,1/31/29,Turbo-shaft,None,Government,No,A61B8E,NO,5500 PRICE AVE,MCCLELLAN,SACRAMENTO,UNITED STATES,CALIFORNIA,95652-2421,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,12001,None,12/5/91,None,51415616,
N495DF,USDA FOREST SERVICE FEPP,EH-1H,Rotorcraft,BELL,10/31/29,Turbo-shaft,None,Government,No,A622FC,NO,5500 PRICE AVE,MCCLELLAN,SACRAMENTO,UNITED STATES,CALIFORNIA,95652-2421,None,NONE,NONE,None,None,Unknown,None,No,Valid,12218,None,3/27/92,None,51421374,
N497DF,USDA FOREST SERVICE FEPP,EH-1H,Rotorcraft,BELL,10/31/27,Turbo-shaft,None,Government,No,A62A6A,NO,5500 PRICE AVE,MCCLELLAN,SACRAMENTO,UNITED STATES,CALIFORNIA,95652-2421,None,NONE,NONE,None,None,Unknown,None,No,Valid,11533,None,7/21/93,None,51425152,
N490DF,USDA FOREST SERVICE FEPP,UH-1H,Rotorcraft,BELL,7/31/27,Turbo-shaft,None,Government,No,A61069,NO,5500 PRICE AVE,MCCLELLAN,SACRAMENTO,UNITED STATES,CALIFORNIA,95652-2421,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,70-15765,None,6/5/95,None,51410151,
N488DF,USDA FOREST SERVICE FEPP,UH-1H,Rotorcraft,BELL,1/31/28,Turbo-shaft,None,Government,No,A606A2,NO,5500 PRICE AVE,MCCLELLAN,YOLO,UNITED STATES,CALIFORNIA,95652-2438,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,69-15239,None,8/22/94,None,51403242,
N494DF,USDA FOREST SERVICE FEPP,EH-1X,Rotorcraft,BELL,1/31/29,Turbo-shaft,None,Government,No,A61F45,NO,5500 PRICE AVE,MCCLELLAN,SACRAMENTO,UNITED STATES,CALIFORNIA,95652-2421,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,11303,None,12/5/91,None,51417505,
N498DF,USDA FOREST SERVICE FEPP,UH-1H,Rotorcraft,BELL,10/31/27,Turbo-shaft,None,Government,No,A62E21,NO,5500 PRICE AVE,MCCLELLAN,SACRAMENTO,UNITED STATES,CALIFORNIA,95652-2421,None,NONE,NONE,None,None,Unknown,None,No,Valid,69-15865,None,7/21/93,None,51427041,
N489DF,USDA FOREST SERVICE FEPP,EH-1X,Rotorcraft,BELL,4/30/29,Turbo-shaft,None,Government,No,A60A59,NO,5500 PRICE AVE,MCCLELLAN,SACRAMENTO,UNITED STATES,CALIFORNIA,95652-2421,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,12224,None,1/16/91,None,51405131,
N496DF,USDA FOREST SERVICE FEPP,EH-1H,Rotorcraft,BELL,10/31/29,Turbo-shaft,None,Government,No,A626B3,NO,5500 PRICE AVE,MCCLELLAN,SACRAMENTO,UNITED STATES,CALIFORNIA,95652-2421,None,NONE,NONE,None,None,Unknown,None,No,Valid,69-15676,None,3/27/92,None,51423263,
N427DF,USDA FOREST SERVICE FEPP,S-2F3AT,Fixed Wing Multi-Engine,MARSH AVIATION,1/31/28,Turbo-prop,None,Government,No,A515F1,NO,5500 PRICE AVE,MCCLELLAN,SACRAMENTO,UNITED STATES,CALIFORNIA,95652-2421,None,HONEYWELL,TPE331-14GR,6/28/07,None,Restricted,Forest,No,Valid,153570,None,8/30/00,2001,51212761,
N432DF,USDA FOREST SERVICE FEPP,S-2F3AT,Fixed Wing Multi-Engine,MARSH AVIATION,1/31/28,Turbo-prop,None,Government,No,A52ADD,NO,5500 PRICE AVE,MCCLELLAN,SACRAMENTO,UNITED STATES,CALIFORNIA,95652-2421,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,149268,None,8/30/00,None,51225335,
N435DF,USDA FOREST SERVICE FEPP,S-2F3AT,Fixed Wing Multi-Engine,MARSH AVIATION,7/31/29,Turbo-prop,None,Government,No,A53602,NO,5500 PRICE AVE,MCCLELLAN,SACRAMENTO,UNITED STATES,CALIFORNIA,95652-2421,None,HONEYWELL,TPE331-14GR,6/28/07,None,Restricted,Forest,No,Valid,153573,None,2/1/00,2001,51233002,
N437DF,USDA FOREST SERVICE FEPP,S-2F3AT,Fixed Wing Multi-Engine,MARSH AVIATION,7/31/29,Turbo-prop,None,Government,No,A53D70,NO,5500 PRICE AVE,MCCLELLAN,SACRAMENTO,UNITED STATES,CALIFORNIA,95652-2421,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,149848,None,2/1/00,None,51236560,
N439DF,USDA FOREST SERVICE FEPP,S-2F3AT,Fixed Wing Multi-Engine,MARSH AVIATION,7/31/29,Turbo-prop,None,Government,No,A544DE,NO,5500 PRICE AVE,MCCLELLAN,SACRAMENTO,UNITED STATES,CALIFORNIA,95652-2421,None,AIRESEARCH,TPE331 SERIES,3/7/03,None,Restricted,Forest,No,Valid,149854,None,2/1/00,2002,51242336,
N431DF,USDA FOREST SERVICE FEPP,S-2F3AT,Fixed Wing Multi-Engine,MARSH AVIATION,10/31/27,Turbo-prop,None,Government,No,A52726,NO,5500 PRICE AVE,MCCLELLAN,SACRAMENTO,UNITED STATES,CALIFORNIA,95652-2421,None,HONEYWELL,TPE331-14GR,6/28/07,None,Restricted,Forest,No,Valid,149265,None,7/11/00,2001,51223446,
N445DF,USDA FOREST SERVICE FEPP,S-2F3AT,Fixed Wing Multi-Engine,MARSH AVIATION,7/31/27,Turbo-prop,None,Government,No,A55D81,NO,5500 PRICE AVE,MCCLELLAN,SACRAMENTO,UNITED STATES,CALIFORNIA,95652-2421,None,HONEYWELL,TPE331-SER,3/4/04,None,Restricted,Forest,No,Valid,152345,None,6/19/02,2004,51256601,
N422DF,USDA FOREST SERVICE FEPP,S-2F3AT,Fixed Wing Multi-Engine,MARSH AVIATION,1/31/28,Turbo-prop,None,Government,No,A5035E,NO,5500 PRICE AVE,MCCLELLAN,SACRAMENTO,UNITED STATES,CALIFORNIA,95652-2421,None,HONEYWELL,TPE331-14GR,6/28/07,None,Restricted,Forest,No,Valid,152817,None,8/30/01,2001,51201536,
N424DF,USDA FOREST SERVICE FEPP,S-2F3AT,Fixed Wing Multi-Engine,MARSH AVIATION,1/31/28,Turbo-prop,None,Government,No,A50ACC,NO,5500 PRICE AVE,MCCLELLAN,SACRAMENTO,UNITED STATES,CALIFORNIA,95652-2421,None,HONEYWELL,TPE331-14GR,6/28/07,None,Restricted,Forest,No,Valid,152820,None,8/30/01,2001,51205314,
N438DF,USDA FOREST SERVICE FEPP,S-2F3AT,Fixed Wing Multi-Engine,MARSH AVIATION,7/31/29,Turbo-prop,None,Government,No,A54127,NO,5500 PRICE AVE,MCCLELLAN,SACRAMENTO,UNITED STATES,CALIFORNIA,95652-2421,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,151640,None,2/1/00,None,51240447,
N433DF,USDA FOREST SERVICE FEPP,S-2F3AT,Fixed Wing Multi-Engine,MARSH AVIATION,7/31/29,Turbo-prop,None,Government,No,A52E94,NO,5500 PRICE AVE,MCCLELLAN,SACRAMENTO,UNITED STATES,CALIFORNIA,95652-2421,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,149855,None,2/1/00,None,51227224,
N426DF,USDA FOREST SERVICE FEPP,S-2F3AT,Fixed Wing Multi-Engine,MARSH AVIATION,1/31/28,Turbo-prop,None,Government,No,A5123A,NO,5500 PRICE AVE,MCCLELLAN,SACRAMENTO,UNITED STATES,CALIFORNIA,95652-2421,None,HONEYWELL,TPE331-SER,1/13/05,None,Restricted,Forest,No,Valid,152824,None,8/30/00,1999,51211072,
N425DF,USDA FOREST SERVICE FEPP,S-2F3AT,Fixed Wing Multi-Engine,MARSH AVIATION,1/31/28,Turbo-prop,None,Government,No,A50E83,NO,5500 PRICE AVE,MCCLELLAN,SACRAMENTO,UNITED STATES,CALIFORNIA,95652-2421,None,HONEYWELL,TPE331-SER,3/16/05,None,Restricted,Forest,No,Valid,152825,None,8/30/01,1999,51207203,
N434DF,USDA FOREST SERVICE FEPP,S-2F3AT,Fixed Wing Multi-Engine,MARSH AVIATION,7/31/29,Turbo-prop,None,Government,No,A5324B,NO,5500 PRICE AVE,MCCLELLAN,SACRAMENTO,UNITED STATES,CALIFORNIA,95652-2421,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,153579,None,2/1/00,None,51231113,
N428DF,USDA FOREST SERVICE FEPP,S-2F3AT,Fixed Wing Multi-Engine,MARSH AVIATION,1/31/28,Turbo-prop,None,Government,No,A519A8,NO,5500 PRICE AVE,MCCLELLAN,SACRAMENTO,UNITED STATES,CALIFORNIA,95652-2421,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,443262,None,8/30/00,None,51214650,
N450DF,USDA FOREST SERVICE FEPP,S-2F3AT,Fixed Wing Multi-Engine,MARSH AVIATION,7/31/28,Turbo-prop,None,Government,No,A5726D,NO,5500 PRICE AVE,MCCLELLAN,SACRAMENTO,UNITED STATES,CALIFORNIA,95652-2421,None,HONEYWELL,TPE331-SER,5/5/05,None,Restricted,Forest,No,Valid,152341,None,10/10/03,2005,51271155,
N442DF,USDA FOREST SERVICE FEPP,S-2F3AT,Fixed Wing Multi-Engine,MARSH AVIATION,7/31/28,Turbo-prop,None,Government,No,A5525C,NO,5500 PRICE AVE,MCCLELLAN,SACRAMENTO,UNITED STATES,CALIFORNIA,95652-2421,None,HONEYWELL,TPE331-14GR,5/4/06,None,Experimental,"To show compliance with FAR, Research and Development",No,Valid,152826,None,10/9/03,2005,51251134,
N448DF,USDA FOREST SERVICE FEPP,S-2F3AT,Fixed Wing Multi-Engine,MARSH AVIATION,7/31/28,Turbo-prop,None,Government,No,A568A6,NO,5500 PRICE AVE,MCCLELLAN,SACRAMENTO,UNITED STATES,CALIFORNIA,95652-2421,None,HONEYWELL,TPE331-14GR,3/17/05,None,Restricted,Forest,No,Valid,152347,None,10/9/03,2005,51264246,
N440DF,USDA FOREST SERVICE FEPP,S-2F3AT,Fixed Wing Multi-Engine,MARSH AVIATION,7/31/27,Turbo-prop,None,Government,No,A54AEE,NO,5500 PRICE AVE,MCCLELLAN,SACRAMENTO,UNITED STATES,CALIFORNIA,95652-2421,None,HONEYWELL,TPE331-14GR,6/28/07,None,Restricted,Forest,No,Valid,149873,None,6/19/02,2001,51245356,
N441DF,USDA FOREST SERVICE FEPP,S-2F3AT,Fixed Wing Multi-Engine,MARSH AVIATION,7/31/29,Turbo-prop,None,Government,No,A54EA5,NO,5500 PRICE AVE,MCCLELLAN,SACRAMENTO,UNITED STATES,CALIFORNIA,95652-2421,None,HONEYWELL,TPE331-SER,9/12/03,None,Restricted,Forest,No,Valid,152808,None,2/10/99,2003,51247245,
N410DF,USDA FOREST SERVICE FEPP,OV-10A,Fixed Wing Multi-Engine,NORTH AMERICAN,4/30/28,Turbo-prop,None,Government,No,A4D471,NO,5500 PRICE AVE,MCCLELLAN,SACRAMENTO,UNITED STATES,CALIFORNIA,95652-2421,None,NONE,NONE,None,None,Unknown,None,No,Valid,305158M82,None,9/6/96,None,51152161,
N413DF,USDA FOREST SERVICE FEPP,OV-10A,Fixed Wing Multi-Engine,NORTH AMERICAN,12/31/29,Turbo-prop,None,Government,No,A4DF96,NO,5500 PRICE AVE,MCCLELLAN,SACRAMENTO,UNITED STATES,CALIFORNIA,95652-2421,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,30520M13,None,2/4/99,None,51157626,
N414DF,USDA FOREST SERVICE FEPP,OV-10A,Fixed Wing Multi-Engine,NORTH AMERICAN,12/31/29,Turbo-prop,None,Government,No,A4E34D,NO,5500 PRICE AVE,MCCLELLAN,SACRAMENTO,UNITED STATES,CALIFORNIA,95652-2421,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,30526M16,None,2/4/99,None,51161515,
N402DF,USDA FOREST SERVICE FEPP,OV-10A,Fixed Wing Multi-Engine,NORTH AMERICAN,10/31/29,Turbo-prop,None,Government,No,A4B460,NO,5500 PRICE AVE,MCCLELLAN,SACRAMENTO,UNITED STATES,CALIFORNIA,95652-2421,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,305132M70,None,3/10/93,None,51132140,
N408DF,USDA FOREST SERVICE FEPP,OV-10A,Fixed Wing Multi-Engine,NORTH AMERICAN,10/31/29,Turbo-prop,None,Government,No,A4CAAA,NO,5500 PRICE AVE,MCCLELLAN,SACRAMENTO,UNITED STATES,CALIFORNIA,95652-2421,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,305178M90,None,3/10/93,None,51145252,
N421DF,USDA FOREST SERVICE FEPP,OV-10A,Fixed Wing Multi-Engine,NORTH AMERICAN,12/31/29,Turbo-prop,None,Government,No,A4FFA7,NO,5500 PRICE AVE,MCCLELLAN,SACRAMENTO,UNITED STATES,CALIFORNIA,95652-2421,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,305206M107,None,2/5/99,None,51177647,
N429DF,USDA FOREST SERVICE FEPP,OV-10A,Fixed Wing Multi-Engine,NORTH AMERICAN,12/31/29,Turbo-prop,None,Government,No,A51D5F,NO,5500 PRICE AVE,MCCLELLAN,SACRAMENTO,UNITED STATES,CALIFORNIA,95652-2421,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,155400,None,2/4/99,None,51216537,
N409DF,USDA FOREST SERVICE FEPP,OV-10A,Fixed Wing Multi-Engine,NORTH AMERICAN,4/30/28,Turbo-prop,None,Government,No,A4CE61,NO,5500 PRICE AVE,MCCLELLAN,SACRAMENTO,UNITED STATES,CALIFORNIA,95652-2421,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,155401,None,9/16/96,None,51147141,
N418DF,USDA FOREST SERVICE FEPP,OV-10A,Fixed Wing Multi-Engine,NORTH AMERICAN,12/31/29,Turbo-prop,None,Government,No,A4F229,NO,5500 PRICE AVE,MCCLELLAN,SACRAMENTO,UNITED STATES,CALIFORNIA,95652-2421,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,30570M39,None,2/4/99,None,51171051,
N400DF,USDA FOREST SERVICE FEPP,OV-10A,Fixed Wing Multi-Engine,NORTH AMERICAN,10/31/29,Turbo-prop,None,Government,No,A4ACF2,NO,5500 PRICE AVE,MCCLELLAN,SACRAMENTO,UNITED STATES,CALIFORNIA,95652-2421,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,305122M65,None,3/10/93,None,51126362,
N401DF,USDA FOREST SERVICE FEPP,OV-10A,Fixed Wing Multi-Engine,NORTH AMERICAN,10/31/29,Turbo-prop,None,Government,No,A4B0A9,NO,5500 PRICE AVE,MCCLELLAN,SACRAMENTO,UNITED STATES,CALIFORNIA,95652-2421,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,305128M68,None,3/10/93,None,51130251,
N415DF,USDA FOREST SERVICE FEPP,OV-10A,Fixed Wing Multi-Engine,NORTH AMERICAN,12/31/29,Turbo-prop,None,Government,No,A4E704,NO,5500 PRICE AVE,MCCLELLAN,SACRAMENTO,UNITED STATES,CALIFORNIA,95652-2421,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,30568M38,None,2/4/99,None,51163404,
N403DF,USDA FOREST SERVICE FEPP,OV-10A,Fixed Wing Multi-Engine,NORTH AMERICAN,10/31/29,Turbo-prop,None,Government,No,A4B817,NO,5500 PRICE AVE,MCCLELLAN,SACRAMENTO,UNITED STATES,CALIFORNIA,95652-2421,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,305148M78,None,3/10/93,None,51134027,
N407DF,USDA FOREST SERVICE FEPP,OV-10A,Fixed Wing Multi-Engine,NORTH AMERICAN,10/31/29,Turbo-prop,None,Government,No,A4C6F3,NO,5500 PRICE AVE,MCCLELLAN,SACRAMENTO,UNITED STATES,CALIFORNIA,95652-2421,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,305164M86,None,3/10/93,None,51143363,
N470DF,USDA FOREST SERVICE FEPP,OV-10D,Fixed Wing Multi-Engine,ROCKWELL,1/31/30,Turbo-prop,None,Government,No,A5C16B,NO,5500 PRICE AVE,MCCLELLAN,YOLO,UNITED STATES,CALIFORNIA,95652-2438,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,155502,None,4/30/10,None,51340553,
N457DF,USDA FOREST SERVICE FEPP,58,Fixed Wing Multi-Engine,BEECH,1/31/30,Reciprocating,None,Government,No,A58C6E,NO,5500 PRICE AVE,MCCLELLAN,SACRAMENTO,UNITED STATES,CALIFORNIA,95652-2421,None,CONT MOTOR,IO 520 SERIES,6/1/82,None,Standard,Normal,No,Valid,TH-1354,None,4/16/91,1982,51306156,
N441FA,USDA FOREST SERVICE FEPP,UH-1H,Rotorcraft,BELL,10/31/29,Turbo-shaft,None,Government,No,A54ED2,NO,1 FIRE AUTHORITY RD,IRVINE,ORANGE,UNITED STATES,CALIFORNIA,92602-0125,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,66-01127,None,3/1/95,None,51247322,
N541FA,USDA FOREST SERVICE FEPP,UH-1H,Rotorcraft,BELL,10/31/29,Turbo-shaft,None,Government,No,A6DC21,NO,1 FIRE AUTHORITY RD,IRVINE,ORANGE,UNITED STATES,CALIFORNIA,92602-0125,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,66-16335,None,3/1/95,None,51556041,
N343WN,USDA FOREST SERVICE FEPP,UH-1,Rotorcraft,BELL,7/31/27,Turbo-shaft,None,Government,No,A3CA74,NO,7613 OLD 99 HIGHWAY SE,OLYMPIA,THURSTON,UNITED STATES,WASHINGTON,98501,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,73-21764,None,7/15/14,None,50745164,
N344WN,USDA FOREST SERVICE FEPP,UH-1H,Rotorcraft,BELL,6/30/27,Turbo-shaft,None,Government,No,A3CE2B,NO,7613 OLD 99 HIGHWAY SE,OLYMPIA,THURSTON,UNITED STATES,WASHINGTON,98501,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,71-20329,None,6/3/11,None,50747053,
N345WN,USDA FOREST SERVICE FEPP,UH-1H,Rotorcraft,BELL,6/30/27,Turbo-shaft,None,Government,No,A3D1E2,NO,7613 OLD 99 HIGHWAY SE,OLYMPIA,THURSTON,UNITED STATES,WASHINGTON,98501,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,72-21629,None,6/3/11,None,50750742,
N346WN,USDA FOREST SERVICE FEPP,UH-1H,Rotorcraft,BELL,6/30/27,Turbo-shaft,None,Government,No,A3D599,NO,7613 OLD 99 HIGHWAY SE,OLYMPIA,THURSTON,UNITED STATES,WASHINGTON,98501,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,70-15708,None,6/3/11,None,50752631,
N473DF,USDA FOREST SERVICE FEPP,OV-10D,Fixed Wing Multi-Engine,ROCKWELL,12/31/29,Turbo-prop,None,Government,No,A5CC90,NO,5500 PRICE AVE,MCCLELLAN,YOLO,UNITED STATES,CALIFORNIA,95652-2438,None,NONE,NONE,None,None,Unknown,None,No,Valid,155406,None,2/24/10,None,51346220,
N409DF,USDA FOREST SERVICE FEPP,OV-10A,Fixed Wing Multi-Engine,NORTH AMERICAN,4/30/28,Turbo-prop,None,Government,No,A4CE61,NO,5500 PRICE AVE,MCCLELLAN,SACRAMENTO,UNITED STATES,CALIFORNIA,95652-2421,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,155401,None,9/16/96,None,51147141,
N413DF,USDA FOREST SERVICE FEPP,OV-10A,Fixed Wing Multi-Engine,NORTH AMERICAN,12/31/29,Turbo-prop,None,Government,No,A4DF96,NO,5500 PRICE AVE,MCCLELLAN,SACRAMENTO,UNITED STATES,CALIFORNIA,95652-2421,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,30520M13,None,2/4/99,None,51157626,
