,Loc Id,Facility Type,Wind Indicator,ARP Latitude DD,ARP Longitude DD,Runway Id,Surface Type Condition,Edge Light Intensity,WBC Single,WBC Dual,WBC Two Dual,WBC Tandem Two Dual,Base Marking Condition,ICAO Id,#Runway Id
11434,LXT,AIRPORT,Y-L,38.95909667,-94.37189472,18/36,CONC-E,MED,40,60,,,G,KLXT,2
11435,MU59,HELIPORT,Y,37.22532556,-93.29074333,H1,ASPH,,,,,,,,1
11436,56MU,HELIPORT,Y,37.14455,-93.28051389,H3,ASPH,,,,,,,,4
11437,56MU,HELIPORT,Y,37.14455,-93.28051389,H4,ASPH,,,,,,,,4
11438,56MU,HELIPORT,Y,37.14455,-93.28051389,H1,ASPH,,,,,,,,4
11439,56MU,HELIPORT,Y,37.14455,-93.28051389,H2,CONC,,,,,,,,4
11440,6M6,AIRPORT,Y-L,40.12917639,-91.67826944,18/36,CONC-G,MED,30,,,,G,,1
11441,MU97,AIRPORT,Y,39.20988889,-93.92772222,18/36,TURF-E,,,,,,,,3
11442,MU97,AIRPORT,Y,39.20988889,-93.92772222,04/22,ASPH-F,,,,,,,,3
11443,MU97,AIRPORT,Y,39.20988889,-93.92772222,13/31,TURF-E,,,,,,,,3
11444,8MO2,HELIPORT,Y,39.27400278,-94.42444722,H1,CONC,,,,,,,,1
11445,4MO4,AIRPORT,Y,39.21667028,-94.33355972,04/22,GRVL,,,,,,,,1
11446,MO76,HELIPORT,Y-L,37.82349167,-92.16109444,H1,CONC,,,,,,,,1
11447,20MO,HELIPORT,Y-L,36.7043355,-93.36980333,H1,CONC-GRVL,PERI,,,,,,,1
11448,0R2,AIRPORT,Y,38.40233333,-93.33225,18/36,TURF-E,,,,,,,,1
11449,MO66,AIRPORT,Y,37.05898889,-93.14529722,07/25,TURF,LOW,,,,,,,1
11450,48MO,HELIPORT,Y-L,38.62735,-92.54053889,H1,CONC,PERI,,,,,,,1
11451,MO42,HELIPORT,,38.17275278,-92.64254444,H1,ROOF-TOP,,,,,,,,1
11452,MO24,AIRPORT,Y,40.142775,-95.38831111,18/36,TURF,,,,,,,,1
11453,MO56,AIRPORT,Y,36.51423139,-92.64016583,11/29,ASPH,,,,,,,,1
11454,70MO,AIRPORT,,38.64691983,-94.118927,18/36,TURF,,,,,,,,2
11455,70MO,AIRPORT,,38.64691983,-94.118927,09/27,TURF,,,,,,,,2
11456,60MU,AIRPORT,,37.25916667,-94.41426528,05/23,TURF,,,,,,,,1
11457,44MU,AIRPORT,,36.90805556,-94.31,15/33,TURF,,,,,,,,1
11458,K89,AIRPORT,Y-L,39.72980556,-92.45672222,02/20,CONC-E,MED,12,,,,G,,1
11459,MU15,HELIPORT,Y,37.55848889,-90.30387222,H1,TURF,,,,,,,,1
11460,MAW,AIRPORT,Y-L,36.59820417,-89.99254861,14/32,ASPH-F,MED,33,48,,,P,KMAW,2
11461,MAW,AIRPORT,Y-L,36.59820417,-89.99254861,18/36,ASPH-G,MED,33,48,,,F,KMAW,2
11462,65MO,AIRPORT,,36.732825,-89.58212778,18/36,TURF,,,,,,,,1
11463,03B,AIRPORT,Y-L,37.12677778,-92.62161111,07/25,ASPH-L,MED,12,,,,F,,1
11464,4MO6,AIRPORT,Y,39.43893472,-91.118195,01/19,TURF,,,,,,,,1
11465,MO14,AIRPORT,Y,37.42277778,-93.20861111,06/24,TURF,,,,,,,,1
11466,MHL,AIRPORT,Y-L,39.09547833,-93.20299972,09/27,TURF-E,,,,,,,KMHL,2
11467,MHL,AIRPORT,Y-L,39.09547833,-93.20299972,18/36,CONC-E,MED,30,42,,,G,KMHL,2
11468,4MO8,AIRPORT,,39.20666667,-94.26972222,09/27,TURF-G,,,,,,,,1
11469,30MO,AIRPORT,N,37.64587583,-92.49461472,13/31,TURF,,,,,,,,1
11470,MU72,ULTRALIGHT,,38.42469167,-90.89758611,14/32,TURF,,,,,,,,4
11471,MU72,ULTRALIGHT,,38.42469167,-90.89758611,04/22,TURF,,,,,,,,4
11472,MU72,ULTRALIGHT,,38.42469167,-90.89758611,09/27,TURF,,,,,,,,4
11473,MU72,ULTRALIGHT,,38.42469167,-90.89758611,18/36,TURF,,,,,,,,4
11474,37MO,AIRPORT,N,39.56612778,-94.18469167,18/36,TURF,,,,,,,,1
11475,56MO,AIRPORT,N,36.97089333,-93.92409667,08/26,TURF,,,,,,,,2
11476,56MO,AIRPORT,N,36.97089333,-93.92409667,16/34,TURF,,,,,,,,2
11477,03MU,AIRPORT,N,38.49194444,-94.41235556,17/35,ASPH,,,,,,,,1
11478,7MO7,AIRPORT,,37.39974167,-94.20959444,01/19,TURF,,,,,,,,1
11479,1MU0,AIRPORT,,37.16671861,-93.56269778,02/20,TURF,,,,,,,,1
11480,03D,AIRPORT,Y-L,40.44725,-92.22694444,12/30,CONC-F,MED,12,,,,F,,1
11481,38MU,HELIPORT,,37.13693611,-94.32218889,H1,CONC,,,,,,,,1
11482,MU28,HELIPORT,Y,36.67523611,-93.8722,H1,CONC,,,,,,,,1
11483,86MU,HELIPORT,,36.96943333,-93.70920833,H1,CONC,,,,,,,,1
11484,58MO,HELIPORT,Y,38.19555833,-90.39338333,H1,CONC,,,,,,,,1
11485,63MO,HELIPORT,Y-L,37.03721986,-94.51106361,H2,CONC-G,PERI,,,,,,,2
11486,63MO,HELIPORT,Y-L,37.03721986,-94.51106361,H1,CONC-G,PERI,,,,,,,2
11487,46MO,HELIPORT,Y-L,37.68216144,-92.63367339,H1,CONC-GRVL,PERI,,,,,,,1
11488,81MU,HELIPORT,Y-L,37.18043611,-93.27575278,H3,MATS,,,,,,,,4
11489,81MU,HELIPORT,Y-L,37.18043611,-93.27575278,H4,MATS,,,,,,,,4
11490,81MU,HELIPORT,Y-L,37.18043611,-93.27575278,H1,CONC,,,,,,,,4
11491,81MU,HELIPORT,Y-L,37.18043611,-93.27575278,H2,CONC,,,,,,,,4
11492,8MO9,HELIPORT,Y,38.64366944,-90.44833611,H1,CONC,NSTD,,,,,,,1
11493,6MU8,HELIPORT,,37.00286944,-91.70263889,H1,ASPH-CONC-F,,,,,,,,1
11494,MYJ,AIRPORT,Y-L,39.15751167,-91.81826389,06/24,CONC-G,MED,30,37,,,G,KMYJ,2
11495,MYJ,AIRPORT,Y-L,39.15751167,-91.81826389,18/36,ASPH-CONC-F,MED,10,,,,G,KMYJ,2
11496,PLK,AIRPORT,Y-L,36.62592814,-93.22892289,12/30,ASPH-G,MED,70,100,,,G,KPLK,1
11497,MU84,AIRPORT,,38.8994525,-94.22939083,09/27,TURF,,,,,,,,1
11498,M28,AIRPORT,Y,36.22425,-89.72883333,18/36,ASPH-TURF-G,,,,,,,,1
11499,GPH,AIRPORT,Y-L,39.33250778,-94.30964806,18/36,ASPH-G,HIGH,30,60,,,G,KGPH,1
11500,MO99,AIRPORT,Y,38.11641889,-93.07713944,07/25,TURF,,,,,,,,1
11501,MU21,AIRPORT,Y,38.52365778,-91.51766278,11/29,TURF,,,,,,,,1
11502,CHQ,AIRPORT,Y-L,36.84213722,-89.35965778,18/36,ASPH-G,MED,12,,,,P,KCHQ,1
11503,9MO1,HELIPORT,Y,38.63560556,-90.44538333,H1,MATS,,,,,,,,1
11504,MO52,HELIPORT,Y-L,38.19645833,-91.17,H1,CONC,,,,,,,,1
11505,MU45,HELIPORT,Y,36.89083889,-89.58160278,H1,CONC-G,PERI,,,,,,,1
11506,24MO,AIRPORT,Y,38.1327,-92.83046111,07/25,ASPH,,,,,,,,1
11507,MO65,AIRPORT,N,36.58339667,-93.10295583,05/23,TURF,,,,,,,,1
11508,HFJ,AIRPORT,Y,36.90512944,-94.01416639,18/36,CONC-G,HIGH,30,,,,F,KHFJ,1
11509,2MU9,AIRPORT,N,38.96521111,-91.11813889,16/34,TURF,,,,,,,,1
11510,MU43,HELIPORT,,39.77176944,-94.772375,H1,CONC,PERI,,,,,,,1
11511,MO70,HELIPORT,Y,40.32698333,-94.87684444,H1,CONC,FLD,,,,,,,1
11512,1MO,AIRPORT,Y-L,37.12086142,-92.31010667,08/26,ASPH-E,MED,,,,,G,,1
11513,MNF,AIRPORT,Y-L,36.99283333,-91.71447222,10/28,ASPH-F,MED,,,,,P,KMNF,1
11514,2MO,AIRPORT,Y-L,37.06839028,-93.88493028,18/36,ASPH-G,MED,,,,,G,,1
11515,MU47,HELIPORT,Y,39.50031083,-92.516295,H1,CONC,PERI,,,,,,,1
11516,EOS,AIRPORT,Y-L,36.81080556,-94.39169444,01/19,ASPH-G,MED,30,43,,,G,KEOS,1
11517,NVD,AIRPORT,Y-L,37.85247669,-94.30460775,13/31,ASPH-P,,19,,,,,KNVD,2
11518,NVD,AIRPORT,Y-L,37.85247669,-94.30460775,02/20,CONC-G,MED,20,42,,,F,KNVD,2
11519,MO20,HELIPORT,Y,37.83190556,-94.36055833,H1,CONC,PERI,,,,,,,1
11520,4MO2,AIRPORT,Y,40.55836222,-92.44185306,15/33,TURF,,,,,,,,1
11521,1MU9,HELIPORT,,38.93532667,-90.47650583,H1,TURF,,,,,,,,1
11522,3MO5,AIRPORT,Y,37.12834444,-94.21650833,18/36,TURF,,,,,,,,1
11523,06MO,AIRPORT,Y,39.2305575,-94.80440583,15/33,ASPH,LOW,,,,,,,1
11524,MO8,AIRPORT,Y-L,39.77136111,-93.01277778,18/36,CONC-E,MED,30,,,,G,,1
11525,MU92,HELIPORT,Y-L,40.19207778,-92.59057222,H1,CONC-F,PERI,,,,,F,,1
11526,83MO,HELIPORT,Y-L,39.15102222,-94.55058889,H1,CONC,PERI,,,,,,,1
11527,EVU,AIRPORT,Y-L,40.35329122,-94.91663542,14/32,CONC-E,MED,12,,,,G,KEVU,1
11528,2MO2,AIRPORT,N,39.46416972,-94.30800056,N/S,TURF,,,,,,,,1
11529,MO80,AIRPORT,Y,37.16060722,-92.32349556,16/34,TURF-G,,,,,,,,1
11530,5MO9,AIRPORT,Y,39.9825,-92.86444444,09/27,TURF,,,,,,,,1
11531,MBY,AIRPORT,Y-L,39.46317028,-92.42589,05/23,CONC-E,MED,4,,,,G,KMBY,2
11532,MBY,AIRPORT,Y-L,39.46317028,-92.42589,13/31,CONC-E,MED,30,38,,,G,KMBY,2
11533,H58,AIRPORT,Y,37.18405,-92.73705278,01/19,TURF-E,,,,,,,,2
11534,H58,AIRPORT,Y,37.18405,-92.73705278,15/33,TURF-E,,,,,,,,2
11535,74MO,HELIPORT,,38.69366194,-90.26955722,H1,TURF-GRVL-G,,,,,,,,1
11536,50MO,HELIPORT,,36.73888611,-91.87533611,H1,CONC,,,,,,,,1
11537,99MO,HELIPORT,Y,37.911975,-90.53213056,H1,ASPH,,,,,,,,1
11538,60MO,HELIPORT,Y,37.781325,-90.43721389,H2,CONC,,,,,,,,2
11539,60MO,HELIPORT,Y,37.781325,-90.43721389,H1,CONC,,,,,,,,2
11540,92MU,AIRPORT,,39.40911944,-94.60622778,18/36,TURF,,,,,,,,1
11541,28MO,AIRPORT,Y,37.97392056,-93.81882361,10/28,TURF,,,,,,,,1
11542,3MO4,AIRPORT,Y,36.45061861,-89.62813472,N/S,TURF,,,,,,,,1
11543,MU14,AIRPORT,Y,38.29957222,-91.68961389,03/21,TURF,,,,,,,,1
11544,6MO5,HELIPORT,Y-L,37.73223611,-89.86598056,H1,CONC,PERI,,,,,,,1
11545,PCD,AIRPORT,Y-L,37.86866667,-89.86213889,02/20,CONC-G,MED,28,48,,,G,KPCD,1
11546,75MU,HELIPORT,,39.72968333,-92.94458056,H1,CONC,,,,,,,,1
11547,MO26,AIRPORT,Y,39.39389111,-94.35300306,17/35,TURF,LOW,,,,,,,1
11548,47MO,HELIPORT,Y-L,37.95323161,-91.78651347,H2,CONC-G,PERI,,,,,G,,2
11549,47MO,HELIPORT,Y-L,37.95323161,-91.78651347,H1,CONC-G,PERI,,,,,G,,2
11550,MO23,AIRPORT,Y,38.64092917,-92.5291,18/36,TURF,,,,,,,,1
11551,PYN,AIRPORT,Y-L,37.1261375,-90.71352861,03/21,ASPH-G,MED,12,,,,G,KPYN,1
11552,8MO6,HELIPORT,Y,39.44077778,-91.06411389,H1,CONC,PERI,,,,,,,1
11553,5MO7,AIRPORT,,36.59580972,-93.62975833,05/23,TURF,,,,,,,,1
11554,MU25,AIRPORT,N,37.43782306,-91.94932222,15/33,TURF-G,,,,,,,,1
11555,51MO,AIRPORT,Y,39.59458333,-94.46141667,18/36,TURF-F,,,,,,,,1
11556,3MO1,HELIPORT,Y,39.04583861,-94.49745333,H3,CONC,,,,,,,,3
11557,3MO1,HELIPORT,Y,39.04583861,-94.49745333,H2,CONC,,,,,,,,3
11558,3MO1,HELIPORT,Y,39.04583861,-94.49745333,H1,CONC,,,,,,,,3
11559,POF,AIRPORT,Y-L,36.77393528,-90.32485278,18/36,CONC-G,MED,16,,,,G,KPOF,1
11560,MO87,AIRPORT,,38.94584111,-94.16189056,18/36,TURF,,,,,,,,1
11561,MU30,HELIPORT,,38.71638056,-90.699275,H1,CONC,,,,,,,,1
11562,1MU3,HELIPORT,,40.48344722,-93.00633611,H1,CONC,PERI,,,,,,,1
11563,78Y,AIRPORT,Y,40.33169444,-94.83469444,17/35,CONC-TURF-G,,,,,,,,1
11564,MU17,HELIPORT,Y,39.26336944,-93.95705,H1,CONC-GRVL,,,,,,,,1
11565,11MO,AIRPORT,Y,38.9017075,-91.63516778,18/36,TURF,,,,,,,,1
11566,MO48,AIRPORT,,38.33730833,-91.42138611,12/30,TURF,,,,,,,,1
11567,3MO3,HELIPORT,Y,39.00819722,-94.55674722,H2,ASPH,PERI,,,,,,,2
11568,3MO3,HELIPORT,Y,39.00819722,-94.55674722,H1,CONC,,,,,,,,2
11569,17MO,AIRPORT,Y,38.98504028,-91.534885,08/26,TURF,,,,,,,,1
11570,MO1,AIRPORT,Y-L,37.87488889,-92.40805556,14/32,ASPH-G,LOW,6,,,,G,,1
11571,87MO,AIRPORT,Y,38.69612194,-94.25800139,18/36,TURF-GRVL-G,,,,,,,,1
11572,MO37,AIRPORT,Y,38.72306667,-94.38189444,18/36,TURF,,,,,,,,2
11573,MO37,AIRPORT,Y,38.72306667,-94.38189444,09/27,TURF,,,,,,,,2
11574,MU49,HELIPORT,N,39.55392083,-92.56740778,H1,CONC,,,,,,,,1
11575,MU50,HELIPORT,,39.41253528,-92.46212583,H1,CONC,PERI,,,,,,,1
11576,43MO,AIRPORT,Y,38.78334444,-94.37008333,08/26,ASPH,,,,,,,,1
11577,96MO,HELIPORT,,38.86310389,-90.15705306,H1,TURF,,,,,,,,1
11578,6MO7,AIRPORT,Y,37.02921944,-93.16684833,N/S,TURF,,,,,,,,1
11579,MU20,AIRPORT,Y,38.94556417,-93.96466611,17/35,TURF,,,,,,,,1
11580,MO31,AIRPORT,,37.05000556,-93.07285556,02/20,TURF,,,,,,,,1
11581,MU26,AIRPORT,,38.77084722,-94.55899444,08/26,ASPH-F,,,,,,,,1
11582,11MU,AIRPORT,,36.65791639,-92.46557897,02/20,TURF,,,,,,,,2
11583,11MU,AIRPORT,,36.65791639,-92.46557897,18/36,TURF,,,,,,,,2
11584,85MO,HELIPORT,Y,37.11761389,-93.02965,H1,CONC-GRVL,PERI,,,,,,,1
11585,K07,AIRPORT,Y,37.93565222,-91.8135475,09/27,ASPH-G,,,,,,P,,1
11586,VIH,AIRPORT,Y-L,38.12742944,-91.76951389,13/31,ASPH-F,MED,48,62,92,,F,KVIH,2
11587,VIH,AIRPORT,Y-L,38.12742944,-91.76951389,04/22,ASPH-E,MED,75,85,130,,G,KVIH,2
11588,29MO,AIRPORT,Y,39.35153333,-94.51773333,17/35,TURF,,,,,,,,1
11589,MO73,AIRPORT,N,36.98755194,-90.55844889,10/28,TURF,,,,,,,,1
11590,0N0,AIRPORT,Y,39.28983333,-94.44244444,18/36,ASPH-G,NSTD,,,,,G,,1
11591,STJ,AIRPORT,Y-L,39.77194444,-94.90970556,13/31,CONC-E,MED,75,110,180,180,G,KSTJ,2
11592,STJ,AIRPORT,Y-L,39.77194444,-94.90970556,17/35,CONC-F,HIGH,75,130,220,220,F,KSTJ,2
11593,27MO,AIRPORT,Y,37.19388889,-94.22416667,18/36,TURF,,,,,,,,1
11594,3VS,AIRPORT,Y-L,38.42827222,-92.87526389,H1,CONC-G,PERI,,,,,G,,2
11595,3VS,AIRPORT,Y-L,38.42827222,-92.87526389,07/25,ASPH-G,MED,,,,,G,,2
11596,0MU9,AIRPORT,,37.33778889,-93.16407778,09/27,TURF,,,,,,,,1
11597,2MO9,AIRPORT,N,38.95000667,-94.45022972,N/S,TURF,,,,,,,,1
11598,K33,AIRPORT,Y-L,37.61522222,-91.60444444,17/35,ASPH-G,MED,12,,,,G,,1
11599,MO40,HELIPORT,Y-L,37.6599,-91.57059722,H1,ASPH-G,PERI,,,,,G,,1
11600,6MO9,HELIPORT,,39.74861667,-92.46898333,H1,CONC,,,,,,,,1
11601,MU00,AIRPORT,Y,39.44448361,-91.95183528,N/S,TURF,,,,,,,,1
11602,MO86,AIRPORT,Y,38.95972222,-91.30388889,09/27,TURF,,,,,,,,1
11603,MU31,AIRPORT,,39.79354167,-94.43636111,16/34,TURF,,,,,,,,1
11604,MO51,AIRPORT,Y,39.4239875,-94.84762778,14/32,TURF-P,,,,,,,,1
11605,4MO3,AIRPORT,N,39.99170194,-92.491855,18/36,TURF,,,,,,,,1
11606,22MO,HELIPORT,Y,38.09573056,-93.55195,H1,CONC-GRVL,PERI,,,,,,,1
11607,23MU,AIRPORT,Y,38.01858333,-93.69322222,18/36,TURF-GRVL-F,,,,,,,,1
11608,DMO,AIRPORT,Y-L,38.70741667,-93.17591667,18/36,CONC-E,MED,50,65,,,G,KDMO,2
11609,DMO,AIRPORT,Y-L,38.70741667,-93.17591667,05/23,ASPH-F,MED,19,,,,G,KDMO,2
11610,80MO,AIRPORT,,37.276475,-94.35179028,11/29,TURF,,,,,,,,1
11611,MO09,AIRPORT,Y,40.02365333,-91.87378,13/31,CONC,,,,,,,,1
11612,MO25,AIRPORT,,39.69376111,-94.40638611,09/27,TURF,,,,,,,,1
11613,6K2,AIRPORT,Y,39.81256667,-92.05021667,17/35,TURF-E,,,,,,,,1
11614,1MO8,AIRPORT,Y,38.25280722,-92.80296806,N/S,TURF,,,,,,,,1
11615,23MO,AIRPORT,,39.47048889,-93.08993194,16/34,TURF,,,,,,,,1
11616,MU06,AIRPORT,,39.93174722,-92.57515556,09/27,TURF,,,,,,,,1
11617,SIK,AIRPORT,Y-L,36.89888889,-89.56175,03/21,ASPH-G,MED,30,38,,,P,KSIK,1
11618,5MO0,HELIPORT,Y,36.650425,-93.22262778,H1,CONC,PERI,,,,,,,1
11619,67MO,AIRPORT,Y,37.81086917,-93.36992,18/36,TURF,,,,,,,,1
11620,RCM,AIRPORT,Y-L,38.78417111,-93.80285417,01/19,CONC-G,MED,21,26,,,G,KRCM,2
11621,RCM,AIRPORT,Y-L,38.78417111,-93.80285417,14/32,ASPH-G,MED,12,,,,F,KRCM,2
11622,5MU9,AIRPORT,,37.67928472,-90.71462361,18/36,TURF,,,,,,,,1
11623,MU70,AIRPORT,Y,36.99505361,-93.13879167,18/36,TURF,,,,,,,,1
11624,MO45,AIRPORT,Y,38.89222222,-91.56599722,01/19,TURF,,,,,,,,1
11625,0MU4,AIRPORT,Y,39.61500278,-92.86558333,11/29,TURF,,,,,,,,1
11626,0MO8,AIRPORT,Y,39.14060417,-90.73679111,17/35,TURF,,,,,,,,1
11627,1MU2,AIRPORT,Y,39.44501833,-94.6643825,12/30,TURF,,,,,,,,1
11628,78MO,AIRPORT,,37.45655694,-92.40413056,15/33,TURF,,,,,,,,1
11629,MU96,HELIPORT,,38.58301333,-90.22965139,H1,CONC-G,,,,,,,,1
11630,MU10,HELIPORT,Y,37.31083056,-89.53884722,H1,CONC-F,,,,,,,,1
11631,68MO,HELIPORT,N,36.80736944,-89.96740278,H1,ASPH,,,,,,,,1
11632,MU73,AIRPORT,,36.92639444,-93.28938889,09/27,TURF,,,,,,,,1
11633,SUS,AIRPORT,Y,38.66211111,-90.65205556,08L/26R,ASPH-G,MED,,,45,,G,KSUS,2
11634,SUS,AIRPORT,Y,38.66211111,-90.65205556,08R/26L,CONC-G,HIGH,33,100,,,G,KSUS,2
11635,SGF,AIRPORT,Y-L,37.24566667,-93.38863889,02/20,CONC-G,HIGH,135,170,300,,G,KSGF,2
11636,SGF,AIRPORT,Y-L,37.24566667,-93.38863889,14/32,CONC-E,HIGH,135,170,300,,G,KSGF,2
11637,77MO,AIRPORT,Y,37.09044028,-93.76973611,16/34,TURF,,,,,,,,1
11638,MU52,HELIPORT,Y,38.62068333,-90.23993889,H1,CONC,PERI,,,,,,,1
11639,MO92,HELIPORT,Y,38.75216944,-90.4324,H1,ASPH,PERI,,,,,,,1
11640,MO60,HELIPORT,,38.52944444,-90.47666667,H1,CONC-GRVL,PERI,,,,,,,1
11641,0MO7,HELIPORT,Y,38.80328056,-90.77625833,H1,CONC,PERI,,,,,,,1
11642,MO44,HELIPORT,Y,38.78082778,-90.48545278,H1,ASPH,FLD,,,,,,,1
11643,MO97,HELIPORT,Y,38.82272222,-90.88148333,H1,ASPH,FLD,,,,,,,1
11644,MO55,HELIPORT,Y,38.62288333,-90.23915833,H1,METAL,FLD,,,,,,,1
11645,MU75,HELIPORT,,38.558725,-92.22033056,H1,CONC,,,,,,,,1
11646,73MO,HELIPORT,,38.63328056,-90.31150278,H1,CONC,,,,,,,,1
11647,6MU6,HELIPORT,,38.50767778,-90.38200833,H1,CONC,,,,,,,,1
11648,MU18,AIRPORT,Y,38.78103889,-91.16450278,09/27,ASPH-TURF,,,,,,,,1
11649,MO94,AIRPORT,Y,39.49999778,-94.58023194,17/35,TURF,,,,,,,,1
11650,1H3,AIRPORT,Y-L,38.47161111,-91.81722222,09/27,CONC-G,MED,12,,,,G,,1
11651,SET,AIRPORT,Y-L,38.92969444,-90.42997222,09/27,ASPH-G,MED,12,,,,G,KSET,2
11652,SET,AIRPORT,Y-L,38.92969444,-90.42997222,18/36,ASPH-G,MED,12,,,,G,KSET,2
11653,24MU,AIRPORT,N,40.36277667,-95.4385925,NW/SE,TURF,,,,,,,,1
11654,M12,AIRPORT,Y,36.09561111,-89.85947222,18/36,ASPH-G,MED,,,,,F,,1
11655,6MO2,AIRPORT,Y,37.98616361,-90.033445,13/31,TURF-F,,,,,,,,1
11656,MO50,HELIPORT,Y,37.30349,-89.5698,H1,CONC,PERI,,,,,,,1
11657,2MU0,HELIPORT,Y,37.968525,-90.05441833,H1,CONC,PERI,,,,,,,1
11658,MO78,AIRPORT,N,38.31671111,-91.7835,E/W,TURF,,,,,,,,1
11659,1MO1,HELIPORT,Y-L,38.56810861,-90.43400806,H1,CONC,FLD,,,,,,,1
11660,MO21,HELIPORT,Y-L,38.93633333,-94.60512778,H1,ASPH,PERI,,,,,,,1
11661,2MU1,HELIPORT,Y,38.63797222,-90.26490278,H1,CONC,PERI,,,,,,,1
11662,MO7,HELIPORT,Y,38.62533333,-90.183,H1,MATS-G,,,,,,G,,1
11663,STL,AIRPORT,Y-L,38.74869822,-90.37002572,12R/30L,CONC-G,HIGH,75,200,350,760,G,KSTL,4
11664,STL,AIRPORT,Y-L,38.74869822,-90.37002572,12L/30R,CONC-G,HIGH,75,200,350,760,G,KSTL,4
11665,STL,AIRPORT,Y-L,38.74869822,-90.37002572,11/29,CONC-E,HIGH,75,200,325,700,G,KSTL,4
11666,STL,AIRPORT,Y-L,38.74869822,-90.37002572,06/24,CONC-F,HIGH,75,176,280,660,G,KSTL,4
11667,MU42,HELIPORT,,38.94018611,-94.38233889,H1,CONC,,,,,,,,1
11668,5MO5,HELIPORT,Y-L,39.04649167,-94.58933056,H1,CONC,PERI,,,,,,,2
11669,5MO5,HELIPORT,Y-L,39.04649167,-94.58933056,H2,CONC,PERI,,,,,,,2
11670,MO12,HELIPORT,,38.65028611,-90.50320833,H1,ASPH,PERI,,,,,,,1
11671,MO63,HELIPORT,Y,39.248475,-94.64755,H1,CONC,PERI,,,,,,,1
11672,2M5,SEAPLANE BASE,,37.65003972,-93.7585425,ALL/WAY,WATER,,,,,,,,1
11673,MO3,AIRPORT,Y,37.66027778,-93.81683333,01/19,ASPH-G,LOW,,,,,G,,1
11674,MU03,AIRPORT,Y,39.7146,-93.14016528,18/36,TURF,,,,,,,,1
11675,78MU,AIRPORT,,37.29644278,-94.19522111,18/36,TURF,,,,,,,,1
11676,MU32,AIRPORT,Y,38.95114778,-92.44740639,13/31,TURF,,,,,,,,1
11677,UUV,AIRPORT,Y-L,38.23347222,-91.16427778,06/24,CONC-G,MED,12,,,,G,KUUV,1
11678,MU48,AIRPORT,Y,36.64839472,-92.22043528,09/27,TURF-G,,,,,,,,1
11679,0MU1,AIRPORT,Y,37.24666667,-94.17388889,09/27,TURF,,,,,,,,1
11680,72MO,AIRPORT,,38.42597222,-91.24527778,01/19,TURF-G,,,,,,,,1
11681,MO32,AIRPORT,Y,36.52941111,-93.67696944,09/27,CONC,,,,,,,,1
11682,MU35,AIRPORT,Y,40.26749056,-94.78663472,17/35,TURF,,,,,,,,1
11683,19T,SEAPLANE BASE,N,38.13336556,-92.73351972,NW/SE,WATER-E,,,,,,,,1
11684,MU78,AIRPORT,,37.84796389,-92.18893333,10/28,TURF,,,,,,,,1
11685,MU44,HELIPORT,Y,37.31671944,-91.961,H1,CONC-G,PERI,,,,,,,1
11686,42M,AIRPORT,Y,36.52232639,-91.57251944,09/27,ASPH-G,NSTD,,,,,G,,1
11687,21MU,AIRPORT,Y,36.564925,-93.50963333,18/36,TURF-G,,,,,,,,1
11688,MU29,HELIPORT,Y-L,36.78707778,-90.44451111,H1,CONC-F,,,,,,,,1
11689,55MO,AIRPORT,Y,38.87160556,-91.26020556,18/36,TURF,,,,,,,,1
11690,TRX,AIRPORT,Y-L,40.08352778,-93.59063889,18/36,ASPH-G,MED,,,,,G,KTRX,1
11691,0C1,AIRPORT,Y,39.48775,-94.78113889,02/20,ASPH-TRTD-F,,,,,,P,,1
11692,02MO,AIRPORT,Y,39.04626111,-91.02821944,08/26,ASPH-G,,,,,,,,1
11693,7MO0,HELIPORT,Y,38.97356944,-94.39314444,H1,CONC,PERI,,,,,,,1
11694,MO05,HELIPORT,Y,39.08416667,-94.57416667,H1,CONC,PERI,,,,,,,1
11695,MO00,AIRPORT,Y,36.59221806,-93.66381528,18/36,TURF-G,,,,,,,,1
11696,08MO,AIRPORT,Y,37.39560556,-94.28383611,18/36,TURF,,,,,,,,2
11697,08MO,AIRPORT,Y,37.39560556,-94.28383611,03/21,TURF,,,,,,,,2
11698,MU53,HELIPORT,Y,36.23466111,-90.0412,H1,CONC,PERI,,,,,,,1
11699,3MO2,ULTRALIGHT,,38.69087944,-91.34099139,ALL/WAY,TURF,,,,,,,,1
11700,K43,AIRPORT,Y-L,40.54022222,-93.02552778,17/35,ASPH-G,LOW,,,,,G,,1
11701,MU37,HELIPORT,Y-L,38.93783333,-92.327975,H2,CONC-F,,,,,,F,,2
11702,MU37,HELIPORT,Y-L,38.93783333,-92.327975,H1,CONC-F,PERI,,,,,F,,2
11703,MU58,HELIPORT,Y-L,39.06417167,-94.52550972,H1,CONC,,,,,,,,1
11704,MU39,HELIPORT,Y,37.22088111,-93.13851556,H1,TURF,,,,,,,,1
11705,5MO6,AIRPORT,,40.12795,-92.291125,18/36,TURF-F,,,,,,,,1
11706,0MO3,AIRPORT,Y,38.624925,-94.52165833,16/34,TURF,,,,,,,,1
11707,MO84,AIRPORT,Y-L,37.71671278,-91.13346722,09/27,ASPH-F,NSTD,,,,,,,1
11708,9MO5,AIRPORT,N,37.0625,-93.09840278,18/36,TURF,,,,,,,,1
11709,MO58,AIRPORT,Y,36.65839,-90.64039472,N/S,TURF,,,,,,,,1
